cipcode,cip6,cip2d,cip3d,cip4d,Awards,stem,ciptitle,onettitle,onetcode,know_score,unprof_score,nonstem_score,stem_score,math_score,comp_score,engin_score,science_score,bio_score,chem_score,physics_score,med_score,econ_score,manage_score,english_score,law_score,stem_raw,know_raw,comp_raw,science_raw,math_raw,engin_raw,_merge,Avg_Stem2,Avg_Stem3,Avg_Stem4,Avg_Stem2_raw,Avg_Stem3_raw,Avg_Stem4_raw,Avg_know2,Avg_know3,Avg_know4,Avg_know2x_raw,Avg_know2_raw,Avg_know3x_raw,Avg_know3_raw,Avg_know4x_raw,Avg_know4_raw,Avg_engin2,Avg_engin3,Avg_engin4,Avg_science2,Avg_science3,Avg_science4,Avg_comp2,Avg_comp3,Avg_comp4,Avg_math2,Avg_math3,Avg_math4,Avg_bio2,Avg_bio3,Avg_bio4,Avg_physics2,Avg_physics3,Avg_physics4,Avg_chem2,Avg_chem3,Avg_chem4,Best_STEM_score,Best_engin_score,Best_comp_score,Best_math_score,Best_science_score,Best_bio_score,Best_chem_score,Best_physics_score,Best_stem_raw,Best_know_score,Best_know_raw,Med_Avg_Stem2,Mean_Avg_Stem2,Z_Best_comp_score,Z_Best_engin_score,Z_Best_math_score,Z_Best_science_score,Z_Best_physics_score,Z_Best_chem_score,Z_Best_bio_score,stem_cip_onet,stem_high_any,stem_high_any2,stem_cip_mix,z_Avg_Stem2,z_Avg_bio2,z_Avg_physics2,z_Avg_chem2,z_Avg_engin2,z_Avg_comp2,z_Avg_math2,z_Avg_science2,z_Avg_Stem3,z_Avg_bio3,z_Avg_physics3,z_Avg_chem3,z_Avg_engin3,z_Avg_comp3,z_Avg_math3,z_Avg_science3
"14.0902-Computer Hardware Engineering",140902,"14","140","1409",88,1,"Computer Hardware Engineering","Architectural and Engineering Managers","11-9041.00",29.63553,13.89533,15.2866,14.34893,2.465881,2.362516,3.938047,5.582484,.543291,1.709363,3.32983,-.2835881,.6085668,.5981846,.9602336,.7146285,4.708889,2.958586,5.633333,3.538889,5.843333,6.16,"matched (3)",13.58129,13.62818,11.44205,4.580949,4.588764,4.22441,32.50967,34.52837,23.70407,3.045681,3.045681,3.106853,3.106853,2.778845,2.778845,3.627053,3.719734,3.304922,6.178809,5.988887,3.6629,1.659097,1.759533,2.340016,2.116331,2.160024,2.134215,1.132949,1.059987,.2124576,2.999699,3.016286,2.51608,2.046162,1.912614,.9343629,14.34893,3.938047,2.362516,2.465881,5.582484,.543291,1.709363,3.32983,4.708889,29.63553,2.958586,1.783034,2.081026,2.16441,2.849981,2.232376,1.179106,2.592268,1.039881,-.1596573,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"14.1401-Environmental/Environmental Health Engineering",141401,"14","141","1414",2279,1,"Environmental/Environmental Health Engineering","Environmental Engineers","17-2081.00",39.25648,22.48866,25.08946,14.16702,1.829691,1.12204,3.639475,7.575818,1.979005,2.528411,3.068402,.134031,1.063329,1.030089,.9716622,1.495105,4.678572,3.25013,4.392857,4.203333,5.207143,5.861429,"matched (3)",13.58129,13.13807,14.16702,4.580949,4.50708,4.678572,32.50967,29.41723,39.25648,3.045681,3.045681,2.951971,2.951971,3.25013,3.25013,3.627053,3.559163,3.639475,6.178809,5.811443,7.575818,1.659097,1.690747,1.12204,2.116331,2.076722,1.829691,1.132949,.8362338,1.979005,2.999699,3.032416,3.068402,2.046162,1.942794,2.528411,14.16702,3.639475,1.12204,1.829691,7.575818,1.979005,2.528411,3.068402,4.678572,39.25648,3.25013,1.783034,2.081026,.6687248,2.637026,1.568094,1.7121,2.382768,1.634227,.7284271,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.202972,.0114896,2.676874,1.392586,2.827183,1.698607,2.16544,1.4092
"15.1502-Engineering Design",151502,"15","151","1515",39,1,"Engineering Design","Architectural and Engineering Managers","11-9041.00",38.67886,22.67533,24.5366,14.14226,2.162548,1.839182,3.774713,6.365817,.9166243,2.199363,3.24983,-.1969214,1.405234,1.074851,1.1669,.8912951,4.674445,3.232626,5.11,3.8,5.54,5.996667,"matched (3)",7.206443,6.361625,10.81877,3.518475,3.377672,4.120529,8.878524,7.149046,27.68378,2.329586,2.329586,2.277177,2.277177,2.899442,2.899442,2.432733,2.532327,3.051856,2.533818,1.403644,4.871056,1.207758,1.315348,1.368786,1.032134,1.110307,1.527072,-.2723723,-.4371489,.5992433,1.805713,1.478903,2.462687,1.000477,.3618896,1.809125,14.14226,3.774713,1.839182,2.162548,6.365817,.9166243,2.199363,3.24983,4.674445,38.67886,3.232626,1.783034,2.081026,1.533409,2.733484,1.915649,1.38856,2.528159,1.395452,.0712741,1,1,1,1,1.037596,-.7747387,1.583712,.6142452,1.976894,.9749615,.8769235,.4142027,.8515114,-.8813357,1.25604,.0606688,2.023284,1.123987,.9550861,.0577473
"14.0802-Geotechnical and Geoenvironmental Engineering",140802,"14","140","1408",24,1,"Geotechnical and Geoenvironmental Engineering","Water/Wastewater Engineers","17-2081.01",33.38442,17.37089,19.34772,14.03671,1.958103,1.112516,3.810269,7.155818,1.74218,2.353808,3.05983,-.1969214,1.364122,1.128185,.8569003,1.316851,4.656852,3.072189,4.383333,4.063334,5.335556,6.032222,"matched (3)",13.58129,13.62818,13.33828,4.580949,4.588764,4.540448,32.50967,34.52837,37.5259,3.045681,3.045681,3.106853,3.106853,3.197688,3.197688,3.627053,3.719734,3.92925,6.178809,5.988887,5.794984,1.659097,1.759533,1.478905,2.116331,2.160024,2.13514,1.132949,1.059987,.8681058,2.999699,3.016286,3.085664,2.046162,1.912614,1.841215,14.03671,3.810269,1.112516,1.958103,7.155818,1.74218,2.353808,3.05983,4.656852,33.38442,3.072189,1.783034,2.081026,.6572417,2.758844,1.702177,1.599797,2.375899,1.507525,.5819349,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"14.2501-Petroleum Engineering",142501,"14","142","1425",1623,1,"Petroleum Engineering","Petroleum Engineers","17-2171.00",33.4622,17.86533,19.58994,13.87226,2.169214,1.689183,3.82138,6.192484,.8399577,2.139363,3.213164,-.2735881,1.435233,1.101518,1.0169,.9812952,4.629445,3.074545,4.96,3.742222,5.546667,6.043334,"matched (3)",13.58129,14.34455,13.87226,4.580949,4.70816,4.629445,32.50967,35.16126,33.4622,3.045681,3.045681,3.126032,3.126032,3.074545,3.074545,3.627053,3.833359,3.82138,6.178809,6.624359,6.192484,1.659097,1.702099,1.689183,2.116331,2.184735,2.169214,1.132949,1.135895,.8399577,2.999699,3.255559,3.213164,2.046162,2.232905,2.139363,13.87226,3.82138,1.689183,2.169214,6.192484,.8399577,2.139363,3.213164,4.629445,33.4622,3.074545,1.783034,2.081026,1.352549,2.766769,1.92261,1.342213,2.498775,1.351913,.0238507,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.443586,.2215955,2.88096,1.637005,3.041848,1.715984,2.300718,1.658445
"14.0201-Aerospace, Aeronautical and Astronautical/Space Engineering",140201,"14","140","1402",5267,1,"Aerospace, Aeronautical and Astronautical/Space Engineering","Aerospace Engineers","17-2011.00",36.2122,20.282,22.46994,13.74226,2.219214,1.795849,3.814713,5.912484,.6099576,1.912696,3.38983,-.1902547,1.005233,1.028185,1.333567,1.044629,4.607778,3.157879,5.066667,3.648889,5.596667,6.036667,"matched (3)",13.58129,13.62818,13.74226,4.580949,4.588764,4.607778,32.50967,34.52837,36.2122,3.045681,3.045681,3.106853,3.106853,3.157879,3.157879,3.627053,3.719734,3.814713,6.178809,5.988887,5.912484,1.659097,1.759533,1.795849,2.116331,2.160024,2.219214,1.132949,1.059987,.6099576,2.999699,3.016286,3.38983,2.046162,1.912614,1.912696,13.74226,3.814713,1.795849,2.219214,5.912484,.6099576,1.912696,3.38983,4.607778,36.2122,3.157879,1.783034,2.081026,1.48116,2.762014,1.974818,1.267344,2.64035,1.187431,-.1184196,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"40.0601-Geology/Earth Science, General",400601,"40","400","4006",6733,1,"Geology/Earth Science, General","Geoscientists, Except Hydrologists and Geographers","19-2042.00",29.8862,14.13466,16.1606,13.72559,1.762548,1.213182,2.332047,8.417817,2.925291,2.834696,2.65783,-.4082548,.6659002,.8655181,1.156234,1.277962,4.605,2.966182,4.484,4.484,5.14,4.554,"matched (3)",11.61109,11.48933,13.08729,4.252584,4.232289,4.498616,18.05542,17.59998,26.95606,2.607673,2.607673,2.593872,2.593872,2.87739,2.87739,1.635861,1.539342,1.96938,6.875634,6.847627,8.235846,1.219037,1.213535,1.155099,1.880562,1.888827,1.726965,2.007703,2.006176,2.822763,2.42408,2.431026,2.518108,2.443851,2.410425,2.894974,13.72559,2.332047,1.213182,1.762548,8.417817,2.925291,2.834696,2.65783,4.605,29.8862,2.966182,1.783034,2.081026,.778619,1.70451,1.497987,1.93724,2.05375,1.856485,1.313768,1,1,1,1,1.929279,.8560819,2.160618,1.858147,1.342677,.9924862,1.960054,1.76933,1.874155,.8317878,2.126847,1.786566,1.245887,.9681422,1.930118,1.726899
"14.2101-Mining and Mineral Engineering",142101,"14","142","1421",345,1,"Mining and Mineral Engineering","Architectural and Engineering Managers","11-9041.00",36.14886,20.05866,22.45994,13.68893,2.139215,1.479182,3.754713,6.315817,1.206624,2.119363,2.98983,-.0702547,1.095234,1.008185,1.1069,1.364628,4.598889,3.15596,4.75,3.783333,5.516667,5.976667,"matched (3)",13.58129,14.34455,13.68893,4.580949,4.70816,4.598889,32.50967,35.16126,36.14886,3.045681,3.045681,3.126032,3.126032,3.15596,3.15596,3.627053,3.833359,3.754713,6.178809,6.624359,6.315817,1.659097,1.702099,1.479182,2.116331,2.184735,2.139215,1.132949,1.135895,1.206624,2.999699,3.255559,2.98983,2.046162,2.232905,2.119363,13.68893,3.754713,1.479182,2.139215,6.315817,1.206624,2.119363,2.98983,4.598889,36.14886,3.15596,1.783034,2.081026,1.099344,2.719219,1.891285,1.375191,2.319804,1.3374,.2506583,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.443586,.2215955,2.88096,1.637005,3.041848,1.715984,2.300718,1.658445
"14.0401-Architectural Engineering",140401,"14","140","1404",934,1,"Architectural Engineering","Architectural and Engineering Managers","11-9041.00",46.85553,30.392,33.1866,13.66893,1.935881,1.775849,3.758047,6.199151,1.546624,1.782696,2.86983,-.2069214,1.198567,.8648514,1.673567,1.327962,4.595556,3.480404,5.046667,3.744444,5.313334,5.98,"matched (3)",13.58129,13.62818,13.66893,4.580949,4.588764,4.595556,32.50967,34.52837,46.85553,3.045681,3.045681,3.106853,3.106853,3.480404,3.480404,3.627053,3.719734,3.758047,6.178809,5.988887,6.199151,1.659097,1.759533,1.775849,2.116331,2.160024,1.935881,1.132949,1.059987,1.546624,2.999699,3.016286,2.86983,2.046162,1.912614,1.782696,13.66893,3.758047,1.775849,1.935881,6.199151,1.546624,1.782696,2.86983,4.595556,46.85553,3.480404,1.783034,2.081026,1.457046,2.721597,1.678974,1.343996,2.223639,1.093096,.4609708,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"40.0605-Hydrology and Water Resources Science",400605,"40","400","4006",184,1,"Hydrology and Water Resources Science","Natural Sciences Managers","11-9121.00",30.4897,14.80866,16.8816,13.6081,1.745048,1.219182,2.345547,8.298317,2.963291,2.807696,2.52733,-.3227548,.6469002,.9090181,1.150234,1.245462,4.585417,2.98447,4.49,4.444167,5.1225,4.5675,"matched (3)",11.61109,11.48933,13.08729,4.252584,4.232289,4.498616,18.05542,17.59998,26.95606,2.607673,2.607673,2.593872,2.593872,2.87739,2.87739,1.635861,1.539342,1.96938,6.875634,6.847627,8.235846,1.219037,1.213535,1.155099,1.880562,1.888827,1.726965,2.007703,2.006176,2.822763,2.42408,2.431026,2.518108,2.443851,2.410425,2.894974,13.6081,2.345547,1.219182,1.745048,8.298317,2.963291,2.807696,2.52733,4.585417,30.4897,2.98447,1.783034,2.081026,.7858534,1.714139,1.479714,1.905287,1.949172,1.836892,1.337273,1,1,1,1,1.929279,.8560819,2.160618,1.858147,1.342677,.9924862,1.960054,1.76933,1.874155,.8317878,2.126847,1.786566,1.245887,.9681422,1.930118,1.726899
"14.0801-Civil Engineering, General",140801,"14","140","1408",19276,1,"Civil Engineering, General","Civil Engineers","17-2051.00",39.25887,23.15533,25.65994,13.59893,2.189214,1.579182,3.92138,5.909151,.8566243,1.91603,3.136497,-.3269214,1.488567,1.328185,1.420234,1.411295,4.583889,3.250202,4.85,3.647778,5.566667,6.143333,"matched (3)",13.58129,13.62818,13.33828,4.580949,4.588764,4.540448,32.50967,34.52837,37.5259,3.045681,3.045681,3.106853,3.106853,3.197688,3.197688,3.627053,3.719734,3.92925,6.178809,5.988887,5.794984,1.659097,1.759533,1.478905,2.116331,2.160024,2.13514,1.132949,1.059987,.8681058,2.999699,3.016286,3.085664,2.046162,1.912614,1.841215,13.59893,3.92138,1.579182,2.189214,5.909151,.8566243,1.91603,3.136497,4.583889,39.25887,3.250202,1.783034,2.081026,1.219918,2.838094,1.943493,1.266453,2.437337,1.18985,.0341601,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"14.0805-Water Resources Engineering",140805,"14","140","1408",89,1,"Water Resources Engineering","Architectural and Engineering Managers","11-9041.00",39.25887,23.15533,25.65994,13.59893,2.189214,1.579182,3.92138,5.909151,.8566243,1.91603,3.136497,-.3269214,1.488567,1.328185,1.420234,1.411295,4.583889,3.250202,4.85,3.647778,5.566667,6.143333,"matched (3)",13.58129,13.62818,13.33828,4.580949,4.588764,4.540448,32.50967,34.52837,37.5259,3.045681,3.045681,3.106853,3.106853,3.197688,3.197688,3.627053,3.719734,3.92925,6.178809,5.988887,5.794984,1.659097,1.759533,1.478905,2.116331,2.160024,2.13514,1.132949,1.059987,.8681058,2.999699,3.016286,3.085664,2.046162,1.912614,1.841215,13.59893,3.92138,1.579182,2.189214,5.909151,.8566243,1.91603,3.136497,4.583889,39.25887,3.250202,1.783034,2.081026,1.219918,2.838094,1.943493,1.266453,2.437337,1.18985,.0341601,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"14.0899-Civil Engineering, Other",140899,"14","140","1408",43,1,"Civil Engineering, Other","Architectural and Engineering Managers","11-9041.00",39.25887,23.15533,25.65994,13.59893,2.189214,1.579182,3.92138,5.909151,.8566243,1.91603,3.136497,-.3269214,1.488567,1.328185,1.420234,1.411295,4.583889,3.250202,4.85,3.647778,5.566667,6.143333,"matched (3)",13.58129,13.62818,13.33828,4.580949,4.588764,4.540448,32.50967,34.52837,37.5259,3.045681,3.045681,3.106853,3.106853,3.197688,3.197688,3.627053,3.719734,3.92925,6.178809,5.988887,5.794984,1.659097,1.759533,1.478905,2.116331,2.160024,2.13514,1.132949,1.059987,.8681058,2.999699,3.016286,3.085664,2.046162,1.912614,1.841215,13.59893,3.92138,1.579182,2.189214,5.909151,.8566243,1.91603,3.136497,4.583889,39.25887,3.250202,1.783034,2.081026,1.219918,2.838094,1.943493,1.266453,2.437337,1.18985,.0341601,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"40.0602-Geochemistry",400602,"40","400","4006",27,1,"Geochemistry","Natural Sciences Managers","11-9121.00",25.4422,10.03266,11.8806,13.56159,1.846548,1.163182,1.932047,8.619818,2.807291,3.182696,2.62983,-.1302548,.3819002,.6995181,1.172234,.8059618,4.577667,2.831515,4.434,4.551333,5.224,4.154,"matched (3)",11.61109,11.48933,13.08729,4.252584,4.232289,4.498616,18.05542,17.59998,26.95606,2.607673,2.607673,2.593872,2.593872,2.87739,2.87739,1.635861,1.539342,1.96938,6.875634,6.847627,8.235846,1.219037,1.213535,1.155099,1.880562,1.888827,1.726965,2.007703,2.006176,2.822763,2.42408,2.431026,2.518108,2.443851,2.410425,2.894974,13.56159,1.932047,1.163182,1.846548,8.619818,2.807291,3.182696,2.62983,4.577667,25.4422,2.831515,1.783034,2.081026,.7183323,1.419212,1.585696,1.991252,2.031312,2.109013,1.240777,1,1,1,1,1.929279,.8560819,2.160618,1.858147,1.342677,.9924862,1.960054,1.76933,1.874155,.8317878,2.126847,1.786566,1.245887,.9681422,1.930118,1.726899
"40.0202-Astrophysics",400202,"40","400","4002",223,1,"Astrophysics","Astronomers","19-2011.00",14.5172,.0336623,1.079103,13.4381,2.380048,1.609182,1.990547,7.458318,1.763291,2.247696,3.44733,-.3777547,-.1105998,.474018,1.277734,.1454618,4.557083,2.500454,4.88,4.164166,5.7575,4.2125,"matched (3)",11.61109,11.48933,12.97539,4.252584,4.232289,4.479965,18.05542,17.59998,14.61928,2.607673,2.607673,2.593872,2.593872,2.503548,2.503548,1.635861,1.539342,1.747838,6.875634,6.847627,7.385609,1.219037,1.213535,1.561682,1.880562,1.888827,2.280256,2.007703,2.006176,1.705791,2.42408,2.431026,3.285038,2.443851,2.410425,2.39478,13.4381,1.990547,1.609182,2.380048,7.458318,1.763291,2.247696,3.44733,4.557083,14.5172,2.500454,1.783034,2.081026,1.25609,1.460937,2.142753,1.680681,2.686429,1.430525,.5949935,1,1,1,1,1.929279,.8560819,2.160618,1.858147,1.342677,.9924862,1.960054,1.76933,1.874155,.8317878,2.126847,1.786566,1.245887,.9681422,1.930118,1.726899
"14.0101-Engineering, General",140101,"14","140","1401",6898,1,"Engineering, General","Architectural and Engineering Managers","11-9041.00",36.66553,21.102,23.23994,13.42559,2.052548,1.532516,3.744713,6.095817,1.073291,1.882696,3.13983,-.1735881,1.408567,.9648514,1.1669,1.144629,4.555,3.171616,4.803333,3.71,5.43,5.966667,"matched (3)",13.58129,13.62818,13.42559,4.580949,4.588764,4.555,32.50967,34.52837,36.66553,3.045681,3.045681,3.106853,3.106853,3.171616,3.171616,3.627053,3.719734,3.744713,6.178809,5.988887,6.095817,1.659097,1.759533,1.532516,2.116331,2.160024,2.052548,1.132949,1.059987,1.073291,2.999699,3.016286,3.13983,2.046162,1.912614,1.882696,13.42559,3.744713,1.532516,2.052548,6.095817,1.073291,1.882696,3.13983,4.555,36.66553,3.171616,1.783034,2.081026,1.16365,2.712087,1.800792,1.316365,2.440009,1.165661,.1681828,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"14.0102-Pre-Engineering",140102,"14","140","1401",876,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",13.58129,13.62818,13.42559,4.580949,4.588764,4.555,32.50967,34.52837,36.66553,,3.045681,,3.106853,,3.171616,3.627053,3.719734,3.744713,6.178809,5.988887,6.095817,1.659097,1.759533,1.532516,2.116331,2.160024,2.052548,1.132949,1.059987,1.073291,2.999699,3.016286,3.13983,2.046162,1.912614,1.882696,13.42559,3.744713,1.532516,2.052548,6.095817,1.073291,1.882696,3.13983,4.555,36.66553,3.171616,1.783034,2.081026,1.16365,2.712087,1.800792,1.316365,2.440009,1.165661,.1681828,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.300716,.1683728,2.662122,1.367159,2.952892,1.803898,2.269769,1.463606
"03.0299-Natural Resources Management and Policy, Other",030299,"03","030","0302",801,1,"Natural Resources Management and Policy, Other","Forestry and Conservation Science Teachers, Postsecondary","25-1043.00",34.6222,18.64866,21.2166,13.40559,1.702548,1.099182,1.838047,8.765818,4.413291,2.652697,1.69983,.4397453,.6419001,1.161518,1.430233,.6979618,4.551667,3.109697,4.37,4.6,5.08,4.06,"matched (3)",8.051281,7.769475,7.549747,3.659281,3.612314,3.575692,23.86721,23.30116,25.69377,2.783788,2.783788,2.766635,2.766635,2.839139,2.839139,.9911585,.9465855,.8308425,5.711425,5.550667,5.574695,.6248836,.5999205,.6048525,.7238145,.6723022,.5393574,3.109946,3.041349,2.999209,1.129453,1.099433,1.075609,1.472026,1.409886,1.499877,13.40559,1.838047,1.099182,1.702548,8.765818,4.413291,2.652697,1.69983,4.551667,34.6222,3.109697,1.783034,2.081026,.6411651,1.352167,1.435337,2.030291,1.286041,1.724416,2.234194,1,1,1,1,1.208626,1.64446,.9527945,1.020627,.8295689,.0693542,.4833128,1.405968,1.132286,1.557594,.9089789,.9436086,.7818246,.0288884,.4065218,1.329245
"03.9999-Natural Resources and Conservation, Other",039999,"03","039","0399",289,1,"Natural Resources and Conservation, Other","Forestry and Conservation Science Teachers, Postsecondary","25-1043.00",34.6222,18.64866,21.2166,13.40559,1.702548,1.099182,1.838047,8.765818,4.413291,2.652697,1.69983,.4397453,.6419001,1.161518,1.430233,.6979618,4.551667,3.109697,4.37,4.6,5.08,4.06,"matched (3)",8.051281,13.40559,13.40559,3.659281,4.551667,4.551667,23.86721,34.6222,34.6222,2.783788,2.783788,3.109697,3.109697,3.109697,3.109697,.9911585,1.838047,1.838047,5.711425,8.765818,8.765818,.6248836,1.099182,1.099182,.7238145,1.702548,1.702548,3.109946,4.413291,4.413291,1.129453,1.69983,1.69983,1.472026,2.652697,2.652697,13.40559,1.838047,1.099182,1.702548,8.765818,4.413291,2.652697,1.69983,4.551667,34.6222,3.109697,1.783034,2.081026,.6411651,1.352167,1.435337,2.030291,1.286041,1.724416,2.234194,1,1,1,1,1.208626,1.64446,.9527945,1.020627,.8295689,.0693542,.4833128,1.405968,2.256325,2.519524,1.458099,1.990681,1.47974,.7931042,1.696818,2.315026
"14.1099-Electrical, Electronics and Communications Engineering, Other",141099,"14","141","1410",138,1,"Electrical, Electronics and Communications Engineering, Other","Engineering Teachers, Postsecondary","25-1032.00",30.4347,15.85116,17.1191,13.31559,2.147548,2.226682,3.783047,5.158317,.368291,1.562696,3.22733,-.3652548,.5869002,.7715181,.9227337,.7104619,4.536667,2.982803,5.4975,3.3975,5.525,6.005,"matched (3)",13.58129,13.13807,13.58334,4.580949,4.50708,4.581292,32.50967,29.41723,29.2202,3.045681,3.045681,2.951971,2.951971,2.946,2.946,3.627053,3.559163,3.734672,6.178809,5.811443,5.701692,1.659097,1.690747,2.012807,2.116331,2.076722,2.134173,1.132949,.8362338,.6900409,2.999699,3.032416,3.22133,2.046162,1.942794,1.790321,13.31559,3.783047,2.226682,2.147548,5.158317,.368291,1.562696,3.22733,4.536667,30.4347,2.982803,1.783034,2.081026,2.000631,2.739428,1.899987,1.065689,2.510128,.9334514,-.2679064,1,1,1,1,2.328128,.2304151,2.697641,1.515418,2.927434,1.676204,2.261044,1.551843,2.202972,.0114896,2.676874,1.392586,2.827183,1.698607,2.16544,1.4092
"40.0607-Oceanography, Chemical and Physical",400607,"40","400","4006",570,1,"Oceanography, Chemical and Physical","Natural Sciences Managers","11-9121.00",28.4072,13.11116,15.1566,13.2506,1.702548,1.196682,2.030547,8.320818,2.880791,2.872696,2.56733,-.3702548,.5219002,.7665181,1.252734,1.162962,4.525833,2.921364,4.4675,4.451667,5.08,4.2525,"matched (3)",11.61109,11.48933,13.08729,4.252584,4.232289,4.498616,18.05542,17.59998,26.95606,2.607673,2.607673,2.593872,2.593872,2.87739,2.87739,1.635861,1.539342,1.96938,6.875634,6.847627,8.235846,1.219037,1.213535,1.155099,1.880562,1.888827,1.726965,2.007703,2.006176,2.822763,2.42408,2.431026,2.518108,2.443851,2.410425,2.894974,13.2506,2.030547,1.196682,1.702548,8.320818,2.880791,2.872696,2.56733,4.525833,28.4072,2.921364,1.783034,2.081026,.7587243,1.489466,1.435337,1.911304,1.981226,1.88406,1.286242,1,1,1,1,1.929279,.8560819,2.160618,1.858147,1.342677,.9924862,1.960054,1.76933,1.874155,.8317878,2.126847,1.786566,1.245887,.9681422,1.930118,1.726899
