"","STABBR","AWLEVEL","CIPCODE","totalawards","statetotals","comp_high_any","stem_high_any"
"19295","IN",3,13.1328,1,16267,0,0
"19296","IN",3,13.1501,1,16267,0,0
"19297","IN",3,14.0101,2,16267,1,1
"19298","IN",3,14.0301,1,16267,1,1
"19299","IN",3,14.0701,0,16267,1,1
"19300","IN",3,14.0801,1,16267,1,1
"19301","IN",3,14.1001,2,16267,1,1
"19302","IN",3,14.1901,2,16267,1,1
"19303","IN",3,14.3501,14,16267,0,1
"19304","IN",3,15,0,16267,NA,1
"19305","IN",3,15.0101,12,16267,1,1
"19306","IN",3,15.0201,12,16267,0,1
"19307","IN",3,15.0303,241,16267,1,1
"19308","IN",3,15.0305,17,16267,1,1
"19309","IN",3,15.0399,0,16267,1,1
"19310","IN",3,15.0401,13,16267,1,1
"19311","IN",3,15.0405,12,16267,1,1
"19312","IN",3,15.0503,3,16267,1,1
"19313","IN",3,15.0612,153,16267,0,1
"19314","IN",3,15.0613,48,16267,0,1
"19315","IN",3,15.0699,69,16267,0,1
"19316","IN",3,15.0701,46,16267,0,1
"19317","IN",3,15.0799,7,16267,NA,0
"19318","IN",3,15.0801,45,16267,1,1
"19319","IN",3,15.0805,18,16267,0,1
"19320","IN",3,15.0899,114,16267,0,1
"19321","IN",3,15.0901,2,16267,0,1
"19322","IN",3,15.1102,10,16267,1,1
"19323","IN",3,15.1201,1,16267,1,1
"19324","IN",3,15.1202,3,16267,1,1
"19325","IN",3,15.1204,0,16267,1,1
"19326","IN",3,15.1301,135,16267,0,1
"19327","IN",3,15.1302,108,16267,0,1
"19328","IN",3,15.1303,45,16267,0,1
"19329","IN",3,15.1306,62,16267,0,1
"19330","IN",3,16.0101,1,16267,0,0
"19331","IN",3,16.1601,14,16267,0,0
"19332","IN",3,16.1603,3,16267,0,0
"19333","IN",3,16.9999,0,16267,0,0
"19334","IN",3,19.0101,2,16267,0,0
"19335","IN",3,19.0599,1,16267,0,1
"19336","IN",3,19.0702,0,16267,NA,0
"19337","IN",3,19.0708,17,16267,0,0
"19338","IN",3,22.0001,1,16267,NA,0
"19339","IN",3,22.0301,7,16267,0,0
"19340","IN",3,22.0302,175,16267,NA,0
"19341","IN",3,22.0303,18,16267,0,0
"19342","IN",3,22.0399,0,16267,NA,0
"19343","IN",3,23.0101,2,16267,0,0
"19344","IN",3,23.1302,1,16267,0,0
"19345","IN",3,24.0101,622,16267,NA,0
"19346","IN",3,24.0102,630,16267,NA,0
"19347","IN",3,24.0103,28,16267,NA,0
"19348","IN",3,24.0199,245,16267,NA,0
"19349","IN",3,25.0301,7,16267,0,1
"19350","IN",3,26.0101,1,16267,0,1
"19351","IN",3,26.0202,2,16267,0,1
"19352","IN",3,26.1201,24,16267,0,1
"19353","IN",3,27.0101,0,16267,0,1
"19354","IN",3,30.0101,0,16267,0,0
"19355","IN",3,30.1101,1,16267,0,1
"19356","IN",3,30.1701,12,16267,0,1
"19357","IN",3,30.1801,3,16267,0,1
"19358","IN",3,30.2301,0,16267,0,0
"19359","IN",3,31.0101,0,16267,0,0
"19360","IN",3,31.0301,2,16267,NA,0
"19361","IN",3,31.0501,0,16267,0,0
"19362","IN",3,31.0504,7,16267,0,0
"19363","IN",3,31.0505,2,16267,0,1
"19364","IN",3,38.0101,0,16267,0,0
"19365","IN",3,38.0201,14,16267,0,0
"19366","IN",3,38.9999,0,16267,0,0
"19367","IN",3,39.0201,31,16267,0,0
"19368","IN",3,39.0401,2,16267,0,0
"19369","IN",3,39.0501,0,16267,NA,0
"19370","IN",3,39.0699,0,16267,0,0
"19371","IN",3,39.0701,9,16267,0,0
"19372","IN",3,39.0702,0,16267,0,0
"19373","IN",3,39.0799,0,16267,NA,0
"19374","IN",3,40.0101,1,16267,0,0
"19375","IN",3,40.0501,0,16267,NA,1
"19376","IN",3,40.0601,0,16267,0,1
"19377","IN",3,40.0699,1,16267,0,1
"19378","IN",3,40.0801,0,16267,1,1
"19379","IN",3,41.0301,43,16267,0,1
"19380","IN",3,42.0101,12,16267,0,0
"19381","IN",3,43.0102,0,16267,0,0
"19382","IN",3,43.0103,154,16267,0,0
"19383","IN",3,43.0104,383,16267,0,0
"19384","IN",3,43.0107,68,16267,0,0
"19385","IN",3,43.0109,5,16267,0,0
"19386","IN",3,43.011,0,16267,0,0
"19387","IN",3,43.0112,0,16267,NA,0
"19388","IN",3,43.0203,22,16267,0,1
"19389","IN",3,44,4,16267,0,0
"19390","IN",3,44.0401,2,16267,0,0
"19391","IN",3,44.0701,9,16267,0,0
"19392","IN",3,45.0101,5,16267,0,0
"19393","IN",3,45.0201,0,16267,0,0
"19394","IN",3,45.0601,1,16267,0,1
"19395","IN",3,45.0701,1,16267,0,0
"19396","IN",3,45.1001,2,16267,0,0
"19397","IN",3,45.1101,4,16267,0,0
"19398","IN",3,46,4,16267,0,0
"19399","IN",3,46.0101,17,16267,0,0
"19400","IN",3,46.0201,138,16267,0,0
"19401","IN",3,46.0302,270,16267,0,0
"19402","IN",3,46.0303,9,16267,0,1
"19403","IN",3,46.0399,9,16267,0,1
"19404","IN",3,46.0401,0,16267,0,0
"19405","IN",3,46.0412,1,16267,0,1
"19406","IN",3,46.0499,39,16267,NA,0
"19407","IN",3,46.0502,109,16267,0,1
"19408","IN",3,46.0503,0,16267,0,0
"19409","IN",3,46.9999,43,16267,NA,0
"19410","IN",3,47.0101,82,16267,0,0
"19411","IN",3,47.0105,1,16267,0,0
"19412","IN",3,47.0201,9,16267,0,1
"19413","IN",3,47.0603,72,16267,0,0
"19414","IN",3,47.0604,175,16267,NA,0
"19415","IN",3,47.0605,112,16267,0,1
"19416","IN",3,47.0607,31,16267,0,0
"19417","IN",3,47.0608,8,16267,0,0
"19418","IN",3,47.9999,0,16267,NA,0
"19419","IN",3,48.0501,0,16267,NA,1
"19420","IN",3,48.0503,3,16267,0,0
"19421","IN",3,48.0506,20,16267,NA,1
"19422","IN",3,48.0507,30,16267,0,1
"19423","IN",3,48.0508,8,16267,0,0
"19424","IN",3,48.0509,87,16267,0,0
"19425","IN",3,48.0599,0,16267,NA,1
"19426","IN",3,48.0703,16,16267,0,0
"19427","IN",3,48.0799,2,16267,NA,0
"19428","IN",3,48.0801,1,16267,0,1
"19429","IN",3,48.9999,1,16267,NA,0
"19430","IN",3,49.0101,22,16267,0,0
"19431","IN",3,49.0102,8,16267,0,1
"19432","IN",3,49.0104,4,16267,0,0
"19433","IN",3,49.0202,1,16267,0,0
"19434","IN",3,50.0401,136,16267,0,0
"19435","IN",3,50.0402,65,16267,0,0
"19436","IN",3,50.0404,0,16267,0,0
"19437","IN",3,50.0406,9,16267,0,0
"19438","IN",3,50.0408,33,16267,NA,0
"19439","IN",3,50.0409,19,16267,0,0
"19440","IN",3,50.0499,1,16267,NA,0
"19441","IN",3,50.0501,0,16267,NA,0
"19442","IN",3,50.0502,0,16267,0,0
"19443","IN",3,50.0701,8,16267,0,0
"19444","IN",3,50.0702,3,16267,0,0
"19445","IN",3,50.0799,0,16267,0,0
"19446","IN",3,50.0901,1,16267,0,0
"19447","IN",3,50.0903,0,16267,0,0
"19448","IN",3,51,12,16267,NA,0
"19449","IN",3,51.0601,48,16267,0,0
"19450","IN",3,51.0602,133,16267,0,1
"19451","IN",3,51.0603,21,16267,0,0
"19452","IN",3,51.0701,3,16267,0,0
"19453","IN",3,51.0705,54,16267,0,0
"19454","IN",3,51.0707,109,16267,0,0
"19455","IN",3,51.071,103,16267,0,0
"19456","IN",3,51.0713,195,16267,0,0
"19457","IN",3,51.0714,43,16267,0,0
"19458","IN",3,51.0716,0,16267,0,0
"19459","IN",3,51.0801,970,16267,0,0
"19460","IN",3,51.0803,114,16267,0,0
"19461","IN",3,51.0805,6,16267,0,0
"19462","IN",3,51.0806,154,16267,0,0
"19463","IN",3,51.0808,215,16267,0,0
"19464","IN",3,51.0904,91,16267,0,1
"19465","IN",3,51.0905,6,16267,0,1
"19466","IN",3,51.0907,125,16267,NA,0
"19467","IN",3,51.0908,146,16267,0,1
"19468","IN",3,51.0909,287,16267,0,0
"19469","IN",3,51.0911,116,16267,0,1
"19470","IN",3,51.0999,3,16267,NA,0
"19471","IN",3,51.1004,33,16267,0,1
"19472","IN",3,51.1005,13,16267,NA,1
"19473","IN",3,51.1008,3,16267,0,1
"19474","IN",3,51.1101,0,16267,NA,0
"19475","IN",3,51.1102,0,16267,NA,0
"19476","IN",3,51.1103,1,16267,NA,0
"19477","IN",3,51.1104,0,16267,NA,0
"19478","IN",3,51.1109,0,16267,NA,0
"19479","IN",3,51.1501,2,16267,0,0
"19480","IN",3,51.1502,197,16267,0,0
"19481","IN",3,51.1802,8,16267,0,0
"19482","IN",3,51.1899,0,16267,NA,0
"19483","IN",3,51.2301,0,16267,0,1
"19484","IN",3,51.2306,4,16267,0,0
"19485","IN",3,51.3101,1,16267,0,0
"19486","IN",3,51.3501,53,16267,0,0
"19487","IN",3,51.3801,2243,16267,0,1
"19488","IN",3,51.3901,174,16267,0,1
"19489","IN",3,52.0101,986,16267,0,0
"19490","IN",3,52.0201,1248,16267,0,0
"19491","IN",3,52.0203,7,16267,0,0
"19492","IN",3,52.0204,0,16267,0,0
"19493","IN",3,52.0205,200,16267,0,1
"19494","IN",3,52.0206,0,16267,0,0
"19495","IN",3,52.0211,4,16267,0,0
"19496","IN",3,52.0213,36,16267,0,0
"19497","IN",3,52.0299,0,16267,NA,0
"19498","IN",3,52.0301,197,16267,0,0
"19499","IN",3,52.0302,316,16267,0,0
"19500","IN",3,52.0399,0,16267,NA,0
"19501","IN",3,52.0401,87,16267,0,0
"19502","IN",3,52.0402,197,16267,0,0
"19503","IN",3,52.0407,41,16267,0,0
"19504","IN",3,52.0801,7,16267,0,1
"19505","IN",3,52.0803,26,16267,0,0
"19506","IN",3,52.0901,5,16267,0,0
"19507","IN",3,52.0903,16,16267,0,0
"19508","IN",3,52.0904,4,16267,0,0
"19509","IN",3,52.0999,87,16267,0,0
"19510","IN",3,52.1001,78,16267,0,0
"19511","IN",3,52.1002,1,16267,0,0
"19512","IN",3,52.1004,2,16267,0,0
"19513","IN",3,52.1201,1,16267,NA,1
"19514","IN",3,52.1299,28,16267,NA,1
"19515","IN",3,52.1401,46,16267,0,0
"19516","IN",3,52.1803,10,16267,0,0
"19517","IN",3,52.1902,13,16267,0,0
"19518","IN",3,52.1906,6,16267,NA,0
"19519","IN",3,52.9999,73,16267,NA,0
"19520","IN",3,54.0101,1,16267,0,0
"19521","IN",3,99,16267,16267,NA,NA
"19522","IN",4,12.0401,68,946,0,0
"19523","IN",4,15.0803,155,946,0,1
"19524","IN",4,47.0101,117,946,0,0
"19525","IN",4,47.0603,191,946,0,0
"19526","IN",4,47.0604,79,946,NA,0
"19527","IN",4,47.0605,233,946,0,1
"19528","IN",4,51.0907,10,946,NA,0
"19529","IN",4,51.1005,13,946,NA,1
"19530","IN",4,51.3801,80,946,0,1
"19531","IN",4,99,946,946,NA,NA
"19532","IN",5,1,67,44073,0,1
"19533","IN",5,1.0103,81,44073,0,1
"19534","IN",5,1.0201,27,44073,0,0
"19535","IN",5,1.0307,1,44073,0,0
"19536","IN",5,1.0507,5,44073,NA,0
"19537","IN",5,1.0599,0,44073,NA,0
"19538","IN",5,1.0699,0,44073,NA,0
"19539","IN",5,1.0901,98,44073,0,1
"19540","IN",5,1.1001,35,44073,0,1
"19541","IN",5,1.1102,24,44073,0,1
"19542","IN",5,1.1103,24,44073,NA,1
"19543","IN",5,3.0101,29,44073,NA,1
"19544","IN",5,3.0103,8,44073,0,1
"19545","IN",5,3.0104,50,44073,0,1
"19546","IN",5,3.0501,10,44073,0,1
"19547","IN",5,3.0601,36,44073,0,1
"19548","IN",5,4.0201,114,44073,1,1
"19549","IN",5,4.0301,21,44073,0,1
"19550","IN",5,4.0401,4,44073,0,1
"19551","IN",5,4.0501,10,44073,0,1
"19552","IN",5,4.0601,56,44073,1,1
"19553","IN",5,5.0102,49,44073,0,0
"19554","IN",5,5.0103,0,44073,0,0
"19555","IN",5,5.0104,23,44073,0,0
"19556","IN",5,5.0106,0,44073,0,0
"19557","IN",5,5.0107,0,44073,0,0
"19558","IN",5,5.011,2,44073,0,0
"19559","IN",5,5.0127,7,44073,0,0
"19560","IN",5,5.0199,0,44073,0,0
"19561","IN",5,5.0201,18,44073,0,0
"19562","IN",5,5.0203,2,44073,0,0
"19563","IN",5,5.0207,36,44073,0,0
"19564","IN",5,5.0299,8,44073,0,0
"19565","IN",5,9.01,43,44073,0,0
"19566","IN",5,9.0101,899,44073,0,0
"19567","IN",5,9.0102,94,44073,NA,0
"19568","IN",5,9.0199,26,44073,NA,0
"19569","IN",5,9.0401,575,44073,0,0
"19570","IN",5,9.0701,234,44073,0,0
"19571","IN",5,9.0702,60,44073,0,0
"19572","IN",5,9.09,3,44073,0,0
"19573","IN",5,9.0901,4,44073,NA,0
"19574","IN",5,9.0902,16,44073,0,0
"19575","IN",5,9.0903,65,44073,NA,0
"19576","IN",5,9.0999,4,44073,NA,0
"19577","IN",5,9.9999,296,44073,0,0
"19578","IN",5,10.0202,0,44073,1,1
"19579","IN",5,10.0203,20,44073,1,1
"19580","IN",5,10.0304,46,44073,1,1
"19581","IN",5,10.9999,0,44073,NA,0
"19582","IN",5,11.0101,239,44073,1,1
"19583","IN",5,11.0103,178,44073,1,1
"19584","IN",5,11.0104,4,44073,1,1
"19585","IN",5,11.0199,3,44073,1,1
"19586","IN",5,11.0201,0,44073,1,1
"19587","IN",5,11.0299,1,44073,NA,1
"19588","IN",5,11.0301,7,44073,1,1
"19589","IN",5,11.0401,10,44073,1,1
"19590","IN",5,11.0501,9,44073,1,1
"19591","IN",5,11.0701,91,44073,1,1
"19592","IN",5,11.0801,8,44073,1,1
"19593","IN",5,11.0803,9,44073,1,1
"19594","IN",5,11.0899,1,44073,NA,1
"19595","IN",5,11.0901,1,44073,1,1
"19596","IN",5,11.1001,1,44073,NA,1
"19597","IN",5,11.1003,134,44073,1,1
"19598","IN",5,11.1004,0,44073,1,1
"19599","IN",5,11.1099,1,44073,NA,1
"19600","IN",5,11.9999,235,44073,NA,1
"19601","IN",5,12.0301,5,44073,0,1
"19602","IN",5,12.0503,1,44073,0,0
"19603","IN",5,12.0504,0,44073,0,0
"19604","IN",5,13.0101,63,44073,0,0
"19605","IN",5,13.0401,0,44073,0,0
"19606","IN",5,13.0701,0,44073,NA,0
"19607","IN",5,13.1001,128,44073,NA,0
"19608","IN",5,13.1007,75,44073,0,0
"19609","IN",5,13.1014,1,44073,0,0
"19610","IN",5,13.1099,14,44073,0,0
"19611","IN",5,13.1202,1812,44073,0,0
"19612","IN",5,13.1203,11,44073,0,0
"19613","IN",5,13.1205,99,44073,0,0
"19614","IN",5,13.1206,3,44073,0,0
"19615","IN",5,13.1209,13,44073,0,0
"19616","IN",5,13.121,88,44073,0,0
"19617","IN",5,13.1299,1,44073,NA,0
"19618","IN",5,13.1301,14,44073,0,0
"19619","IN",5,13.1302,61,44073,0,0
"19620","IN",5,13.1303,18,44073,0,0
"19621","IN",5,13.1305,102,44073,0,0
"19622","IN",5,13.1307,178,44073,0,0
"19623","IN",5,13.1309,58,44073,0,0
"19624","IN",5,13.1311,77,44073,0,0
"19625","IN",5,13.1312,104,44073,0,0
"19626","IN",5,13.1314,1029,44073,0,0
"19627","IN",5,13.1316,21,44073,0,1
"19628","IN",5,13.1317,4,44073,0,0
"19629","IN",5,13.1318,175,44073,0,0
"19630","IN",5,13.132,9,44073,0,0
"19631","IN",5,13.1322,10,44073,0,0
"19632","IN",5,13.1323,2,44073,0,0
"19633","IN",5,13.1324,3,44073,0,0
"19634","IN",5,13.1325,2,44073,0,0
"19635","IN",5,13.1326,1,44073,0,0
"19636","IN",5,13.1329,4,44073,0,1
"19637","IN",5,13.133,18,44073,0,0
"19638","IN",5,13.1331,0,44073,0,0
"19639","IN",5,13.1335,0,44073,0,0
"19640","IN",5,13.1399,2,44073,NA,0
"19641","IN",5,13.1401,12,44073,0,0
"19642","IN",5,13.9999,10,44073,NA,0
"19643","IN",5,14.0101,19,44073,1,1
"19644","IN",5,14.0201,168,44073,1,1
"19645","IN",5,14.0301,41,44073,1,1
"19646","IN",5,14.0501,105,44073,1,1
"19647","IN",5,14.0701,261,44073,1,1
"19648","IN",5,14.0801,270,44073,1,1
"19649","IN",5,14.0901,138,44073,1,1
"19650","IN",5,14.0903,30,44073,1,1
"19651","IN",5,14.1001,338,44073,1,1
"19652","IN",5,14.1201,13,44073,1,1
"19653","IN",5,14.1401,4,44073,0,1
"19654","IN",5,14.1801,28,44073,1,1
"19655","IN",5,14.1901,649,44073,1,1
"19656","IN",5,14.2301,37,44073,1,1
"19657","IN",5,14.3301,28,44073,0,1
"19658","IN",5,14.3501,151,44073,0,1
"19659","IN",5,14.9999,35,44073,1,1
"19660","IN",5,15.0101,249,44073,1,1
"19661","IN",5,15.0303,192,44073,1,1
"19662","IN",5,15.0401,6,44073,1,1
"19663","IN",5,15.0405,9,44073,1,1
"19664","IN",5,15.0612,84,44073,0,1
"19665","IN",5,15.0613,19,44073,0,1
"19666","IN",5,15.0699,22,44073,0,1
"19667","IN",5,15.0701,17,44073,0,1
"19668","IN",5,15.0803,14,44073,0,1
"19669","IN",5,15.0805,23,44073,0,1
"19670","IN",5,15.0899,223,44073,0,1
"19671","IN",5,15.1201,21,44073,1,1
"19672","IN",5,15.1302,11,44073,0,1
"19673","IN",5,15.1306,162,44073,0,1
"19674","IN",5,15.1501,7,44073,0,1
"19675","IN",5,15.9999,6,44073,NA,1
"19676","IN",5,16.0101,50,44073,0,0
"19677","IN",5,16.0102,20,44073,0,0
"19678","IN",5,16.0104,6,44073,0,0
"19679","IN",5,16.03,34,44073,0,0
"19680","IN",5,16.0301,24,44073,0,0
"19681","IN",5,16.0302,24,44073,NA,0
"19682","IN",5,16.04,8,44073,0,0
"19683","IN",5,16.0402,4,44073,0,0
"19684","IN",5,16.05,14,44073,0,0
"19685","IN",5,16.0501,58,44073,0,0
"19686","IN",5,16.09,5,44073,0,0
"19687","IN",5,16.0901,119,44073,0,0
"19688","IN",5,16.0902,22,44073,0,0
"19689","IN",5,16.0904,2,44073,0,0
"19690","IN",5,16.0905,454,44073,0,0
"19691","IN",5,16.0999,1,44073,0,0
"19692","IN",5,16.1101,18,44073,0,0
"19693","IN",5,16.1199,12,44073,0,0
"19694","IN",5,16.12,58,44073,0,0
"19695","IN",5,16.1202,9,44073,NA,0
"19696","IN",5,16.1203,1,44073,0,0
"19697","IN",5,16.1603,17,44073,0,0
"19698","IN",5,16.9999,11,44073,0,0
"19699","IN",5,19.0101,226,44073,0,0
"19700","IN",5,19.0501,89,44073,0,0
"19701","IN",5,19.0701,68,44073,0,0
"19702","IN",5,19.0702,0,44073,NA,0
"19703","IN",5,19.0704,6,44073,0,1
"19704","IN",5,19.0706,2,44073,0,1
"19705","IN",5,19.0708,43,44073,0,0
"19706","IN",5,19.0799,2,44073,NA,0
"19707","IN",5,19.0901,352,44073,0,1
"19708","IN",5,22,0,44073,0,0
"19709","IN",5,22.0001,1,44073,NA,0
"19710","IN",5,22.0302,27,44073,NA,0
"19711","IN",5,22.9999,13,44073,NA,0
"19712","IN",5,23.0101,899,44073,0,0
"19713","IN",5,23.1301,50,44073,0,0
"19714","IN",5,23.1302,50,44073,0,0
"19715","IN",5,23.1303,15,44073,0,0
"19716","IN",5,23.1304,69,44073,0,0
"19717","IN",5,23.1404,14,44073,0,0
"19718","IN",5,23.9999,7,44073,0,0
"19719","IN",5,24.0101,670,44073,NA,0
"19720","IN",5,24.0102,1363,44073,NA,0
"19721","IN",5,24.0103,38,44073,NA,0
"19722","IN",5,24.0199,66,44073,NA,0
"19723","IN",5,25.0101,1,44073,0,0
"19724","IN",5,26.0101,1368,44073,0,1
"19725","IN",5,26.0202,141,44073,0,1
"19726","IN",5,26.0203,1,44073,0,1
"19727","IN",5,26.0204,9,44073,NA,1
"19728","IN",5,26.0205,6,44073,0,1
"19729","IN",5,26.0301,13,44073,0,1
"19730","IN",5,26.0502,6,44073,0,1
"19731","IN",5,26.0702,5,44073,0,1
"19732","IN",5,26.0908,21,44073,0,1
"19733","IN",5,26.1201,14,44073,0,1
"19734","IN",5,26.1301,0,44073,0,1
"19735","IN",5,26.1305,1,44073,0,1
"19736","IN",5,26.1501,36,44073,0,1
"19737","IN",5,26.9999,23,44073,0,1
"19738","IN",5,27.0101,443,44073,0,1
"19739","IN",5,27.0301,5,44073,1,1
"19740","IN",5,27.0304,1,44073,1,1
"19741","IN",5,27.0501,18,44073,0,1
"19742","IN",5,27.9999,0,44073,0,1
"19743","IN",5,30,3,44073,NA,0
"19744","IN",5,30.0101,97,44073,0,0
"19745","IN",5,30.0501,66,44073,NA,0
"19746","IN",5,30.0801,4,44073,0,0
"19747","IN",5,30.1001,0,44073,0,0
"19748","IN",5,30.1101,2,44073,0,1
"19749","IN",5,30.1301,9,44073,1,1
"19750","IN",5,30.1501,9,44073,0,0
"19751","IN",5,30.1601,3,44073,0,0
"19752","IN",5,30.1701,25,44073,0,1
"19753","IN",5,30.1801,9,44073,0,1
"19754","IN",5,30.1901,12,44073,0,1
"19755","IN",5,30.2001,17,44073,0,0
"19756","IN",5,30.2202,7,44073,1,1
"19757","IN",5,30.2301,3,44073,0,0
"19758","IN",5,30.2501,11,44073,NA,0
"19759","IN",5,30.9999,129,44073,NA,0
"19760","IN",5,31.0101,159,44073,0,0
"19761","IN",5,31.0301,36,44073,NA,0
"19762","IN",5,31.0302,5,44073,0,0
"19763","IN",5,31.0501,27,44073,0,0
"19764","IN",5,31.0504,97,44073,0,0
"19765","IN",5,31.0505,155,44073,0,1
"19766","IN",5,31.0599,0,44073,NA,0
"19767","IN",5,31.9999,14,44073,NA,0
"19768","IN",5,38.0101,256,44073,0,0
"19769","IN",5,38.0201,144,44073,0,0
"19770","IN",5,38.0203,8,44073,0,0
"19771","IN",5,38.0206,23,44073,0,0
"19772","IN",5,38.9999,7,44073,0,0
"19773","IN",5,39.0201,53,44073,0,0
"19774","IN",5,39.0301,9,44073,0,0
"19775","IN",5,39.0401,76,44073,0,0
"19776","IN",5,39.0501,9,44073,NA,0
"19777","IN",5,39.0601,102,44073,0,0
"19778","IN",5,39.0604,0,44073,NA,0
"19779","IN",5,39.0699,0,44073,0,0
"19780","IN",5,39.0701,33,44073,0,0
"19781","IN",5,39.0702,40,44073,0,0
"19782","IN",5,39.0799,15,44073,NA,0
"19783","IN",5,39.9999,0,44073,NA,0
"19784","IN",5,40.0101,2,44073,0,0
"19785","IN",5,40.0201,2,44073,1,1
"19786","IN",5,40.0401,33,44073,0,1
"19787","IN",5,40.0501,452,44073,NA,1
"19788","IN",5,40.0509,0,44073,0,1
"19789","IN",5,40.051,0,44073,0,1
"19790","IN",5,40.0599,1,44073,NA,1
"19791","IN",5,40.0601,54,44073,0,1
"19792","IN",5,40.0699,7,44073,0,1
"19793","IN",5,40.0801,123,44073,1,1
"19794","IN",5,40.0899,7,44073,1,1
"19795","IN",5,40.9999,0,44073,0,1
"19796","IN",5,42.0101,1816,44073,0,0
"19797","IN",5,42.2803,22,44073,0,0
"19798","IN",5,43.0102,11,44073,0,0
"19799","IN",5,43.0103,257,44073,0,0
"19800","IN",5,43.0104,625,44073,0,0
"19801","IN",5,43.0106,15,44073,0,0
"19802","IN",5,43.0107,1,44073,0,0
"19803","IN",5,43.0111,11,44073,0,0
"19804","IN",5,43.0112,5,44073,NA,0
"19805","IN",5,43.0199,0,44073,0,0
"19806","IN",5,43.0302,3,44073,0,0
"19807","IN",5,44,10,44073,0,0
"19808","IN",5,44.0401,541,44073,0,0
"19809","IN",5,44.0501,0,44073,NA,0
"19810","IN",5,44.0701,327,44073,0,0
"19811","IN",5,44.0702,1,44073,0,0
"19812","IN",5,44.9999,1,44073,NA,0
"19813","IN",5,45.0101,62,44073,0,0
"19814","IN",5,45.0201,182,44073,0,0
"19815","IN",5,45.0299,1,44073,0,0
"19816","IN",5,45.0301,18,44073,0,0
"19817","IN",5,45.0401,121,44073,0,0
"19818","IN",5,45.0601,548,44073,0,1
"19819","IN",5,45.0604,1,44073,NA,1
"19820","IN",5,45.0605,10,44073,0,1
"19821","IN",5,45.0701,89,44073,0,0
"19822","IN",5,45.0901,217,44073,0,0
"19823","IN",5,45.1001,867,44073,0,0
"19824","IN",5,45.1099,10,44073,0,0
"19825","IN",5,45.1101,625,44073,0,0
"19826","IN",5,45.1201,1,44073,NA,0
"19827","IN",5,45.9999,21,44073,0,0
"19828","IN",5,47.0609,1,44073,0,0
"19829","IN",5,48.0508,1,44073,0,0
"19830","IN",5,49.0101,155,44073,0,0
"19831","IN",5,49.0102,24,44073,0,1
"19832","IN",5,49.0104,25,44073,0,0
"19833","IN",5,50.0101,4,44073,0,0
"19834","IN",5,50.0301,25,44073,0,0
"19835","IN",5,50.0302,1,44073,0,0
"19836","IN",5,50.0401,92,44073,0,0
"19837","IN",5,50.0402,48,44073,0,0
"19838","IN",5,50.0404,0,44073,0,0
"19839","IN",5,50.0406,1,44073,0,0
"19840","IN",5,50.0407,2,44073,0,0
"19841","IN",5,50.0408,55,44073,NA,0
"19842","IN",5,50.0409,17,44073,0,0
"19843","IN",5,50.041,2,44073,0,1
"19844","IN",5,50.0499,19,44073,NA,0
"19845","IN",5,50.0501,318,44073,NA,0
"19846","IN",5,50.0502,2,44073,0,0
"19847","IN",5,50.0507,2,44073,0,0
"19848","IN",5,50.0599,6,44073,NA,0
"19849","IN",5,50.0601,4,44073,0,0
"19850","IN",5,50.0602,8,44073,0,0
"19851","IN",5,50.0605,12,44073,0,0
"19852","IN",5,50.0701,403,44073,0,0
"19853","IN",5,50.0702,226,44073,0,0
"19854","IN",5,50.0703,86,44073,0,0
"19855","IN",5,50.0705,4,44073,0,0
"19856","IN",5,50.0706,1,44073,0,0
"19857","IN",5,50.0708,0,44073,0,0
"19858","IN",5,50.071,0,44073,0,0
"19859","IN",5,50.0711,2,44073,NA,0
"19860","IN",5,50.0799,58,44073,0,0
"19861","IN",5,50.0901,199,44073,0,0
"19862","IN",5,50.0902,9,44073,0,0
"19863","IN",5,50.0903,163,44073,0,0
"19864","IN",5,50.0904,6,44073,0,1
"19865","IN",5,50.0906,3,44073,0,0
"19866","IN",5,50.0907,0,44073,NA,0
"19867","IN",5,50.0908,2,44073,0,0
"19868","IN",5,50.0999,62,44073,0,0
"19869","IN",5,50.1001,22,44073,0,0
"19870","IN",5,50.1002,11,44073,0,0
"19871","IN",5,50.1003,17,44073,0,0
"19872","IN",5,50.1004,3,44073,0,0
"19873","IN",5,50.9999,4,44073,0,0
"19874","IN",5,51.0201,20,44073,0,0
"19875","IN",5,51.0204,227,44073,0,0
"19876","IN",5,51.0299,5,44073,0,0
"19877","IN",5,51.0602,46,44073,0,1
"19878","IN",5,51.0699,16,44073,NA,0
"19879","IN",5,51.0701,138,44073,0,0
"19880","IN",5,51.0702,7,44073,0,0
"19881","IN",5,51.0706,17,44073,0,0
"19882","IN",5,51.0707,0,44073,0,0
"19883","IN",5,51.0718,0,44073,0,0
"19884","IN",5,51.0808,20,44073,0,0
"19885","IN",5,51.0905,6,44073,0,1
"19886","IN",5,51.0907,22,44073,NA,0
"19887","IN",5,51.0908,29,44073,0,1
"19888","IN",5,51.0911,59,44073,0,1
"19889","IN",5,51.0912,47,44073,0,1
"19890","IN",5,51.0913,61,44073,0,1
"19891","IN",5,51.0916,19,44073,0,1
"19892","IN",5,51.1002,9,44073,0,1
"19893","IN",5,51.1005,31,44073,NA,1
"19894","IN",5,51.1099,0,44073,0,1
"19895","IN",5,51.1101,13,44073,NA,0
"19896","IN",5,51.1102,238,44073,NA,0
"19897","IN",5,51.1103,0,44073,NA,0
