"","STABBR","degType","year","statetotal","stem_high_any","totalawards","share"
"1030","NJ","Master's and Higher",2010,17656,1,5315,0.301030811055732
"1031","NJ","Master's and Higher",2011,17939,1,5306,0.295780143820726
"1032","NJ","Master's and Higher",2011,17939,0,12633,0.704219856179274
"1033","NJ","Master's and Higher",2012,19216,1,5707,0.296992089925062
"1034","NJ","Master's and Higher",2012,19216,0,13509,0.703007910074938
"1035","NJ","Master's and Higher",2013,18785,1,5721,0.304551503859462
"1036","NJ","Master's and Higher",2013,18785,0,13064,0.695448496140538
"1037","NJ","Master's and Higher",2014,19097,1,5946,0.311357804890821
"1038","NJ","Master's and Higher",2014,19097,0,13151,0.688642195109179
"1039","NM","Associate's and below",2010,11333,0,8420,0.742963028324362
"1040","NM","Associate's and below",2010,11333,1,2913,0.257036971675637
"1041","NM","Associate's and below",2011,14574,0,11179,0.767050912584054
"1042","NM","Associate's and below",2011,14574,1,3395,0.232949087415946
"1043","NM","Associate's and below",2012,15873,1,3496,0.22024822024822
"1044","NM","Associate's and below",2012,15873,0,12377,0.77975177975178
"1045","NM","Associate's and below",2013,20165,1,4001,0.198413091991074
"1046","NM","Associate's and below",2013,20165,0,16164,0.801586908008926
"1047","NM","Associate's and below",2014,17515,0,14180,0.809591778475592
"1048","NM","Associate's and below",2014,17515,1,3335,0.190408221524408
"1049","NM","Bachelor's",2010,8417,1,2238,0.265890459783771
"1050","NM","Bachelor's",2010,8417,0,6179,0.734109540216229
"1051","NM","Bachelor's",2011,8693,1,2351,0.270447486483377
"1052","NM","Bachelor's",2011,8693,0,6342,0.729552513516623
"1053","NM","Bachelor's",2012,8781,1,2322,0.264434574649812
"1054","NM","Bachelor's",2012,8781,0,6459,0.735565425350188
"1055","NM","Bachelor's",2013,9026,0,6585,0.729559051628628
"1056","NM","Bachelor's",2013,9026,1,2441,0.270440948371372
"1057","NM","Bachelor's",2014,9660,0,6976,0.722153209109731
"1058","NM","Bachelor's",2014,9660,1,2684,0.277846790890269
"1059","NM","Master's and Higher",2010,3816,1,1138,0.298218029350105
"1060","NM","Master's and Higher",2010,3816,0,2678,0.701781970649895
"1061","NM","Master's and Higher",2011,3896,0,2692,0.690965092402464
"1062","NM","Master's and Higher",2011,3896,1,1204,0.309034907597536
"1063","NM","Master's and Higher",2012,3910,1,1155,0.29539641943734
"1064","NM","Master's and Higher",2012,3910,0,2755,0.70460358056266
"1065","NM","Master's and Higher",2013,3906,0,2790,0.714285714285714
"1066","NM","Master's and Higher",2013,3906,1,1116,0.285714285714286
"1067","NM","Master's and Higher",2014,4045,1,1201,0.296909765142151
"1068","NM","Master's and Higher",2014,4045,0,2844,0.703090234857849
"1069","NV","Associate's and below",2010,8985,0,7645,0.850862548692265
"1070","NV","Associate's and below",2010,8985,1,1340,0.149137451307735
"1071","NV","Associate's and below",2011,10165,1,1784,0.175504181013281
"1072","NV","Associate's and below",2011,10165,0,8381,0.824495818986719
"1073","NV","Associate's and below",2012,10972,1,1935,0.176358002187386
"1074","NV","Associate's and below",2012,10972,0,9037,0.823641997812614
"1075","NV","Associate's and below",2013,11489,0,9450,0.82252589433371
"1076","NV","Associate's and below",2013,11489,1,2039,0.177474105666289
"1077","NV","Associate's and below",2014,13856,1,3203,0.231163394919169
"1078","NV","Associate's and below",2014,13856,0,10653,0.768836605080831
"1079","NV","Bachelor's",2010,7571,0,5459,0.72104081363096
"1080","NV","Bachelor's",2010,7571,1,2112,0.27895918636904
"1081","NV","Bachelor's",2011,7768,0,5508,0.709062821833162
"1082","NV","Bachelor's",2011,7768,1,2260,0.290937178166838
"1083","NV","Bachelor's",2012,7733,1,2398,0.310099573257468
"1084","NV","Bachelor's",2012,7733,0,5335,0.689900426742532
"1085","NV","Bachelor's",2013,8008,1,2461,0.307317682317682
"1086","NV","Bachelor's",2013,8008,0,5547,0.692682317682318
"1087","NV","Bachelor's",2014,8148,0,5497,0.674644084437899
"1088","NV","Bachelor's",2014,8148,1,2651,0.325355915562101
"1089","NV","Master's and Higher",2010,3514,1,1213,0.345190665907797
"1090","NV","Master's and Higher",2010,3514,0,2301,0.654809334092203
"1091","NV","Master's and Higher",2011,3597,0,2391,0.664720600500417
"1092","NV","Master's and Higher",2011,3597,1,1206,0.335279399499583
"1093","NV","Master's and Higher",2012,3589,1,1275,0.355252159375871
"1094","NV","Master's and Higher",2012,3589,0,2314,0.644747840624129
"1095","NV","Master's and Higher",2013,3156,0,1963,0.621989860583017
"1096","NV","Master's and Higher",2013,3156,1,1193,0.378010139416984
"1097","NV","Master's and Higher",2014,3095,1,1156,0.373505654281099
"1098","NV","Master's and Higher",2014,3095,0,1939,0.626494345718902
"1099","NY","Associate's and below",2010,93234,1,20494,0.219812514747839
"1100","NY","Associate's and below",2010,93234,0,72740,0.780187485252161
"1101","NY","Associate's and below",2011,100867,0,79082,0.784022524710758
"1102","NY","Associate's and below",2011,100867,1,21785,0.215977475289242
"1103","NY","Associate's and below",2012,104569,0,81920,0.783406172001262
"1104","NY","Associate's and below",2012,104569,1,22649,0.216593827998738
"1105","NY","Associate's and below",2013,99598,0,78195,0.785106126629049
"1106","NY","Associate's and below",2013,99598,1,21403,0.214893873370951
"1107","NY","Associate's and below",2014,99928,1,21126,0.211412216796093
"1108","NY","Associate's and below",2014,99928,0,78802,0.788587783203907
"1109","NY","Bachelor's",2010,132177,0,97804,0.739947192022818
"1110","NY","Bachelor's",2010,132177,1,34373,0.260052807977182
"1111","NY","Bachelor's",2011,138855,0,101977,0.734413596917648
"1112","NY","Bachelor's",2011,138855,1,36878,0.265586403082352
"1113","NY","Bachelor's",2012,141081,1,38164,0.270511266577356
"1114","NY","Bachelor's",2012,141081,0,102917,0.729488733422644
"1115","NY","Bachelor's",2013,144528,0,103981,0.719452286062216
"1116","NY","Bachelor's",2013,144528,1,40547,0.280547713937784
"1117","NY","Bachelor's",2014,146957,0,104018,0.707812489367638
"1118","NY","Bachelor's",2014,146957,1,42939,0.292187510632362
"1119","NY","Master's and Higher",2010,86222,0,65794,0.76307670896059
"1120","NY","Master's and Higher",2010,86222,1,20428,0.23692329103941
"1121","NY","Master's and Higher",2011,88432,1,21560,0.243803148181654
"1122","NY","Master's and Higher",2011,88432,0,66872,0.756196851818346
"1123","NY","Master's and Higher",2012,90194,0,67995,0.753874980597379
"1124","NY","Master's and Higher",2012,90194,1,22199,0.246125019402621
"1125","NY","Master's and Higher",2013,89532,1,23304,0.26028682482241
"1126","NY","Master's and Higher",2013,89532,0,66228,0.73971317517759
"1127","NY","Master's and Higher",2014,90681,1,24345,0.268468587686505
"1128","NY","Master's and Higher",2014,90681,0,66336,0.731531412313495
"1129","OH","Associate's and below",2010,67776,0,44447,0.65579261095373
"1130","OH","Associate's and below",2010,67776,1,23329,0.34420738904627
"1131","OH","Associate's and below",2011,70545,0,46831,0.66384577220214
"1132","OH","Associate's and below",2011,70545,1,23714,0.33615422779786
"1133","OH","Associate's and below",2012,70071,0,47114,0.672375162335346
"1134","OH","Associate's and below",2012,70071,1,22957,0.327624837664654
"1135","OH","Associate's and below",2013,66463,0,44774,0.673668055910807
"1136","OH","Associate's and below",2013,66463,1,21689,0.326331944089192
"1137","OH","Associate's and below",2014,67000,1,21170,0.315970149253731
"1138","OH","Associate's and below",2014,67000,0,45830,0.684029850746269
"1139","OH","Bachelor's",2010,65555,0,44973,0.686034627412097
"1140","OH","Bachelor's",2010,65555,1,20582,0.313965372587903
"1141","OH","Bachelor's",2011,68910,1,22386,0.324858511101437
"1142","OH","Bachelor's",2011,68910,0,46524,0.675141488898563
"1143","OH","Bachelor's",2012,71927,1,24498,0.340595325816453
"1144","OH","Bachelor's",2012,71927,0,47429,0.659404674183547
"1145","OH","Bachelor's",2013,71089,0,45808,0.644375360463644
"1146","OH","Bachelor's",2013,71089,1,25281,0.355624639536356
"1147","OH","Bachelor's",2014,73902,1,26984,0.365132202105491
"1148","OH","Bachelor's",2014,73902,0,46918,0.634867797894509
"1149","OH","Master's and Higher",2010,28581,0,20287,0.709807214583115
"1150","OH","Master's and Higher",2010,28581,1,8294,0.290192785416885
"1151","OH","Master's and Higher",2011,29274,1,8959,0.306039488966318
"1152","OH","Master's and Higher",2011,29274,0,20315,0.693960511033682
"1153","OH","Master's and Higher",2012,30764,1,9912,0.322194773111429
"1154","OH","Master's and Higher",2012,30764,0,20852,0.677805226888571
"1155","OH","Master's and Higher",2013,29655,1,9736,0.328308885516776
"1156","OH","Master's and Higher",2013,29655,0,19919,0.671691114483224
"1157","OH","Master's and Higher",2014,29464,1,10205,0.34635487374423
"1158","OH","Master's and Higher",2014,29464,0,19259,0.65364512625577
"1159","OK","Associate's and below",2010,23050,1,7106,0.308286334056399
"1160","OK","Associate's and below",2010,23050,0,15932,0.69119305856833
"1161","OK","Associate's and below",2011,25954,0,18497,0.712683979348077
"1162","OK","Associate's and below",2011,25954,1,7448,0.28696925329429
"1163","OK","Associate's and below",2012,26905,1,7655,0.284519606021186
"1164","OK","Associate's and below",2012,26905,0,19244,0.715257387102769
"1165","OK","Associate's and below",2013,26905,0,19077,0.709050362386174
"1166","OK","Associate's and below",2013,26905,1,7828,0.290949637613826
"1167","OK","Associate's and below",2014,27190,0,19243,0.707723427730783
"1168","OK","Associate's and below",2014,27190,1,7947,0.292276572269217
"1169","OK","Bachelor's",2010,19804,0,13401,0.676681478489194
"1170","OK","Bachelor's",2010,19804,1,6403,0.323318521510806
"1171","OK","Bachelor's",2011,19828,1,6550,0.330340932015332
"1172","OK","Bachelor's",2011,19828,0,13278,0.669659067984668
"1173","OK","Bachelor's",2012,20214,0,13669,0.676214504798654
"1174","OK","Bachelor's",2012,20214,1,6545,0.323785495201346
"1175","OK","Bachelor's",2013,20392,0,13624,0.668105139270302
"1176","OK","Bachelor's",2013,20392,1,6768,0.331894860729698
"1177","OK","Bachelor's",2014,21082,0,13938,0.661132719855801
"1178","OK","Bachelor's",2014,21082,1,7144,0.338867280144199
"1179","OK","Master's and Higher",2010,7651,0,5297,0.692327800287544
"1180","OK","Master's and Higher",2010,7651,1,2354,0.307672199712456
"1181","OK","Master's and Higher",2011,8056,1,2464,0.305858987090367
"1182","OK","Master's and Higher",2011,8056,0,5592,0.694141012909633
"1183","OK","Master's and Higher",2012,8328,1,2572,0.308837656099904
"1184","OK","Master's and Higher",2012,8328,0,5756,0.691162343900096
"1185","OK","Master's and Higher",2013,8252,1,2353,0.285142995637421
"1186","OK","Master's and Higher",2013,8252,0,5899,0.714857004362579
"1187","OK","Master's and Higher",2014,8343,1,2442,0.292700467457749
"1188","OK","Master's and Higher",2014,8343,0,5901,0.707299532542251
"1189","OR","Associate's and below",2010,16530,1,3110,0.188142770719903
"1190","OR","Associate's and below",2010,16530,0,13420,0.811857229280097
"1191","OR","Associate's and below",2011,19174,1,3828,0.199645353082299
"1192","OR","Associate's and below",2011,19174,0,15346,0.800354646917701
"1193","OR","Associate's and below",2012,21190,1,4155,0.196083058046248
"1194","OR","Associate's and below",2012,21190,0,17035,0.803916941953752
"1195","OR","Associate's and below",2013,23470,1,4441,0.189220281210055
"1196","OR","Associate's and below",2013,23470,0,19029,0.810779718789945
"1197","OR","Associate's and below",2014,22968,1,4744,0.206548241031
"1198","OR","Associate's and below",2014,22968,0,18224,0.793451758969
"1199","OR","Bachelor's",2010,22146,0,16254,0.733947439718234
"1200","OR","Bachelor's",2010,22146,1,5892,0.266052560281766
"1201","OR","Bachelor's",2011,22890,1,6445,0.281564001747488
"1202","OR","Bachelor's",2011,22890,0,16445,0.718435998252512
"1203","OR","Bachelor's",2012,24883,1,6947,0.27918659325644
"1204","OR","Bachelor's",2012,24883,0,17936,0.72081340674356
"1205","OR","Bachelor's",2013,25565,1,7527,0.294425973009975
"1206","OR","Bachelor's",2013,25565,0,18038,0.705574026990025
"1207","OR","Bachelor's",2014,26263,0,18054,0.687430986559037
"1208","OR","Bachelor's",2014,26263,1,8209,0.312569013440963
"1209","OR","Master's and Higher",2010,8834,1,2492,0.282091917591125
"1210","OR","Master's and Higher",2010,8834,0,6342,0.717908082408875
"1211","OR","Master's and Higher",2011,9368,1,2675,0.285546541417592
"1212","OR","Master's and Higher",2011,9368,0,6693,0.714453458582408
"1213","OR","Master's and Higher",2012,9706,1,3026,0.311765917988873
"1214","OR","Master's and Higher",2012,9706,0,6680,0.688234082011127
"1215","OR","Master's and Higher",2013,9505,0,6239,0.656391372961599
"1216","OR","Master's and Higher",2013,9505,1,3266,0.343608627038401
"1217","OR","Master's and Higher",2014,10530,1,4199,0.398765432098765
"1218","OR","Master's and Higher",2014,10530,0,6331,0.601234567901235
"1219","PA","Associate's and below",2010,59188,1,15465,0.26128607150098
"1220","PA","Associate's and below",2010,59188,0,43723,0.73871392849902
"1221","PA","Associate's and below",2011,62590,1,16283,0.260153379134047
"1222","PA","Associate's and below",2011,62590,0,46307,0.739846620865953
"1223","PA","Associate's and below",2012,58432,0,43289,0.740844058050383
"1224","PA","Associate's and below",2012,58432,1,15143,0.259155941949617
"1225","PA","Associate's and below",2013,57082,0,42128,0.738025997687537
"1226","PA","Associate's and below",2013,57082,1,14954,0.261974002312463
"1227","PA","Associate's and below",2014,58369,1,14806,0.253662046634344
"1228","PA","Associate's and below",2014,58369,0,43563,0.746337953365656
"1229","PA","Bachelor's",2010,94971,0,65479,0.68946309926188
"1230","PA","Bachelor's",2010,94971,1,29492,0.31053690073812
"1231","PA","Bachelor's",2011,95788,0,65127,0.679907712865912
"1232","PA","Bachelor's",2011,95788,1,30661,0.320092287134088
"1233","PA","Bachelor's",2012,99554,1,32091,0.322347670610925
"1234","PA","Bachelor's",2012,99554,0,67463,0.677652329389075
"1235","PA","Bachelor's",2013,100081,0,66520,0.664661624084492
"1236","PA","Bachelor's",2013,100081,1,33561,0.335338375915508
"1237","PA","Bachelor's",2014,101436,0,66324,0.653850703892109
"1238","PA","Bachelor's",2014,101436,1,35112,0.346149296107891
"1239","PA","Master's and Higher",2010,43817,0,29017,0.662231553963074
"1240","PA","Master's and Higher",2010,43817,1,14800,0.337768446036926
"1241","PA","Master's and Higher",2011,46053,1,15478,0.33609102555751
"1242","PA","Master's and Higher",2011,46053,0,30574,0.663887260330489
"1243","PA","Master's and Higher",2012,46971,0,31240,0.665091226501458
"1244","PA","Master's and Higher",2012,46971,1,15731,0.334908773498542
"1245","PA","Master's and Higher",2013,47728,1,16547,0.346693764666443
"1246","PA","Master's and Higher",2013,47728,0,31181,0.653306235333557
"1247","PA","Master's and Higher",2014,47795,1,17468,0.365477560414269
"1248","PA","Master's and Higher",2014,47795,0,30327,0.634522439585731
"1249","PR","Associate's and below",2010,32115,0,20968,0.652903627588354
"1250","PR","Associate's and below",2010,32115,1,11147,0.347096372411646
"1251","PR","Associate's and below",2011,34694,0,23856,0.687611690782268
"1252","PR","Associate's and below",2011,34694,1,10838,0.312388309217732
"1253","PR","Associate's and below",2012,34873,0,23551,0.675336219998279
"1254","PR","Associate's and below",2012,34873,1,11322,0.324663780001721
"1255","PR","Associate's and below",2013,34116,0,23485,0.688386680736311
"1256","PR","Associate's and below",2013,34116,1,10631,0.311613319263689
"1257","PR","Associate's and below",2014,35310,1,10935,0.309685641461342
"1258","PR","Associate's and below",2014,35310,0,24375,0.690314358538658
"1259","PR","Bachelor's",2010,17416,0,11438,0.656752411575563
"1260","PR","Bachelor's",2010,17416,1,5978,0.343247588424437
"1261","PR","Bachelor's",2011,17974,1,6287,0.349783019917659
"1262","PR","Bachelor's",2011,17974,0,11687,0.650216980082341
"1263","PR","Bachelor's",2012,19986,1,7824,0.391474031822276
"1264","PR","Bachelor's",2012,19986,0,12162,0.608525968177724
"1265","PR","Bachelor's",2013,20557,0,12237,0.595271683611422
"1266","PR","Bachelor's",2013,20557,1,8320,0.404728316388578
"1267","PR","Bachelor's",2014,20764,1,8957,0.431371604700443
"1268","PR","Bachelor's",2014,20764,0,11807,0.568628395299557
"1269","PR","Master's and Higher",2010,7001,0,5391,0.77003285244965
"1270","PR","Master's and Higher",2010,7001,1,1607,0.229538637337523
"1271","PR","Master's and Higher",2011,7182,1,1684,0.23447507658034
"1272","PR","Master's and Higher",2011,7182,0,5498,0.76552492341966
"1273","PR","Master's and Higher",2012,6600,0,4901,0.742575757575758
"1274","PR","Master's and Higher",2012,6600,1,1699,0.257424242424242
"1275","PR","Master's and Higher",2013,6874,1,1736,0.252545824847251
"1276","PR","Master's and Higher",2013,6874,0,5138,0.747454175152749
"1277","PR","Master's and Higher",2014,7000,0,5051,0.721571428571429
"1278","PR","Master's and Higher",2014,7000,1,1949,0.278428571428571
"1279","PW","Associate's and below",2010,104,1,30,0.288461538461538
"1280","PW","Associate's and below",2010,104,0,74,0.711538461538462
"1281","PW","Associate's and below",2011,74,0,57,0.77027027027027
"1282","PW","Associate's and below",2011,74,1,17,0.22972972972973
"1283","PW","Associate's and below",2012,85,0,66,0.776470588235294
"1284","PW","Associate's and below",2012,85,1,19,0.223529411764706
"1285","PW","Associate's and below",2013,99,0,81,0.818181818181818
"1286","PW","Associate's and below",2013,99,1,18,0.181818181818182
"1287","PW","Associate's and below",2014,88,0,71,0.806818181818182
"1288","PW","Associate's and below",2014,88,1,17,0.193181818181818
"1289","RI","Associate's and below",2010,5819,1,1268,0.217906856848256
"1290","RI","Associate's and below",2010,5819,0,4551,0.782093143151744
"1291","RI","Associate's and below",2011,6033,1,1245,0.206364992541024
"1292","RI","Associate's and below",2011,6033,0,4788,0.793635007458976
"1293","RI","Associate's and below",2012,6390,1,1252,0.195931142410016
"1294","RI","Associate's and below",2012,6390,0,5138,0.804068857589984
"1295","RI","Associate's and below",2013,6041,1,1173,0.194173150140705
"1296","RI","Associate's and below",2013,6041,0,4868,0.805826849859295
"1297","RI","Associate's and below",2014,5499,0,4274,0.777232224040735
"1298","RI","Associate's and below",2014,5499,1,1225,0.222767775959265
"1299","RI","Bachelor's",2010,11485,0,8127,0.707618632999565
"1300","RI","Bachelor's",2010,11485,1,3358,0.292381367000435
"1301","RI","Bachelor's",2011,11715,1,3420,0.291933418693982
"1302","RI","Bachelor's",2011,11715,0,8295,0.708066581306018
"1303","RI","Bachelor's",2012,11868,0,8225,0.69304010785305
"1304","RI","Bachelor's",2012,11868,1,3643,0.30695989214695
"1305","RI","Bachelor's",2013,11950,0,8106,0.678326359832636
"1306","RI","Bachelor's",2013,11950,1,3844,0.321673640167364
"1307","RI","Bachelor's",2014,12310,0,8484,0.689195775792039
"1308","RI","Bachelor's",2014,12310,1,3826,0.310804224207961
"1309","RI","Master's and Higher",2010,3189,0,2382,0.746942615239887
"1310","RI","Master's and Higher",2010,3189,1,807,0.253057384760113
"1311","RI","Master's and Higher",2011,3306,1,915,0.276769509981851
"1312","RI","Master's and Higher",2011,3306,0,2391,0.723230490018149
"1313","RI","Master's and Higher",2012,3377,0,2343,0.693811074918567
"1314","RI","Master's and Higher",2012,3377,1,1034,0.306188925081433
"1315","RI","Master's and Higher",2013,3459,1,945,0.273200346921075
"1316","RI","Master's and Higher",2013,3459,0,2514,0.726799653078925
"1317","RI","Master's and Higher",2014,3432,1,967,0.281759906759907
"1318","RI","Master's and Higher",2014,3432,0,2465,0.718240093240093
"1319","SC","Associate's and below",2010,18112,1,5798,0.32011925795053
"1320","SC","Associate's and below",2010,18112,0,12310,0.679659893992933
"1321","SC","Associate's and below",2011,21156,1,6362,0.300718472301002
"1322","SC","Associate's and below",2011,21156,0,14791,0.699139723955379
"1323","SC","Associate's and below",2012,23090,0,16900,0.731918579471633
"1324","SC","Associate's and below",2012,23090,1,6189,0.268038111736683
"1325","SC","Associate's and below",2013,23047,0,17223,0.747298997700351
"1326","SC","Associate's and below",2013,23047,1,5824,0.252701002299649
"1327","SC","Associate's and below",2014,22945,1,5525,0.240793201133144
"1328","SC","Associate's and below",2014,22945,0,17420,0.759206798866855
"1329","SC","Bachelor's",2010,23372,1,6262,0.267927434537053
"1330","SC","Bachelor's",2010,23372,0,17110,0.732072565462947
"1331","SC","Bachelor's",2011,24328,1,6604,0.271456757645511
"1332","SC","Bachelor's",2011,24328,0,17724,0.728543242354489
"1333","SC","Bachelor's",2012,24622,1,6961,0.282714645439038
"1334","SC","Bachelor's",2012,24622,0,17661,0.717285354560962
"1335","SC","Bachelor's",2013,25577,1,7500,0.293232200805411
"1336","SC","Bachelor's",2013,25577,0,18077,0.706767799194589
"1337","SC","Bachelor's",2014,26018,1,7848,0.30163732800369
"1338","SC","Bachelor's",2014,26018,0,18170,0.69836267199631
"1339","SC","Master's and Higher",2010,7354,1,1782,0.242317106336688
"1340","SC","Master's and Higher",2010,7354,0,5572,0.757682893663312
"1341","SC","Master's and Higher",2011,7589,1,1918,0.252734220582422
"1342","SC","Master's and Higher",2011,7589,0,5671,0.747265779417578
"1343","SC","Master's and Higher",2012,7739,0,5600,0.723607701253392
"1344","SC","Master's and Higher",2012,7739,1,2139,0.276392298746608
"1345","SC","Master's and Higher",2013,8069,0,5714,0.70814227289627
"1346","SC","Master's and Higher",2013,8069,1,2355,0.29185772710373
"1347","SC","Master's and Higher",2014,7937,1,2450,0.308680861786569
"1348","SC","Master's and Higher",2014,7937,0,5487,0.691319138213431
"1349","SD","Associate's and below",2010,3226,0,1735,0.537817730936144
"1350","SD","Associate's and below",2010,3226,1,1491,0.462182269063856
"1351","SD","Associate's and below",2011,3971,0,2134,0.537396121883656
"1352","SD","Associate's and below",2011,3971,1,1837,0.462603878116344
"1353","SD","Associate's and below",2012,3875,0,2185,0.563870967741935
"1354","SD","Associate's and below",2012,3875,1,1690,0.436129032258065
"1355","SD","Associate's and below",2013,3756,0,2142,0.570287539936102
"1356","SD","Associate's and below",2013,3756,1,1614,0.429712460063898
"1357","SD","Associate's and below",2014,3882,0,2212,0.569809376609995
"1358","SD","Associate's and below",2014,3882,1,1670,0.430190623390005
"1359","SD","Bachelor's",2010,5501,0,3348,0.60861661516088
"1360","SD","Bachelor's",2010,5501,1,2153,0.39138338483912
"1361","SD","Bachelor's",2011,5747,0,3601,0.626587784931269
"1362","SD","Bachelor's",2011,5747,1,2146,0.373412215068732
"1363","SD","Bachelor's",2012,5889,0,3525,0.598573611818645
"1364","SD","Bachelor's",2012,5889,1,2364,0.401426388181355
"1365","SD","Bachelor's",2013,6232,0,3726,0.59788189987163
"1366","SD","Bachelor's",2013,6232,1,2506,0.40211810012837
"1367","SD","Bachelor's",2014,6261,1,2655,0.424053665548634
"1368","SD","Bachelor's",2014,6261,0,3606,0.575946334451366
"1369","SD","Master's and Higher",2010,1650,1,618,0.374545454545455
"1370","SD","Master's and Higher",2010,1650,0,1032,0.625454545454545
"1371","SD","Master's and Higher",2011,1766,0,1130,0.639864099660249
"1372","SD","Master's and Higher",2011,1766,1,636,0.360135900339751
"1373","SD","Master's and Higher",2012,1851,1,717,0.387358184764992
"1374","SD","Master's and Higher",2012,1851,0,1134,0.612641815235008
"1375","SD","Master's and Higher",2013,1907,1,725,0.380178290508652
"1376","SD","Master's and Higher",2013,1907,0,1182,0.619821709491348
"1377","SD","Master's and Higher",2014,1776,1,726,0.408783783783784
"1378","SD","Master's and Higher",2014,1776,0,1050,0.591216216216216
"1379","TN","Associate's and below",2010,28908,1,7901,0.273315345233153
"1380","TN","Associate's and below",2010,28908,0,21007,0.726684654766847
"1381","TN","Associate's and below",2011,32776,0,23527,0.717811813522089
"1382","TN","Associate's and below",2011,32776,1,9249,0.282188186477911
"1383","TN","Associate's and below",2012,37806,0,28580,0.755964661693911
"1384","TN","Associate's and below",2012,37806,1,9226,0.244035338306089
"1385","TN","Associate's and below",2013,33705,0,24823,0.736478267319389
"1386","TN","Associate's and below",2013,33705,1,8882,0.263521732680611
"1387","TN","Associate's and below",2014,32577,0,23851,0.732142308991006
"1388","TN","Associate's and below",2014,32577,1,8726,0.267857691008994
"1389","TN","Bachelor's",2010,31361,0,22542,0.718790854883454
"1390","TN","Bachelor's",2010,31361,1,8819,0.281209145116546
"1391","TN","Bachelor's",2011,32750,0,23397,0.714412213740458
"1392","TN","Bachelor's",2011,32750,1,9353,0.285587786259542
"1393","TN","Bachelor's",2012,34070,0,23702,0.695685353683593
"1394","TN","Bachelor's",2012,34070,1,10368,0.304314646316407
"1395","TN","Bachelor's",2013,35640,0,24771,0.69503367003367
"1396","TN","Bachelor's",2013,35640,1,10869,0.30496632996633
"1397","TN","Bachelor's",2014,36029,1,11244,0.312081933997613
"1398","TN","Bachelor's",2014,36029,0,24785,0.687918066002387
"1399","TN","Master's and Higher",2010,14830,1,5135,0.346257585974376
"1400","TN","Master's and Higher",2010,14830,0,9695,0.653742414025624
"1401","TN","Master's and Higher",2011,15496,0,10249,0.661396489416624
"1402","TN","Master's and Higher",2011,15496,1,5247,0.338603510583376
"1403","TN","Master's and Higher",2012,16350,0,10494,0.641834862385321
"1404","TN","Master's and Higher",2012,16350,1,5856,0.358165137614679
"1405","TN","Master's and Higher",2013,16538,1,6277,0.379550126980288
"1406","TN","Master's and Higher",2013,16538,0,10261,0.620449873019712
"1407","TN","Master's and Higher",2014,17105,1,6870,0.401636948260742
"1408","TN","Master's and Higher",2014,17105,0,10235,0.598363051739258
"1409","TX","Associate's and below",2010,133394,1,34919,0.261773393106137
"1410","TX","Associate's and below",2010,133394,0,98475,0.738226606893863
"1411","TX","Associate's and below",2011,142430,0,104983,0.73708488380257
"1412","TX","Associate's and below",2011,142430,1,37447,0.26291511619743
"1413","TX","Associate's and below",2012,143945,1,37340,0.259404633714266
"1414","TX","Associate's and below",2012,143945,0,106605,0.740595366285734
"1415","TX","Associate's and below",2013,142066,1,37278,0.262399166584545
"1416","TX","Associate's and below",2013,142066,0,104788,0.737600833415455
"1417","TX","Associate's and below",2014,141608,0,104430,0.737458335687249
"1418","TX","Associate's and below",2014,141608,1,37178,0.262541664312751
"1419","TX","Bachelor's",2010,108460,0,75550,0.696570164115803
"1420","TX","Bachelor's",2010,108460,1,32907,0.303402175917389
"1421","TX","Bachelor's",2011,111909,1,36360,0.324906843953569
"1422","TX","Bachelor's",2011,111909,0,75549,0.675093156046431
"1423","TX","Bachelor's",2012,115593,0,75701,0.654892597302605
"1424","TX","Bachelor's",2012,115593,1,39892,0.345107402697395
"1425","TX","Bachelor's",2013,119883,0,76898,0.641442072687537
"1426","TX","Bachelor's",2013,119883,1,42985,0.358557927312463
"1427","TX","Bachelor's",2014,123582,1,44847,0.362892654270039
"1428","TX","Bachelor's",2014,123582,0,78735,0.637107345729961
"1429","TX","Master's and Higher",2010,49830,0,34426,0.690868954445113
"1430","TX","Master's and Higher",2010,49830,1,15402,0.309090909090909
"1431","TX","Master's and Higher",2011,52773,1,16825,0.318818335133496
"1432","TX","Master's and Higher",2011,52773,0,35948,0.681181664866504
"1433","TX","Master's and Higher",2012,56355,0,38102,0.676106822819626
"1434","TX","Master's and Higher",2012,56355,1,18253,0.323893177180374
"1435","TX","Master's and Higher",2013,58197,1,18878,0.324380981837552
"1436","TX","Master's and Higher",2013,58197,0,39319,0.675619018162448
"1437","TX","Master's and Higher",2014,58187,1,19248,0.33079553852235
"1438","TX","Master's and Higher",2014,58187,0,38939,0.66920446147765
"1439","UT","Associate's and below",2010,19850,1,3343,0.168413098236776
"1440","UT","Associate's and below",2010,19850,0,16507,0.831586901763224
"1441","UT","Associate's and below",2011,22950,1,3658,0.159389978213508
"1442","UT","Associate's and below",2011,22950,0,19292,0.840610021786492
"1443","UT","Associate's and below",2012,23962,1,4232,0.176612970536683
"1444","UT","Associate's and below",2012,23962,0,19730,0.823387029463317
"1445","UT","Associate's and below",2013,23504,0,19144,0.814499659632403
"1446","UT","Associate's and below",2013,23504,1,4360,0.185500340367597
"1447","UT","Associate's and below",2014,25051,1,5033,0.200910143307652
"1448","UT","Associate's and below",2014,25051,0,20018,0.799089856692348
