"","STABBR","degType","year","statetotal","stem_high_any","totalawards","share"
"1449","UT","Bachelor's",2010,23094,1,7502,0.324846280419156
"1450","UT","Bachelor's",2010,23094,0,15592,0.675153719580843
"1451","UT","Bachelor's",2011,25344,1,8665,0.341895517676768
"1452","UT","Bachelor's",2011,25344,0,16679,0.658104482323232
"1453","UT","Bachelor's",2012,27464,1,9771,0.355774832508011
"1454","UT","Bachelor's",2012,27464,0,17693,0.64422516749199
"1455","UT","Bachelor's",2013,29441,1,11156,0.378927346217859
"1456","UT","Bachelor's",2013,29441,0,18285,0.621072653782141
"1457","UT","Bachelor's",2014,30702,1,11816,0.384860921112631
"1458","UT","Bachelor's",2014,30702,0,18886,0.615139078887369
"1459","UT","Master's and Higher",2010,6801,1,1845,0.271283634759594
"1460","UT","Master's and Higher",2010,6801,0,4956,0.728716365240406
"1461","UT","Master's and Higher",2011,8154,1,2162,0.265145940642629
"1462","UT","Master's and Higher",2011,8154,0,5992,0.734854059357371
"1463","UT","Master's and Higher",2012,8930,0,6615,0.740761478163494
"1464","UT","Master's and Higher",2012,8930,1,2315,0.259238521836506
"1465","UT","Master's and Higher",2013,9754,0,6845,0.701763379126512
"1466","UT","Master's and Higher",2013,9754,1,2909,0.298236620873488
"1467","UT","Master's and Higher",2014,10948,1,3112,0.28425283156741
"1468","UT","Master's and Higher",2014,10948,0,7836,0.71574716843259
"1469","VA","Associate's and below",2010,37049,1,8309,0.224270560608923
"1470","VA","Associate's and below",2010,37049,0,28740,0.775729439391077
"1471","VA","Associate's and below",2011,44313,0,33602,0.758287635682531
"1472","VA","Associate's and below",2011,44313,1,10711,0.241712364317469
"1473","VA","Associate's and below",2012,48478,0,37129,0.765893807500309
"1474","VA","Associate's and below",2012,48478,1,11349,0.234106192499691
"1475","VA","Associate's and below",2013,46678,0,35690,0.764600025708042
"1476","VA","Associate's and below",2013,46678,1,10988,0.235399974291958
"1477","VA","Associate's and below",2014,46215,0,35741,0.773363626528183
"1478","VA","Associate's and below",2014,46215,1,10474,0.226636373471817
"1479","VA","Bachelor's",2010,49112,0,35044,0.713552695878808
"1480","VA","Bachelor's",2010,49112,1,14068,0.286447304121192
"1481","VA","Bachelor's",2011,53054,0,37723,0.711030271044596
"1482","VA","Bachelor's",2011,53054,1,15331,0.288969728955404
"1483","VA","Bachelor's",2012,57218,0,40334,0.704918032786885
"1484","VA","Bachelor's",2012,57218,1,16884,0.295081967213115
"1485","VA","Bachelor's",2013,59071,0,41419,0.701173164496961
"1486","VA","Bachelor's",2013,59071,1,17652,0.298826835503039
"1487","VA","Bachelor's",2014,60082,1,18687,0.311024932592124
"1488","VA","Bachelor's",2014,60082,0,41395,0.688975067407876
"1489","VA","Master's and Higher",2010,24199,1,6870,0.283896028761519
"1490","VA","Master's and Higher",2010,24199,0,17329,0.716103971238481
"1491","VA","Master's and Higher",2011,26419,0,19417,0.734963473257883
"1492","VA","Master's and Higher",2011,26419,1,7002,0.265036526742117
"1493","VA","Master's and Higher",2012,27629,1,7395,0.267653552426798
"1494","VA","Master's and Higher",2012,27629,0,20234,0.732346447573202
"1495","VA","Master's and Higher",2013,28733,0,21312,0.741725542059653
"1496","VA","Master's and Higher",2013,28733,1,7421,0.258274457940347
"1497","VA","Master's and Higher",2014,30266,1,7553,0.249553954932928
"1498","VA","Master's and Higher",2014,30266,0,22713,0.750446045067072
"1499","VI","Associate's and below",2010,74,0,38,0.513513513513513
"1500","VI","Associate's and below",2010,74,1,36,0.486486486486487
"1501","VI","Associate's and below",2011,75,0,41,0.546666666666667
"1502","VI","Associate's and below",2011,75,1,34,0.453333333333333
"1503","VI","Associate's and below",2012,73,0,40,0.547945205479452
"1504","VI","Associate's and below",2012,73,1,33,0.452054794520548
"1505","VI","Associate's and below",2013,65,0,32,0.492307692307692
"1506","VI","Associate's and below",2013,65,1,33,0.507692307692308
"1507","VI","Associate's and below",2014,58,0,34,0.586206896551724
"1508","VI","Associate's and below",2014,58,1,24,0.413793103448276
"1509","VI","Bachelor's",2010,252,0,183,0.726190476190476
"1510","VI","Bachelor's",2010,252,1,69,0.273809523809524
"1511","VI","Bachelor's",2011,229,0,170,0.74235807860262
"1512","VI","Bachelor's",2011,229,1,59,0.25764192139738
"1513","VI","Bachelor's",2012,237,0,183,0.772151898734177
"1514","VI","Bachelor's",2012,237,1,54,0.227848101265823
"1515","VI","Bachelor's",2013,211,0,156,0.739336492890995
"1516","VI","Bachelor's",2013,211,1,55,0.260663507109005
"1517","VI","Bachelor's",2014,214,1,57,0.266355140186916
"1518","VI","Bachelor's",2014,214,0,157,0.733644859813084
"1519","VI","Master's and Higher",2010,57,1,2,0.0350877192982456
"1520","VI","Master's and Higher",2010,57,0,55,0.964912280701754
"1521","VI","Master's and Higher",2011,34,0,29,0.852941176470588
"1522","VI","Master's and Higher",2011,34,1,5,0.147058823529412
"1523","VI","Master's and Higher",2012,53,0,47,0.886792452830189
"1524","VI","Master's and Higher",2012,53,1,6,0.113207547169811
"1525","VI","Master's and Higher",2013,56,1,9,0.160714285714286
"1526","VI","Master's and Higher",2013,56,0,47,0.839285714285714
"1527","VI","Master's and Higher",2014,50,1,6,0.12
"1528","VI","Master's and Higher",2014,50,0,44,0.88
"1529","VT","Associate's and below",2010,1754,1,636,0.362599771949829
"1530","VT","Associate's and below",2010,1754,0,1118,0.637400228050171
"1531","VT","Associate's and below",2011,1793,0,1157,0.645287228109314
"1532","VT","Associate's and below",2011,1793,1,636,0.354712771890686
"1533","VT","Associate's and below",2012,1758,1,626,0.35608646188851
"1534","VT","Associate's and below",2012,1758,0,1132,0.64391353811149
"1535","VT","Associate's and below",2013,1823,0,1218,0.668129456939111
"1536","VT","Associate's and below",2013,1823,1,605,0.331870543060889
"1537","VT","Associate's and below",2014,1715,0,1111,0.647813411078717
"1538","VT","Associate's and below",2014,1715,1,604,0.352186588921283
"1539","VT","Bachelor's",2010,6541,0,4648,0.710594710288947
"1540","VT","Bachelor's",2010,6541,1,1893,0.289405289711053
"1541","VT","Bachelor's",2011,6786,1,2034,0.29973474801061
"1542","VT","Bachelor's",2011,6786,0,4752,0.70026525198939
"1543","VT","Bachelor's",2012,6893,0,4721,0.684897722326998
"1544","VT","Bachelor's",2012,6893,1,2172,0.315102277673002
"1545","VT","Bachelor's",2013,6872,1,2288,0.332945285215367
"1546","VT","Bachelor's",2013,6872,0,4584,0.667054714784633
"1547","VT","Bachelor's",2014,6830,1,2296,0.336163982430454
"1548","VT","Bachelor's",2014,6830,0,4534,0.663836017569546
"1549","VT","Master's and Higher",2010,2633,0,2135,0.810862134447398
"1550","VT","Master's and Higher",2010,2633,1,498,0.189137865552602
"1551","VT","Master's and Higher",2011,2794,1,490,0.175375805297065
"1552","VT","Master's and Higher",2011,2794,0,2304,0.824624194702935
"1553","VT","Master's and Higher",2012,2929,0,2389,0.815636736087402
"1554","VT","Master's and Higher",2012,2929,1,540,0.184363263912598
"1555","VT","Master's and Higher",2013,3657,1,557,0.152310637134263
"1556","VT","Master's and Higher",2013,3657,0,3100,0.847689362865737
"1557","VT","Master's and Higher",2014,2686,1,535,0.199180938198064
"1558","VT","Master's and Higher",2014,2686,0,2151,0.800819061801936
"1559","WA","Associate's and below",2010,49663,1,9652,0.194349918450355
"1560","WA","Associate's and below",2010,49663,0,40011,0.805650081549645
"1561","WA","Associate's and below",2011,56367,1,11083,0.196622137066014
"1562","WA","Associate's and below",2011,56367,0,45284,0.803377862933986
"1563","WA","Associate's and below",2012,57996,1,11345,0.195616939099248
"1564","WA","Associate's and below",2012,57996,0,46651,0.804383060900752
"1565","WA","Associate's and below",2013,59668,1,12050,0.201950794395656
"1566","WA","Associate's and below",2013,59668,0,47618,0.798049205604344
"1567","WA","Associate's and below",2014,57406,1,11870,0.206772811204404
"1568","WA","Associate's and below",2014,57406,0,45536,0.793227188795596
"1569","WA","Bachelor's",2010,32875,0,22930,0.697490494296578
"1570","WA","Bachelor's",2010,32875,1,9945,0.302509505703422
"1571","WA","Bachelor's",2011,34008,1,10299,0.302840508115737
"1572","WA","Bachelor's",2011,34008,0,23709,0.697159491884263
"1573","WA","Bachelor's",2012,35183,1,11048,0.314015291475997
"1574","WA","Bachelor's",2012,35183,0,24135,0.685984708524003
"1575","WA","Bachelor's",2013,35329,1,11850,0.335418494721051
"1576","WA","Bachelor's",2013,35329,0,23479,0.664581505278949
"1577","WA","Bachelor's",2014,35040,1,12344,0.352283105022831
"1578","WA","Bachelor's",2014,35040,0,22696,0.647716894977169
"1579","WA","Master's and Higher",2010,12286,0,8984,0.731238808399805
"1580","WA","Master's and Higher",2010,12286,1,3302,0.268761191600195
"1581","WA","Master's and Higher",2011,12387,1,3246,0.262048922257205
"1582","WA","Master's and Higher",2011,12387,0,9141,0.737951077742795
"1583","WA","Master's and Higher",2012,12438,0,8977,0.721739829554591
"1584","WA","Master's and Higher",2012,12438,1,3461,0.278260170445409
"1585","WA","Master's and Higher",2013,12507,1,3885,0.310626049412329
"1586","WA","Master's and Higher",2013,12507,0,8622,0.689373950587671
"1587","WA","Master's and Higher",2014,11980,1,4034,0.336727879799666
"1588","WA","Master's and Higher",2014,11980,0,7946,0.663272120200334
"1589","WI","Associate's and below",2010,33253,1,8984,0.270171112380838
"1590","WI","Associate's and below",2010,33253,0,24269,0.729828887619162
"1591","WI","Associate's and below",2011,36691,1,10044,0.273745605189283
"1592","WI","Associate's and below",2011,36691,0,26647,0.726254394810717
"1593","WI","Associate's and below",2012,38031,0,27550,0.724409034734822
"1594","WI","Associate's and below",2012,38031,1,10481,0.275590965265178
"1595","WI","Associate's and below",2013,36329,1,9936,0.273500509235046
"1596","WI","Associate's and below",2013,36329,0,26393,0.726499490764954
"1597","WI","Associate's and below",2014,34956,0,25762,0.73698363657169
"1598","WI","Associate's and below",2014,34956,1,9194,0.26301636342831
"1599","WI","Bachelor's",2010,39204,0,26225,0.668936843179267
"1600","WI","Bachelor's",2010,39204,1,12979,0.331063156820733
"1601","WI","Bachelor's",2011,40471,1,13788,0.34068839415878
"1602","WI","Bachelor's",2011,40471,0,26683,0.65931160584122
"1603","WI","Bachelor's",2012,41248,0,26706,0.647449573312645
"1604","WI","Bachelor's",2012,41248,1,14542,0.352550426687355
"1605","WI","Bachelor's",2013,42369,1,15262,0.360216195803536
"1606","WI","Bachelor's",2013,42369,0,27107,0.639783804196464
"1607","WI","Bachelor's",2014,42609,1,15716,0.368842263371588
"1608","WI","Bachelor's",2014,42609,0,26893,0.631157736628412
"1609","WI","Master's and Higher",2010,11897,0,8755,0.735899806673951
"1610","WI","Master's and Higher",2010,11897,1,3142,0.264100193326049
"1611","WI","Master's and Higher",2011,12234,1,3471,0.283717508582639
"1612","WI","Master's and Higher",2011,12234,0,8763,0.716282491417361
"1613","WI","Master's and Higher",2012,12656,1,3609,0.285161188369153
"1614","WI","Master's and Higher",2012,12656,0,9047,0.714838811630847
"1615","WI","Master's and Higher",2013,12366,0,8789,0.710739123402879
"1616","WI","Master's and Higher",2013,12366,1,3577,0.289260876597121
"1617","WI","Master's and Higher",2014,11686,1,3751,0.320982372069143
"1618","WI","Master's and Higher",2014,11686,0,7935,0.679017627930857
"1619","WV","Associate's and below",2010,7122,0,5128,0.720022465599551
"1620","WV","Associate's and below",2010,7122,1,1990,0.279415894411682
"1621","WV","Associate's and below",2011,8158,0,5906,0.72395194900711
"1622","WV","Associate's and below",2011,8158,1,2252,0.27604805099289
"1623","WV","Associate's and below",2012,8496,0,6184,0.727871939736347
"1624","WV","Associate's and below",2012,8496,1,2312,0.272128060263653
"1625","WV","Associate's and below",2013,8941,0,6575,0.735376356112292
"1626","WV","Associate's and below",2013,8941,1,2366,0.264623643887708
"1627","WV","Associate's and below",2014,9742,0,7651,0.785362348593718
"1628","WV","Associate's and below",2014,9742,1,2091,0.214637651406282
"1629","WV","Bachelor's",2010,12209,0,8921,0.730690474240315
"1630","WV","Bachelor's",2010,12209,1,3288,0.269309525759685
"1631","WV","Bachelor's",2011,13179,1,3683,0.279459746566507
"1632","WV","Bachelor's",2011,13179,0,9496,0.720540253433493
"1633","WV","Bachelor's",2012,14376,1,3920,0.272676683361157
"1634","WV","Bachelor's",2012,14376,0,10456,0.727323316638843
"1635","WV","Bachelor's",2013,14721,0,10829,0.735615786970994
"1636","WV","Bachelor's",2013,14721,1,3892,0.264384213029006
"1637","WV","Bachelor's",2014,16039,1,4291,0.267535382505144
"1638","WV","Bachelor's",2014,16039,0,11748,0.732464617494856
"1639","WV","Master's and Higher",2010,6082,1,1192,0.195988161788885
"1640","WV","Master's and Higher",2010,6082,0,4890,0.804011838211115
"1641","WV","Master's and Higher",2011,6965,0,5585,0.801866475233309
"1642","WV","Master's and Higher",2011,6965,1,1380,0.198133524766691
"1643","WV","Master's and Higher",2012,7298,0,5844,0.800767333516032
"1644","WV","Master's and Higher",2012,7298,1,1454,0.199232666483968
"1645","WV","Master's and Higher",2013,7534,1,1303,0.172949296522432
"1646","WV","Master's and Higher",2013,7534,0,6231,0.827050703477568
"1647","WV","Master's and Higher",2014,7900,1,1401,0.177341772151899
"1648","WV","Master's and Higher",2014,7900,0,6499,0.822658227848101
"1649","WY","Associate's and below",2010,4529,1,1706,0.376683594612497
"1650","WY","Associate's and below",2010,4529,0,2823,0.623316405387503
"1651","WY","Associate's and below",2011,5238,0,3534,0.674684994272623
"1652","WY","Associate's and below",2011,5238,1,1704,0.325315005727377
"1653","WY","Associate's and below",2012,4364,0,2812,0.644362969752521
"1654","WY","Associate's and below",2012,4364,1,1552,0.355637030247479
"1655","WY","Associate's and below",2013,5390,0,3430,0.636363636363636
"1656","WY","Associate's and below",2013,5390,1,1960,0.363636363636364
"1657","WY","Associate's and below",2014,5295,0,3352,0.633050047214353
"1658","WY","Associate's and below",2014,5295,1,1943,0.366949952785647
"1659","WY","Bachelor's",2010,1970,0,1176,0.596954314720812
"1660","WY","Bachelor's",2010,1970,1,794,0.403045685279188
"1661","WY","Bachelor's",2011,2040,1,835,0.409313725490196
"1662","WY","Bachelor's",2011,2040,0,1205,0.590686274509804
"1663","WY","Bachelor's",2012,2270,1,919,0.404845814977974
"1664","WY","Bachelor's",2012,2270,0,1351,0.595154185022026
"1665","WY","Bachelor's",2013,2269,1,993,0.437637725870427
"1666","WY","Bachelor's",2013,2269,0,1276,0.562362274129573
"1667","WY","Bachelor's",2014,2186,1,1020,0.466605672461116
"1668","WY","Bachelor's",2014,2186,0,1166,0.533394327538884
"1669","WY","Master's and Higher",2010,587,0,344,0.58603066439523
"1670","WY","Master's and Higher",2010,587,1,243,0.41396933560477
"1671","WY","Master's and Higher",2011,690,1,301,0.436231884057971
"1672","WY","Master's and Higher",2011,690,0,389,0.563768115942029
"1673","WY","Master's and Higher",2012,709,0,380,0.535966149506347
"1674","WY","Master's and Higher",2012,709,1,329,0.464033850493653
"1675","WY","Master's and Higher",2013,708,1,297,0.419491525423729
"1676","WY","Master's and Higher",2013,708,0,411,0.580508474576271
"1677","WY","Master's and Higher",2014,711,0,383,0.538677918424754
"1678","WY","Master's and Higher",2014,711,1,328,0.461322081575246
