"","STABBR","AWLEVEL","CIPCODE","totalawards","statetotals","Code","Occupation","STEM.Disciplines","STEM","compSci"
"1","AK",1,3.0101,7,549,NA,NA,NA,NA,NA
"2","AK",1,11.0801,1,549,NA,NA,NA,NA,NA
"3","AK",1,11.0901,1,549,NA,NA,NA,NA,NA
"4","AK",1,11.1002,23,549,NA,NA,NA,NA,NA
"5","AK",1,11.1004,1,549,NA,NA,NA,NA,NA
"6","AK",1,11.1099,0,549,NA,NA,NA,NA,NA
"7","AK",1,13.1001,7,549,NA,NA,NA,NA,NA
"8","AK",1,15.0501,2,549,NA,NA,NA,NA,NA
"9","AK",1,15.0506,2,549,NA,NA,NA,NA,NA
"10","AK",1,15.1302,1,549,NA,NA,NA,NA,NA
"11","AK",1,16.1001,2,549,NA,NA,NA,NA,NA
"12","AK",1,19.0501,7,549,NA,NA,NA,NA,NA
"13","AK",1,19.0709,8,549,NA,NA,NA,NA,NA
"14","AK",1,31.0599,2,549,NA,NA,NA,NA,NA
"15","AK",1,39.0201,2,549,NA,NA,NA,NA,NA
"16","AK",1,43.0107,52,549,NA,NA,NA,NA,NA
"17","AK",1,43.0199,0,549,NA,NA,NA,NA,NA
"18","AK",1,44,1,549,NA,NA,NA,NA,NA
"19","AK",1,46.0201,26,549,NA,NA,NA,NA,NA
"20","AK",1,46.0302,9,549,NA,NA,NA,NA,NA
"21","AK",1,46.0403,0,549,NA,NA,NA,NA,NA
"22","AK",1,46.0502,6,549,NA,NA,NA,NA,NA
"23","AK",1,46.0503,8,549,NA,NA,NA,NA,NA
"24","AK",1,46.9999,0,549,NA,NA,NA,NA,NA
"25","AK",1,47.0604,1,549,NA,NA,NA,NA,NA
"26","AK",1,47.0605,10,549,NA,NA,NA,NA,NA
"27","AK",1,48.0508,41,549,NA,NA,NA,NA,NA
"28","AK",1,49.0104,5,549,NA,NA,NA,NA,NA
"29","AK",1,49.0205,5,549,NA,NA,NA,NA,NA
"30","AK",1,49.0309,9,549,NA,NA,NA,NA,NA
"31","AK",1,50.0201,0,549,NA,NA,NA,NA,NA
"32","AK",1,50.0701,1,549,NA,NA,NA,NA,NA
"33","AK",1,51.0707,2,549,NA,NA,NA,NA,NA
"34","AK",1,51.071,1,549,NA,NA,NA,NA,NA
"35","AK",1,51.0713,25,549,NA,NA,NA,NA,NA
"36","AK",1,51.0714,1,549,NA,NA,NA,NA,NA
"37","AK",1,51.0802,1,549,NA,NA,NA,NA,NA
"38","AK",1,51.0805,6,549,NA,NA,NA,NA,NA
"39","AK",1,51.0808,12,549,NA,NA,NA,NA,NA
"40","AK",1,51.0911,1,549,NA,NA,NA,NA,NA
"41","AK",1,51.1009,39,549,NA,NA,NA,NA,NA
"42","AK",1,51.2601,1,549,NA,NA,NA,NA,NA
"43","AK",1,51.3902,93,549,NA,NA,NA,NA,NA
"44","AK",1,52.0201,67,549,NA,NA,NA,NA,NA
"45","AK",1,52.0204,2,549,NA,NA,NA,NA,NA
"46","AK",1,52.0206,0,549,NA,NA,NA,NA,NA
"47","AK",1,52.0302,24,549,NA,NA,NA,NA,NA
"48","AK",1,52.0401,3,549,NA,NA,NA,NA,NA
"49","AK",1,52.0408,21,549,NA,NA,NA,NA,NA
"50","AK",1,52.0499,10,549,NA,NA,NA,NA,NA
"51","AK",1,99,549,549,NA,NA,NA,NA,NA
"52","AK",17,3.0299,0,46,NA,NA,NA,NA,NA
"53","AK",17,3.0301,3,46,NA,NA,NA,NA,NA
"54","AK",17,5.0202,1,46,NA,NA,NA,NA,NA
"55","AK",17,14.0101,1,46,NA,NA,NA,NA,NA
"56","AK",17,26.0101,11,46,NA,NA,NA,NA,NA
"57","AK",17,26.0204,1,46,NA,NA,NA,NA,NA
"58","AK",17,26.1302,2,46,NA,NA,NA,NA,NA
"59","AK",17,27.0101,0,46,NA,NA,NA,NA,NA
"60","AK",17,30.9999,17,46,NA,NA,NA,NA,NA
"61","AK",17,40.0202,2,46,NA,NA,NA,NA,NA
"62","AK",17,40.0401,0,46,NA,NA,NA,NA,NA
"63","AK",17,40.0599,2,46,NA,NA,NA,NA,NA
"64","AK",17,40.0601,1,46,NA,NA,NA,NA,NA
"65","AK",17,40.0603,1,46,NA,NA,NA,NA,NA
"66","AK",17,40.0607,1,46,NA,NA,NA,NA,NA
"67","AK",17,40.0801,0,46,NA,NA,NA,NA,NA
"68","AK",17,42.0101,1,46,NA,NA,NA,NA,NA
"69","AK",17,45.0201,2,46,NA,NA,NA,NA,NA
"70","AK",17,99,46,46,NA,NA,NA,NA,NA
"71","AK",18,42.2803,0,0,NA,NA,NA,NA,NA
"72","AK",18,99,0,0,NA,NA,NA,NA,NA
"73","AK",19,42.2803,0,0,NA,NA,NA,NA,NA
"74","AK",19,99,0,0,NA,NA,NA,NA,NA
"75","AK",2,3.0299,0,1084,NA,NA,NA,NA,NA
"76","AK",2,3.0301,0,1084,NA,NA,NA,NA,NA
"77","AK",2,11.0101,36,1084,NA,NA,NA,NA,NA
"78","AK",2,11.0401,12,1084,NA,NA,NA,NA,NA
"79","AK",2,11.0701,11,1084,NA,NA,NA,NA,NA
"80","AK",2,11.0901,1,1084,NA,NA,NA,NA,NA
"81","AK",2,11.1001,23,1084,NA,NA,NA,NA,NA
"82","AK",2,11.1003,21,1084,NA,NA,NA,NA,NA
"83","AK",2,11.1099,0,1084,NA,NA,NA,NA,NA
"84","AK",2,12.0503,0,1084,NA,NA,NA,NA,NA
"85","AK",2,12.0504,18,1084,NA,NA,NA,NA,NA
"86","AK",2,13.0501,0,1084,NA,NA,NA,NA,NA
"87","AK",2,13.1001,0,1084,NA,NA,NA,NA,NA
"88","AK",2,13.1202,0,1084,NA,NA,NA,NA,NA
"89","AK",2,13.1206,0,1084,NA,NA,NA,NA,NA
"90","AK",2,13.1209,0,1084,NA,NA,NA,NA,NA
"91","AK",2,13.121,1,1084,NA,NA,NA,NA,NA
"92","AK",2,13.1311,0,1084,NA,NA,NA,NA,NA
"93","AK",2,13.1315,0,1084,NA,NA,NA,NA,NA
"94","AK",2,13.1501,1,1084,NA,NA,NA,NA,NA
"95","AK",2,14.0101,1,1084,NA,NA,NA,NA,NA
"96","AK",2,14.0802,2,1084,NA,NA,NA,NA,NA
"97","AK",2,15.0404,4,1084,NA,NA,NA,NA,NA
"98","AK",2,15.0599,0,1084,NA,NA,NA,NA,NA
"99","AK",2,15.0699,0,1084,NA,NA,NA,NA,NA
"100","AK",2,15.0703,5,1084,NA,NA,NA,NA,NA
"101","AK",2,15.0805,1,1084,NA,NA,NA,NA,NA
"102","AK",2,15.0903,1,1084,NA,NA,NA,NA,NA
"103","AK",2,15.1301,7,1084,NA,NA,NA,NA,NA
"104","AK",2,15.1302,22,1084,NA,NA,NA,NA,NA
"105","AK",2,15.1303,10,1084,NA,NA,NA,NA,NA
"106","AK",2,15.1304,0,1084,NA,NA,NA,NA,NA
"107","AK",2,15.1305,3,1084,NA,NA,NA,NA,NA
"108","AK",2,15.1399,5,1084,NA,NA,NA,NA,NA
"109","AK",2,16.1001,1,1084,NA,NA,NA,NA,NA
"110","AK",2,16.9999,0,1084,NA,NA,NA,NA,NA
"111","AK",2,19.0709,1,1084,NA,NA,NA,NA,NA
"112","AK",2,22.0302,29,1084,NA,NA,NA,NA,NA
"113","AK",2,31.9999,6,1084,NA,NA,NA,NA,NA
"114","AK",2,38.0101,1,1084,NA,NA,NA,NA,NA
"115","AK",2,39.0201,7,1084,NA,NA,NA,NA,NA
"116","AK",2,43.0107,0,1084,NA,NA,NA,NA,NA
"117","AK",2,43.0203,0,1084,NA,NA,NA,NA,NA
"118","AK",2,44.0201,4,1084,NA,NA,NA,NA,NA
"119","AK",2,46.0201,5,1084,NA,NA,NA,NA,NA
"120","AK",2,46.0302,0,1084,NA,NA,NA,NA,NA
"121","AK",2,46.0401,8,1084,NA,NA,NA,NA,NA
"122","AK",2,46.0403,1,1084,NA,NA,NA,NA,NA
"123","AK",2,46.0503,3,1084,NA,NA,NA,NA,NA
"124","AK",2,47.0104,0,1084,NA,NA,NA,NA,NA
"125","AK",2,47.0105,26,1084,NA,NA,NA,NA,NA
"126","AK",2,47.0199,0,1084,NA,NA,NA,NA,NA
"127","AK",2,47.0201,15,1084,NA,NA,NA,NA,NA
"128","AK",2,47.0302,3,1084,NA,NA,NA,NA,NA
"129","AK",2,47.0604,24,1084,NA,NA,NA,NA,NA
"130","AK",2,47.0605,36,1084,NA,NA,NA,NA,NA
"131","AK",2,47.0607,21,1084,NA,NA,NA,NA,NA
"132","AK",2,47.0608,1,1084,NA,NA,NA,NA,NA
"133","AK",2,47.0699,0,1084,NA,NA,NA,NA,NA
"134","AK",2,48.0508,5,1084,NA,NA,NA,NA,NA
"135","AK",2,51,1,1084,NA,NA,NA,NA,NA
"136","AK",2,51.0601,10,1084,NA,NA,NA,NA,NA
"137","AK",2,51.0706,9,1084,NA,NA,NA,NA,NA
"138","AK",2,51.0713,26,1084,NA,NA,NA,NA,NA
"139","AK",2,51.0716,6,1084,NA,NA,NA,NA,NA
"140","AK",2,51.0799,5,1084,NA,NA,NA,NA,NA
"141","AK",2,51.0801,463,1084,NA,NA,NA,NA,NA
"142","AK",2,51.0802,0,1084,NA,NA,NA,NA,NA
"143","AK",2,51.0805,3,1084,NA,NA,NA,NA,NA
"144","AK",2,51.0808,1,1084,NA,NA,NA,NA,NA
"145","AK",2,51.0911,1,1084,NA,NA,NA,NA,NA
"146","AK",2,51.1105,1,1084,NA,NA,NA,NA,NA
"147","AK",2,51.1599,7,1084,NA,NA,NA,NA,NA
"148","AK",2,51.2201,5,1084,NA,NA,NA,NA,NA
"149","AK",2,51.2601,2,1084,NA,NA,NA,NA,NA
"150","AK",2,51.3501,49,1084,NA,NA,NA,NA,NA
"151","AK",2,51.3801,1,1084,NA,NA,NA,NA,NA
"152","AK",2,51.3901,18,1084,NA,NA,NA,NA,NA
"153","AK",2,52.0201,13,1084,NA,NA,NA,NA,NA
"154","AK",2,52.0203,1,1084,NA,NA,NA,NA,NA
"155","AK",2,52.0204,0,1084,NA,NA,NA,NA,NA
"156","AK",2,52.0301,38,1084,NA,NA,NA,NA,NA
"157","AK",2,52.0302,13,1084,NA,NA,NA,NA,NA
"158","AK",2,52.0401,27,1084,NA,NA,NA,NA,NA
"159","AK",2,52.0701,2,1084,NA,NA,NA,NA,NA
"160","AK",2,52.1201,0,1084,NA,NA,NA,NA,NA
"161","AK",2,99,1084,1084,NA,NA,NA,NA,NA
"162","AK",3,3.0201,0,1523,NA,NA,NA,NA,NA
"163","AK",3,3.0301,1,1523,NA,NA,NA,NA,NA
"164","AK",3,5.0202,0,1523,NA,NA,NA,NA,NA
"165","AK",3,11.0101,0,1523,NA,NA,NA,NA,NA
"166","AK",3,11.0202,5,1523,NA,NA,NA,NA,NA
"167","AK",3,11.0701,60,1523,NA,NA,NA,NA,NA
"168","AK",3,11.0901,0,1523,NA,NA,NA,NA,NA
"169","AK",3,11.1003,28,1523,NA,NA,NA,NA,NA
"170","AK",3,12.0503,26,1523,NA,NA,NA,NA,NA
"171","AK",3,13.1001,3,1523,NA,NA,NA,NA,NA
"172","AK",3,13.1206,3,1523,NA,NA,NA,NA,NA
"173","AK",3,13.1209,0,1523,NA,NA,NA,NA,NA
"174","AK",3,13.121,14,1523,NA,NA,NA,NA,NA
"175","AK",3,13.1309,3,1523,NA,NA,NA,NA,NA
"176","AK",3,13.1501,0,1523,NA,NA,NA,NA,NA
"177","AK",3,15.0101,21,1523,NA,NA,NA,NA,NA
"178","AK",3,15.0404,7,1523,NA,NA,NA,NA,NA
"179","AK",3,15.0599,2,1523,NA,NA,NA,NA,NA
"180","AK",3,15.0612,0,1523,NA,NA,NA,NA,NA
"181","AK",3,15.0699,76,1523,NA,NA,NA,NA,NA
"182","AK",3,15.0701,11,1523,NA,NA,NA,NA,NA
"183","AK",3,15.0903,0,1523,NA,NA,NA,NA,NA
"184","AK",3,15.1102,9,1523,NA,NA,NA,NA,NA
"185","AK",3,15.1201,19,1523,NA,NA,NA,NA,NA
"186","AK",3,15.1202,10,1523,NA,NA,NA,NA,NA
"187","AK",3,15.1301,19,1523,NA,NA,NA,NA,NA
"188","AK",3,16.1001,1,1523,NA,NA,NA,NA,NA
"189","AK",3,16.9999,0,1523,NA,NA,NA,NA,NA
"190","AK",3,19.0709,9,1523,NA,NA,NA,NA,NA
"191","AK",3,22.0302,11,1523,NA,NA,NA,NA,NA
"192","AK",3,24.0101,295,1523,NA,NA,NA,NA,NA
"193","AK",3,30.1801,5,1523,NA,NA,NA,NA,NA
"194","AK",3,30.9999,0,1523,NA,NA,NA,NA,NA
"195","AK",3,39.0201,3,1523,NA,NA,NA,NA,NA
"196","AK",3,41.9999,5,1523,NA,NA,NA,NA,NA
"197","AK",3,43.0103,44,1523,NA,NA,NA,NA,NA
"198","AK",3,43.0202,0,1523,NA,NA,NA,NA,NA
"199","AK",3,43.0203,25,1523,NA,NA,NA,NA,NA
"200","AK",3,43.0299,12,1523,NA,NA,NA,NA,NA
"201","AK",3,44,1,1523,NA,NA,NA,NA,NA
"202","AK",3,44.0201,1,1523,NA,NA,NA,NA,NA
"203","AK",3,46.0201,5,1523,NA,NA,NA,NA,NA
"204","AK",3,46.0301,0,1523,NA,NA,NA,NA,NA
"205","AK",3,47.0104,20,1523,NA,NA,NA,NA,NA
"206","AK",3,47.0199,0,1523,NA,NA,NA,NA,NA
"207","AK",3,47.0201,7,1523,NA,NA,NA,NA,NA
"208","AK",3,47.0302,2,1523,NA,NA,NA,NA,NA
"209","AK",3,47.0604,5,1523,NA,NA,NA,NA,NA
"210","AK",3,47.0605,0,1523,NA,NA,NA,NA,NA
"211","AK",3,47.0607,3,1523,NA,NA,NA,NA,NA
"212","AK",3,47.0608,3,1523,NA,NA,NA,NA,NA
"213","AK",3,48.0508,7,1523,NA,NA,NA,NA,NA
"214","AK",3,49.0102,5,1523,NA,NA,NA,NA,NA
"215","AK",3,49.0104,4,1523,NA,NA,NA,NA,NA
"216","AK",3,49.0105,58,1523,NA,NA,NA,NA,NA
"217","AK",3,50.0499,1,1523,NA,NA,NA,NA,NA
"218","AK",3,50.0502,0,1523,NA,NA,NA,NA,NA
"219","AK",3,51,0,1523,NA,NA,NA,NA,NA
"220","AK",3,51.0601,6,1523,NA,NA,NA,NA,NA
"221","AK",3,51.0602,19,1523,NA,NA,NA,NA,NA
"222","AK",3,51.0706,8,1523,NA,NA,NA,NA,NA
"223","AK",3,51.071,73,1523,NA,NA,NA,NA,NA
"224","AK",3,51.0713,93,1523,NA,NA,NA,NA,NA
"225","AK",3,51.0801,47,1523,NA,NA,NA,NA,NA
"226","AK",3,51.0805,1,1523,NA,NA,NA,NA,NA
"227","AK",3,51.0911,22,1523,NA,NA,NA,NA,NA
"228","AK",3,51.1004,3,1523,NA,NA,NA,NA,NA
"229","AK",3,51.1502,41,1523,NA,NA,NA,NA,NA
"230","AK",3,51.1599,8,1523,NA,NA,NA,NA,NA
"231","AK",3,51.2201,4,1523,NA,NA,NA,NA,NA
"232","AK",3,51.3801,87,1523,NA,NA,NA,NA,NA
"233","AK",3,52.0201,78,1523,NA,NA,NA,NA,NA
"234","AK",3,52.0203,1,1523,NA,NA,NA,NA,NA
"235","AK",3,52.0204,1,1523,NA,NA,NA,NA,NA
"236","AK",3,52.0299,15,1523,NA,NA,NA,NA,NA
"237","AK",3,52.0301,80,1523,NA,NA,NA,NA,NA
"238","AK",3,52.0302,16,1523,NA,NA,NA,NA,NA
"239","AK",3,52.0401,0,1523,NA,NA,NA,NA,NA
"240","AK",3,52.0407,16,1523,NA,NA,NA,NA,NA
"241","AK",3,52.1201,13,1523,NA,NA,NA,NA,NA
"242","AK",3,52.2001,6,1523,NA,NA,NA,NA,NA
"243","AK",3,52.9999,36,1523,NA,NA,NA,NA,NA
"244","AK",3,99,1523,1523,NA,NA,NA,NA,NA
"245","AK",4,39.0201,5,5,NA,NA,NA,NA,NA
"246","AK",4,99,5,5,NA,NA,NA,NA,NA
"247","AK",5,3.0101,1,1770,NA,NA,NA,NA,NA
"248","AK",5,3.0103,9,1770,NA,NA,NA,NA,NA
"249","AK",5,3.0104,5,1770,NA,NA,NA,NA,NA
"250","AK",5,3.0201,0,1770,NA,NA,NA,NA,NA
"251","AK",5,3.0301,6,1770,NA,NA,NA,NA,NA
"252","AK",5,3.0601,9,1770,NA,NA,NA,NA,NA
"253","AK",5,3.9999,9,1770,NA,NA,NA,NA,NA
"254","AK",5,5.011,2,1770,NA,NA,NA,NA,NA
"255","AK",5,5.0199,3,1770,NA,NA,NA,NA,NA
"256","AK",5,5.0202,0,1770,NA,NA,NA,NA,NA
"257","AK",5,9.0101,8,1770,NA,NA,NA,NA,NA
"258","AK",5,9.0401,37,1770,NA,NA,NA,NA,NA
"259","AK",5,11.0101,18,1770,NA,NA,NA,NA,NA
"260","AK",5,11.0103,32,1770,NA,NA,NA,NA,NA
"261","AK",5,11.0701,1,1770,NA,NA,NA,NA,NA
"262","AK",5,13.0101,0,1770,NA,NA,NA,NA,NA
"263","AK",5,13.1202,63,1770,NA,NA,NA,NA,NA
"264","AK",5,13.1205,0,1770,NA,NA,NA,NA,NA
"265","AK",5,13.1206,13,1770,NA,NA,NA,NA,NA
"266","AK",5,13.1209,0,1770,NA,NA,NA,NA,NA
"267","AK",5,13.121,11,1770,NA,NA,NA,NA,NA
"268","AK",5,13.1312,4,1770,NA,NA,NA,NA,NA
"269","AK",5,13.1314,0,1770,NA,NA,NA,NA,NA
"270","AK",5,13.9999,2,1770,NA,NA,NA,NA,NA
"271","AK",5,14.0101,19,1770,NA,NA,NA,NA,NA
"272","AK",5,14.0801,58,1770,NA,NA,NA,NA,NA
"273","AK",5,14.0901,3,1770,NA,NA,NA,NA,NA
"274","AK",5,14.1001,8,1770,NA,NA,NA,NA,NA
"275","AK",5,14.1901,19,1770,NA,NA,NA,NA,NA
"276","AK",5,14.2101,3,1770,NA,NA,NA,NA,NA
"277","AK",5,14.2501,20,1770,NA,NA,NA,NA,NA
"278","AK",5,14.3901,7,1770,NA,NA,NA,NA,NA
"279","AK",5,15.1102,6,1770,NA,NA,NA,NA,NA
"280","AK",5,16.0101,33,1770,NA,NA,NA,NA,NA
"281","AK",5,16.0102,0,1770,NA,NA,NA,NA,NA
"282","AK",5,16.0302,4,1770,NA,NA,NA,NA,NA
"283","AK",5,16.1001,2,1770,NA,NA,NA,NA,NA
"284","AK",5,16.9999,2,1770,NA,NA,NA,NA,NA
"285","AK",5,19.0706,4,1770,NA,NA,NA,NA,NA
"286","AK",5,23.0101,45,1770,NA,NA,NA,NA,NA
"287","AK",5,24.0101,31,1770,NA,NA,NA,NA,NA
"288","AK",5,26.0101,96,1770,NA,NA,NA,NA,NA
"289","AK",5,26.1302,16,1770,NA,NA,NA,NA,NA
"290","AK",5,27.0101,26,1770,NA,NA,NA,NA,NA
"291","AK",5,27.0301,0,1770,NA,NA,NA,NA,NA
"292","AK",5,30.0101,27,1770,NA,NA,NA,NA,NA
"293","AK",5,30.2001,10,1770,NA,NA,NA,NA,NA
"294","AK",5,30.9999,26,1770,NA,NA,NA,NA,NA
"295","AK",5,31.0101,7,1770,NA,NA,NA,NA,NA
"296","AK",5,31.0599,17,1770,NA,NA,NA,NA,NA
"297","AK",5,38.0101,10,1770,NA,NA,NA,NA,NA
"298","AK",5,39.0201,4,1770,NA,NA,NA,NA,NA
"299","AK",5,39.0301,2,1770,NA,NA,NA,NA,NA
"300","AK",5,39.0601,1,1770,NA,NA,NA,NA,NA
"301","AK",5,40.0501,13,1770,NA,NA,NA,NA,NA
"302","AK",5,40.0601,19,1770,NA,NA,NA,NA,NA
"303","AK",5,40.0801,2,1770,NA,NA,NA,NA,NA
"304","AK",5,40.0899,0,1770,NA,NA,NA,NA,NA
"305","AK",5,41.9999,13,1770,NA,NA,NA,NA,NA
"306","AK",5,42.0101,141,1770,NA,NA,NA,NA,NA
"307","AK",5,42.2803,11,1770,NA,NA,NA,NA,NA
"308","AK",5,43.0103,2,1770,NA,NA,NA,NA,NA
"309","AK",5,43.0199,51,1770,NA,NA,NA,NA,NA
"310","AK",5,44,1,1770,NA,NA,NA,NA,NA
"311","AK",5,44.0201,6,1770,NA,NA,NA,NA,NA
"312","AK",5,44.0701,23,1770,NA,NA,NA,NA,NA
"313","AK",5,45.0101,10,1770,NA,NA,NA,NA,NA
"314","AK",5,45.0201,23,1770,NA,NA,NA,NA,NA
"315","AK",5,45.0601,19,1770,NA,NA,NA,NA,NA
"316","AK",5,45.0701,12,1770,NA,NA,NA,NA,NA
"317","AK",5,45.1001,35,1770,NA,NA,NA,NA,NA
"318","AK",5,45.1101,27,1770,NA,NA,NA,NA,NA
"319","AK",5,49.0104,25,1770,NA,NA,NA,NA,NA
"320","AK",5,50.0502,11,1770,NA,NA,NA,NA,NA
"321","AK",5,50.0701,45,1770,NA,NA,NA,NA,NA
"322","AK",5,50.0901,5,1770,NA,NA,NA,NA,NA
"323","AK",5,50.0903,3,1770,NA,NA,NA,NA,NA
"324","AK",5,51.0602,4,1770,NA,NA,NA,NA,NA
"325","AK",5,51.1005,9,1770,NA,NA,NA,NA,NA
"326","AK",5,51.1502,23,1770,NA,NA,NA,NA,NA
"327","AK",5,51.2201,1,1770,NA,NA,NA,NA,NA
"328","AK",5,51.2211,3,1770,NA,NA,NA,NA,NA
"329","AK",5,51.3801,102,1770,NA,NA,NA,NA,NA
"330","AK",5,52.0101,0,1770,NA,NA,NA,NA,NA
"331","AK",5,52.0201,128,1770,NA,NA,NA,NA,NA
"332","AK",5,52.0203,13,1770,NA,NA,NA,NA,NA
"333","AK",5,52.0206,1,1770,NA,NA,NA,NA,NA
"334","AK",5,52.0301,64,1770,NA,NA,NA,NA,NA
"335","AK",5,52.0305,15,1770,NA,NA,NA,NA,NA
"336","AK",5,52.0801,34,1770,NA,NA,NA,NA,NA
"337","AK",5,52.0901,4,1770,NA,NA,NA,NA,NA
"338","AK",5,52.1201,38,1770,NA,NA,NA,NA,NA
"339","AK",5,52.1401,28,1770,NA,NA,NA,NA,NA
"340","AK",5,52.2001,18,1770,NA,NA,NA,NA,NA
"341","AK",5,54.0101,49,1770,NA,NA,NA,NA,NA
"342","AK",5,99,1770,1770,NA,NA,NA,NA,NA
"343","AK",6,13.0401,17,179,NA,NA,NA,NA,NA
"344","AK",6,13.0403,3,179,NA,NA,NA,NA,NA
"345","AK",6,13.0411,7,179,NA,NA,NA,NA,NA
"346","AK",6,13.0501,5,179,NA,NA,NA,NA,NA
"347","AK",6,13.1001,39,179,NA,NA,NA,NA,NA
"348","AK",6,13.1101,2,179,NA,NA,NA,NA,NA
"349","AK",6,13.1202,33,179,NA,NA,NA,NA,NA
"350","AK",6,13.1205,12,179,NA,NA,NA,NA,NA
"351","AK",6,13.1206,19,179,NA,NA,NA,NA,NA
"352","AK",6,13.121,5,179,NA,NA,NA,NA,NA
"353","AK",6,13.1302,3,179,NA,NA,NA,NA,NA
"354","AK",6,13.1311,4,179,NA,NA,NA,NA,NA
"355","AK",6,13.1315,8,179,NA,NA,NA,NA,NA
"356","AK",6,14.0899,7,179,NA,NA,NA,NA,NA
"357","AK",6,27.0301,1,179,NA,NA,NA,NA,NA
"358","AK",6,44.0701,3,179,NA,NA,NA,NA,NA
"359","AK",6,51.3101,5,179,NA,NA,NA,NA,NA
"360","AK",6,51.3803,0,179,NA,NA,NA,NA,NA
"361","AK",6,52.0201,2,179,NA,NA,NA,NA,NA
"362","AK",6,52.0203,1,179,NA,NA,NA,NA,NA
"363","AK",6,52.0701,0,179,NA,NA,NA,NA,NA
"364","AK",6,52.0807,0,179,NA,NA,NA,NA,NA
"365","AK",6,52.2001,3,179,NA,NA,NA,NA,NA
"366","AK",6,99,179,179,NA,NA,NA,NA,NA
"367","AK",7,3.0104,6,693,NA,NA,NA,NA,NA
"368","AK",7,3.0301,8,693,NA,NA,NA,NA,NA
"369","AK",7,3.0601,6,693,NA,NA,NA,NA,NA
"370","AK",7,3.9999,5,693,NA,NA,NA,NA,NA
"371","AK",7,5.0199,6,693,NA,NA,NA,NA,NA
"372","AK",7,9.0101,7,693,NA,NA,NA,NA,NA
"373","AK",7,10.9999,0,693,NA,NA,NA,NA,NA
"374","AK",7,11.0101,1,693,NA,NA,NA,NA,NA
"375","AK",7,11.0701,0,693,NA,NA,NA,NA,NA
"376","AK",7,13.0101,171,693,NA,NA,NA,NA,NA
"377","AK",7,13.0401,53,693,NA,NA,NA,NA,NA
"378","AK",7,13.0403,1,693,NA,NA,NA,NA,NA
"379","AK",7,13.1001,26,693,NA,NA,NA,NA,NA
"380","AK",7,13.1101,7,693,NA,NA,NA,NA,NA
"381","AK",7,13.1199,10,693,NA,NA,NA,NA,NA
"382","AK",7,13.1202,0,693,NA,NA,NA,NA,NA
"383","AK",7,13.1205,0,693,NA,NA,NA,NA,NA
"384","AK",7,13.1206,1,693,NA,NA,NA,NA,NA
"385","AK",7,13.1299,1,693,NA,NA,NA,NA,NA
"386","AK",7,13.1315,0,693,NA,NA,NA,NA,NA
"387","AK",7,13.1399,2,693,NA,NA,NA,NA,NA
"388","AK",7,13.9999,0,693,NA,NA,NA,NA,NA
"389","AK",7,14.0801,10,693,NA,NA,NA,NA,NA
"390","AK",7,14.0901,0,693,NA,NA,NA,NA,NA
"391","AK",7,14.1001,4,693,NA,NA,NA,NA,NA
"392","AK",7,14.1401,7,693,NA,NA,NA,NA,NA
"393","AK",7,14.1901,6,693,NA,NA,NA,NA,NA
"394","AK",7,14.2101,1,693,NA,NA,NA,NA,NA
"395","AK",7,14.2501,8,693,NA,NA,NA,NA,NA
"396","AK",7,14.3901,1,693,NA,NA,NA,NA,NA
"397","AK",7,14.9999,19,693,NA,NA,NA,NA,NA
"398","AK",7,15.1501,5,693,NA,NA,NA,NA,NA
"399","AK",7,16.0102,3,693,NA,NA,NA,NA,NA
"400","AK",7,23.0101,9,693,NA,NA,NA,NA,NA
"401","AK",7,23.1302,9,693,NA,NA,NA,NA,NA
"402","AK",7,23.1303,0,693,NA,NA,NA,NA,NA
"403","AK",7,24.0101,7,693,NA,NA,NA,NA,NA
"404","AK",7,26.0101,10,693,NA,NA,NA,NA,NA
"405","AK",7,26.0204,1,693,NA,NA,NA,NA,NA
"406","AK",7,26.0301,0,693,NA,NA,NA,NA,NA
"407","AK",7,26.0701,0,693,NA,NA,NA,NA,NA
"408","AK",7,26.1302,2,693,NA,NA,NA,NA,NA
"409","AK",7,27.0101,1,693,NA,NA,NA,NA,NA
"410","AK",7,27.0301,3,693,NA,NA,NA,NA,NA
"411","AK",7,30.2301,4,693,NA,NA,NA,NA,NA
"412","AK",7,30.9999,5,693,NA,NA,NA,NA,NA
"413","AK",7,31.0601,4,693,NA,NA,NA,NA,NA
"414","AK",7,40.0202,0,693,NA,NA,NA,NA,NA
"415","AK",7,40.0401,3,693,NA,NA,NA,NA,NA
"416","AK",7,40.0501,1,693,NA,NA,NA,NA,NA
"417","AK",7,40.0599,2,693,NA,NA,NA,NA,NA
"418","AK",7,40.0601,4,693,NA,NA,NA,NA,NA
"419","AK",7,40.0603,3,693,NA,NA,NA,NA,NA
"420","AK",7,40.0607,1,693,NA,NA,NA,NA,NA
"421","AK",7,40.0801,1,693,NA,NA,NA,NA,NA
"422","AK",7,40.0899,0,693,NA,NA,NA,NA,NA
"423","AK",7,42.2801,12,693,NA,NA,NA,NA,NA
"424","AK",7,42.2802,0,693,NA,NA,NA,NA,NA
"425","AK",7,42.2803,19,693,NA,NA,NA,NA,NA
"426","AK",7,43.0103,3,693,NA,NA,NA,NA,NA
"427","AK",7,44.0201,9,693,NA,NA,NA,NA,NA
"428","AK",7,44.0401,23,693,NA,NA,NA,NA,NA
