"","STABBR","AWLEVEL","CIPCODE","totalawards","statetotals","Code","Occupation","STEM.Disciplines","STEM","compSci"
"31573","MN",6,5.02,2,1795,NA,NA,NA,NA,NA
"31574","MN",6,5.0207,1,1795,NA,NA,NA,NA,NA
"31575","MN",6,9.0101,7,1795,NA,NA,NA,NA,NA
"31576","MN",6,9.0499,7,1795,NA,NA,NA,NA,NA
"31577","MN",6,9.9999,3,1795,NA,NA,NA,NA,NA
"31578","MN",6,11.0103,8,1795,NA,NA,NA,NA,NA
"31579","MN",6,11.0802,2,1795,NA,NA,NA,NA,NA
"31580","MN",6,11.0901,0,1795,NA,NA,NA,NA,NA
"31581","MN",6,11.1003,8,1795,NA,NA,NA,NA,NA
"31582","MN",6,11.1099,5,1795,NA,NA,NA,NA,NA
"31583","MN",6,13.0101,158,1795,NA,NA,NA,NA,NA
"31584","MN",6,13.0201,2,1795,NA,NA,NA,NA,NA
"31585","MN",6,13.0202,16,1795,NA,NA,NA,NA,NA
"31586","MN",6,13.0301,11,1795,NA,NA,NA,NA,NA
"31587","MN",6,13.0401,88,1795,NA,NA,NA,NA,NA
"31588","MN",6,13.0402,0,1795,NA,NA,NA,NA,NA
"31589","MN",6,13.0404,4,1795,NA,NA,NA,NA,NA
"31590","MN",6,13.0408,2,1795,NA,NA,NA,NA,NA
"31591","MN",6,13.041,2,1795,NA,NA,NA,NA,NA
"31592","MN",6,13.0499,0,1795,NA,NA,NA,NA,NA
"31593","MN",6,13.0501,10,1795,NA,NA,NA,NA,NA
"31594","MN",6,13.0601,2,1795,NA,NA,NA,NA,NA
"31595","MN",6,13.0607,2,1795,NA,NA,NA,NA,NA
"31596","MN",6,13.1001,12,1795,NA,NA,NA,NA,NA
"31597","MN",6,13.1004,15,1795,NA,NA,NA,NA,NA
"31598","MN",6,13.1005,27,1795,NA,NA,NA,NA,NA
"31599","MN",6,13.1006,14,1795,NA,NA,NA,NA,NA
"31600","MN",6,13.1011,49,1795,NA,NA,NA,NA,NA
"31601","MN",6,13.1013,110,1795,NA,NA,NA,NA,NA
"31602","MN",6,13.1099,0,1795,NA,NA,NA,NA,NA
"31603","MN",6,13.1201,26,1795,NA,NA,NA,NA,NA
"31604","MN",6,13.1202,21,1795,NA,NA,NA,NA,NA
"31605","MN",6,13.1206,30,1795,NA,NA,NA,NA,NA
"31606","MN",6,13.1207,21,1795,NA,NA,NA,NA,NA
"31607","MN",6,13.121,4,1795,NA,NA,NA,NA,NA
"31608","MN",6,13.1302,0,1795,NA,NA,NA,NA,NA
"31609","MN",6,13.1305,0,1795,NA,NA,NA,NA,NA
"31610","MN",6,13.1307,3,1795,NA,NA,NA,NA,NA
"31611","MN",6,13.1311,0,1795,NA,NA,NA,NA,NA
"31612","MN",6,13.1312,2,1795,NA,NA,NA,NA,NA
"31613","MN",6,13.1314,10,1795,NA,NA,NA,NA,NA
"31614","MN",6,13.1315,145,1795,NA,NA,NA,NA,NA
"31615","MN",6,13.1316,13,1795,NA,NA,NA,NA,NA
"31616","MN",6,13.1318,1,1795,NA,NA,NA,NA,NA
"31617","MN",6,13.132,0,1795,NA,NA,NA,NA,NA
"31618","MN",6,13.1322,0,1795,NA,NA,NA,NA,NA
"31619","MN",6,13.1323,1,1795,NA,NA,NA,NA,NA
"31620","MN",6,13.1334,0,1795,NA,NA,NA,NA,NA
"31621","MN",6,13.1399,0,1795,NA,NA,NA,NA,NA
"31622","MN",6,13.1401,95,1795,NA,NA,NA,NA,NA
"31623","MN",6,13.9999,24,1795,NA,NA,NA,NA,NA
"31624","MN",6,14.0101,2,1795,NA,NA,NA,NA,NA
"31625","MN",6,14.0804,1,1795,NA,NA,NA,NA,NA
"31626","MN",6,14.3601,15,1795,NA,NA,NA,NA,NA
"31627","MN",6,16.0901,0,1795,NA,NA,NA,NA,NA
"31628","MN",6,16.1603,1,1795,NA,NA,NA,NA,NA
"31629","MN",6,19.0601,3,1795,NA,NA,NA,NA,NA
"31630","MN",6,19.0702,1,1795,NA,NA,NA,NA,NA
"31631","MN",6,19.0707,9,1795,NA,NA,NA,NA,NA
"31632","MN",6,22.0302,61,1795,NA,NA,NA,NA,NA
"31633","MN",6,23.0101,1,1795,NA,NA,NA,NA,NA
"31634","MN",6,23.1303,3,1795,NA,NA,NA,NA,NA
"31635","MN",6,26.0101,2,1795,NA,NA,NA,NA,NA
"31636","MN",6,27.0301,1,1795,NA,NA,NA,NA,NA
"31637","MN",6,30.0501,3,1795,NA,NA,NA,NA,NA
"31638","MN",6,30.1101,2,1795,NA,NA,NA,NA,NA
"31639","MN",6,30.2001,1,1795,NA,NA,NA,NA,NA
"31640","MN",6,30.2301,8,1795,NA,NA,NA,NA,NA
"31641","MN",6,30.9999,9,1795,NA,NA,NA,NA,NA
"31642","MN",6,31.0504,0,1795,NA,NA,NA,NA,NA
"31643","MN",6,39.0201,1,1795,NA,NA,NA,NA,NA
"31644","MN",6,39.0301,1,1795,NA,NA,NA,NA,NA
"31645","MN",6,39.0401,5,1795,NA,NA,NA,NA,NA
"31646","MN",6,39.0501,1,1795,NA,NA,NA,NA,NA
"31647","MN",6,39.0601,2,1795,NA,NA,NA,NA,NA
"31648","MN",6,39.0602,0,1795,NA,NA,NA,NA,NA
"31649","MN",6,39.0701,12,1795,NA,NA,NA,NA,NA
"31650","MN",6,39.0703,0,1795,NA,NA,NA,NA,NA
"31651","MN",6,39.9999,5,1795,NA,NA,NA,NA,NA
"31652","MN",6,42.0101,17,1795,NA,NA,NA,NA,NA
"31653","MN",6,42.2703,0,1795,NA,NA,NA,NA,NA
"31654","MN",6,42.2803,50,1795,NA,NA,NA,NA,NA
"31655","MN",6,42.2804,5,1795,NA,NA,NA,NA,NA
"31656","MN",6,42.2806,7,1795,NA,NA,NA,NA,NA
"31657","MN",6,42.2807,12,1795,NA,NA,NA,NA,NA
"31658","MN",6,43.0104,6,1795,NA,NA,NA,NA,NA
"31659","MN",6,43.0106,6,1795,NA,NA,NA,NA,NA
"31660","MN",6,44.0401,28,1795,NA,NA,NA,NA,NA
"31661","MN",6,44.0501,3,1795,NA,NA,NA,NA,NA
"31662","MN",6,44.9999,3,1795,NA,NA,NA,NA,NA
"31663","MN",6,45.0701,8,1795,NA,NA,NA,NA,NA
"31664","MN",6,45.0702,25,1795,NA,NA,NA,NA,NA
"31665","MN",6,50.0407,1,1795,NA,NA,NA,NA,NA
"31666","MN",6,50.0409,0,1795,NA,NA,NA,NA,NA
"31667","MN",6,50.0499,0,1795,NA,NA,NA,NA,NA
"31668","MN",6,50.0702,0,1795,NA,NA,NA,NA,NA
"31669","MN",6,50.0903,1,1795,NA,NA,NA,NA,NA
"31670","MN",6,50.0905,0,1795,NA,NA,NA,NA,NA
"31671","MN",6,51.0599,27,1795,NA,NA,NA,NA,NA
"31672","MN",6,51.0701,11,1795,NA,NA,NA,NA,NA
"31673","MN",6,51.0706,16,1795,NA,NA,NA,NA,NA
"31674","MN",6,51.0713,2,1795,NA,NA,NA,NA,NA
"31675","MN",6,51.1004,22,1795,NA,NA,NA,NA,NA
"31676","MN",6,51.1501,67,1795,NA,NA,NA,NA,NA
"31677","MN",6,51.1505,39,1795,NA,NA,NA,NA,NA
"31678","MN",6,51.1599,0,1795,NA,NA,NA,NA,NA
"31679","MN",6,51.2201,34,1795,NA,NA,NA,NA,NA
"31680","MN",6,51.2207,1,1795,NA,NA,NA,NA,NA
"31681","MN",6,51.2299,8,1795,NA,NA,NA,NA,NA
"31682","MN",6,51.231,11,1795,NA,NA,NA,NA,NA
"31683","MN",6,51.2501,20,1795,NA,NA,NA,NA,NA
"31684","MN",6,51.2706,5,1795,NA,NA,NA,NA,NA
"31685","MN",6,51.3199,14,1795,NA,NA,NA,NA,NA
"31686","MN",6,51.3302,0,1795,NA,NA,NA,NA,NA
"31687","MN",6,51.3399,10,1795,NA,NA,NA,NA,NA
"31688","MN",6,51.3801,31,1795,NA,NA,NA,NA,NA
"31689","MN",6,51.3803,1,1795,NA,NA,NA,NA,NA
"31690","MN",6,51.3805,2,1795,NA,NA,NA,NA,NA
"31691","MN",6,51.3808,7,1795,NA,NA,NA,NA,NA
"31692","MN",6,51.3812,1,1795,NA,NA,NA,NA,NA
"31693","MN",6,51.3821,0,1795,NA,NA,NA,NA,NA
"31694","MN",6,51.9999,15,1795,NA,NA,NA,NA,NA
"31695","MN",6,52.0201,29,1795,NA,NA,NA,NA,NA
"31696","MN",6,52.0206,23,1795,NA,NA,NA,NA,NA
"31697","MN",6,52.0208,0,1795,NA,NA,NA,NA,NA
"31698","MN",6,52.0211,9,1795,NA,NA,NA,NA,NA
"31699","MN",6,52.0213,0,1795,NA,NA,NA,NA,NA
"31700","MN",6,52.0299,26,1795,NA,NA,NA,NA,NA
"31701","MN",6,52.0301,11,1795,NA,NA,NA,NA,NA
"31702","MN",6,52.0304,1,1795,NA,NA,NA,NA,NA
"31703","MN",6,52.1001,33,1795,NA,NA,NA,NA,NA
"31704","MN",6,52.1003,14,1795,NA,NA,NA,NA,NA
"31705","MN",6,52.1201,3,1795,NA,NA,NA,NA,NA
"31706","MN",6,52.1401,4,1795,NA,NA,NA,NA,NA
"31707","MN",6,52.9999,8,1795,NA,NA,NA,NA,NA
"31708","MN",6,99,1795,1795,NA,NA,NA,NA,NA
"31709","MN",7,1,15,21845,NA,NA,NA,NA,NA
"31710","MN",7,1.0103,0,21845,NA,NA,NA,NA,NA
"31711","MN",7,1.0901,3,21845,NA,NA,NA,NA,NA
"31712","MN",7,1.1001,2,21845,NA,NA,NA,NA,NA
"31713","MN",7,1.1101,5,21845,NA,NA,NA,NA,NA
"31714","MN",7,1.1201,3,21845,NA,NA,NA,NA,NA
"31715","MN",7,3.0103,5,21845,NA,NA,NA,NA,NA
"31716","MN",7,3.0201,20,21845,NA,NA,NA,NA,NA
"31717","MN",7,3.0301,0,21845,NA,NA,NA,NA,NA
"31718","MN",7,3.0501,0,21845,NA,NA,NA,NA,NA
"31719","MN",7,3.0509,1,21845,NA,NA,NA,NA,NA
"31720","MN",7,3.0601,0,21845,NA,NA,NA,NA,NA
"31721","MN",7,3.9999,5,21845,NA,NA,NA,NA,NA
"31722","MN",7,4.0201,49,21845,NA,NA,NA,NA,NA
"31723","MN",7,4.0301,59,21845,NA,NA,NA,NA,NA
"31724","MN",7,4.0601,21,21845,NA,NA,NA,NA,NA
"31725","MN",7,5.0102,1,21845,NA,NA,NA,NA,NA
"31726","MN",7,5.0104,0,21845,NA,NA,NA,NA,NA
"31727","MN",7,5.011,0,21845,NA,NA,NA,NA,NA
"31728","MN",7,5.02,2,21845,NA,NA,NA,NA,NA
"31729","MN",7,5.0207,5,21845,NA,NA,NA,NA,NA
"31730","MN",7,5.0299,2,21845,NA,NA,NA,NA,NA
"31731","MN",7,9.01,20,21845,NA,NA,NA,NA,NA
"31732","MN",7,9.0101,11,21845,NA,NA,NA,NA,NA
"31733","MN",7,9.0102,22,21845,NA,NA,NA,NA,NA
"31734","MN",7,9.0499,1,21845,NA,NA,NA,NA,NA
"31735","MN",7,9.9999,26,21845,NA,NA,NA,NA,NA
"31736","MN",7,10.0105,2,21845,NA,NA,NA,NA,NA
"31737","MN",7,11.0101,12,21845,NA,NA,NA,NA,NA
"31738","MN",7,11.0103,186,21845,NA,NA,NA,NA,NA
"31739","MN",7,11.0501,4,21845,NA,NA,NA,NA,NA
"31740","MN",7,11.0701,105,21845,NA,NA,NA,NA,NA
"31741","MN",7,11.0901,51,21845,NA,NA,NA,NA,NA
"31742","MN",7,11.1003,113,21845,NA,NA,NA,NA,NA
"31743","MN",7,11.1099,42,21845,NA,NA,NA,NA,NA
"31744","MN",7,13.0101,5078,21845,NA,NA,NA,NA,NA
"31745","MN",7,13.0301,377,21845,NA,NA,NA,NA,NA
"31746","MN",7,13.0401,372,21845,NA,NA,NA,NA,NA
"31747","MN",7,13.0403,1,21845,NA,NA,NA,NA,NA
"31748","MN",7,13.0404,2,21845,NA,NA,NA,NA,NA
"31749","MN",7,13.0406,102,21845,NA,NA,NA,NA,NA
"31750","MN",7,13.0499,4,21845,NA,NA,NA,NA,NA
"31751","MN",7,13.0501,65,21845,NA,NA,NA,NA,NA
"31752","MN",7,13.1001,187,21845,NA,NA,NA,NA,NA
"31753","MN",7,13.1004,6,21845,NA,NA,NA,NA,NA
"31754","MN",7,13.1005,11,21845,NA,NA,NA,NA,NA
"31755","MN",7,13.1006,12,21845,NA,NA,NA,NA,NA
"31756","MN",7,13.1011,15,21845,NA,NA,NA,NA,NA
"31757","MN",7,13.1013,13,21845,NA,NA,NA,NA,NA
"31758","MN",7,13.1015,8,21845,NA,NA,NA,NA,NA
"31759","MN",7,13.1099,9,21845,NA,NA,NA,NA,NA
"31760","MN",7,13.1101,177,21845,NA,NA,NA,NA,NA
"31761","MN",7,13.1102,14,21845,NA,NA,NA,NA,NA
"31762","MN",7,13.1201,116,21845,NA,NA,NA,NA,NA
"31763","MN",7,13.1202,25,21845,NA,NA,NA,NA,NA
"31764","MN",7,13.1205,32,21845,NA,NA,NA,NA,NA
"31765","MN",7,13.1206,67,21845,NA,NA,NA,NA,NA
"31766","MN",7,13.1207,54,21845,NA,NA,NA,NA,NA
"31767","MN",7,13.1209,19,21845,NA,NA,NA,NA,NA
"31768","MN",7,13.121,131,21845,NA,NA,NA,NA,NA
"31769","MN",7,13.1299,336,21845,NA,NA,NA,NA,NA
"31770","MN",7,13.1301,3,21845,NA,NA,NA,NA,NA
"31771","MN",7,13.1302,0,21845,NA,NA,NA,NA,NA
"31772","MN",7,13.1303,18,21845,NA,NA,NA,NA,NA
"31773","MN",7,13.1305,73,21845,NA,NA,NA,NA,NA
"31774","MN",7,13.1306,3,21845,NA,NA,NA,NA,NA
"31775","MN",7,13.1307,3,21845,NA,NA,NA,NA,NA
"31776","MN",7,13.1308,19,21845,NA,NA,NA,NA,NA
"31777","MN",7,13.1309,7,21845,NA,NA,NA,NA,NA
"31778","MN",7,13.1311,5,21845,NA,NA,NA,NA,NA
"31779","MN",7,13.1312,34,21845,NA,NA,NA,NA,NA
"31780","MN",7,13.1314,68,21845,NA,NA,NA,NA,NA
"31781","MN",7,13.1315,98,21845,NA,NA,NA,NA,NA
"31782","MN",7,13.1316,24,21845,NA,NA,NA,NA,NA
"31783","MN",7,13.1328,1,21845,NA,NA,NA,NA,NA
"31784","MN",7,13.1334,13,21845,NA,NA,NA,NA,NA
"31785","MN",7,13.1399,128,21845,NA,NA,NA,NA,NA
"31786","MN",7,13.1401,47,21845,NA,NA,NA,NA,NA
"31787","MN",7,13.9999,44,21845,NA,NA,NA,NA,NA
"31788","MN",7,14.0101,40,21845,NA,NA,NA,NA,NA
"31789","MN",7,14.0201,14,21845,NA,NA,NA,NA,NA
"31790","MN",7,14.0301,3,21845,NA,NA,NA,NA,NA
"31791","MN",7,14.0501,6,21845,NA,NA,NA,NA,NA
"31792","MN",7,14.0701,4,21845,NA,NA,NA,NA,NA
"31793","MN",7,14.0801,41,21845,NA,NA,NA,NA,NA
"31794","MN",7,14.0805,14,21845,NA,NA,NA,NA,NA
"31795","MN",7,14.0901,49,21845,NA,NA,NA,NA,NA
"31796","MN",7,14.0903,2,21845,NA,NA,NA,NA,NA
"31797","MN",7,14.1001,111,21845,NA,NA,NA,NA,NA
"31798","MN",7,14.1801,4,21845,NA,NA,NA,NA,NA
"31799","MN",7,14.1901,60,21845,NA,NA,NA,NA,NA
"31800","MN",7,14.2701,8,21845,NA,NA,NA,NA,NA
"31801","MN",7,14.3501,10,21845,NA,NA,NA,NA,NA
"31802","MN",7,14.3601,16,21845,NA,NA,NA,NA,NA
"31803","MN",7,14.3901,2,21845,NA,NA,NA,NA,NA
"31804","MN",7,14.9999,0,21845,NA,NA,NA,NA,NA
"31805","MN",7,15.0613,7,21845,NA,NA,NA,NA,NA
"31806","MN",7,15.0701,10,21845,NA,NA,NA,NA,NA
"31807","MN",7,15.1501,60,21845,NA,NA,NA,NA,NA
"31808","MN",7,16.0102,0,21845,NA,NA,NA,NA,NA
"31809","MN",7,16.0104,0,21845,NA,NA,NA,NA,NA
"31810","MN",7,16.0301,0,21845,NA,NA,NA,NA,NA
"31811","MN",7,16.0302,0,21845,NA,NA,NA,NA,NA
"31812","MN",7,16.0399,1,21845,NA,NA,NA,NA,NA
"31813","MN",7,16.07,0,21845,NA,NA,NA,NA,NA
"31814","MN",7,16.0901,5,21845,NA,NA,NA,NA,NA
"31815","MN",7,16.0902,0,21845,NA,NA,NA,NA,NA
"31816","MN",7,16.0904,0,21845,NA,NA,NA,NA,NA
"31817","MN",7,16.0905,6,21845,NA,NA,NA,NA,NA
"31818","MN",7,16.0999,4,21845,NA,NA,NA,NA,NA
"31819","MN",7,16.1101,0,21845,NA,NA,NA,NA,NA
"31820","MN",7,16.12,4,21845,NA,NA,NA,NA,NA
"31821","MN",7,16.1203,0,21845,NA,NA,NA,NA,NA
"31822","MN",7,19.0499,2,21845,NA,NA,NA,NA,NA
"31823","MN",7,19.0701,46,21845,NA,NA,NA,NA,NA
"31824","MN",7,19.0707,150,21845,NA,NA,NA,NA,NA
"31825","MN",7,19.9999,1,21845,NA,NA,NA,NA,NA
"31826","MN",7,22.0202,6,21845,NA,NA,NA,NA,NA
"31827","MN",7,22.0299,36,21845,NA,NA,NA,NA,NA
"31828","MN",7,23.0101,42,21845,NA,NA,NA,NA,NA
"31829","MN",7,23.1302,69,21845,NA,NA,NA,NA,NA
"31830","MN",7,23.1303,16,21845,NA,NA,NA,NA,NA
"31831","MN",7,23.1304,1,21845,NA,NA,NA,NA,NA
"31832","MN",7,24.0101,37,21845,NA,NA,NA,NA,NA
"31833","MN",7,24.0199,7,21845,NA,NA,NA,NA,NA
"31834","MN",7,25.0101,60,21845,NA,NA,NA,NA,NA
"31835","MN",7,26.0101,30,21845,NA,NA,NA,NA,NA
"31836","MN",7,26.0102,0,21845,NA,NA,NA,NA,NA
"31837","MN",7,26.0202,0,21845,NA,NA,NA,NA,NA
"31838","MN",7,26.0203,2,21845,NA,NA,NA,NA,NA
"31839","MN",7,26.0204,2,21845,NA,NA,NA,NA,NA
"31840","MN",7,26.021,1,21845,NA,NA,NA,NA,NA
"31841","MN",7,26.0301,2,21845,NA,NA,NA,NA,NA
"31842","MN",7,26.0305,1,21845,NA,NA,NA,NA,NA
"31843","MN",7,26.0407,0,21845,NA,NA,NA,NA,NA
"31844","MN",7,26.0499,3,21845,NA,NA,NA,NA,NA
"31845","MN",7,26.0502,4,21845,NA,NA,NA,NA,NA
"31846","MN",7,26.0507,0,21845,NA,NA,NA,NA,NA
"31847","MN",7,26.0599,0,21845,NA,NA,NA,NA,NA
"31848","MN",7,26.0702,1,21845,NA,NA,NA,NA,NA
"31849","MN",7,26.0903,1,21845,NA,NA,NA,NA,NA
"31850","MN",7,26.0908,16,21845,NA,NA,NA,NA,NA
"31851","MN",7,26.1001,4,21845,NA,NA,NA,NA,NA
"31852","MN",7,26.1002,2,21845,NA,NA,NA,NA,NA
"31853","MN",7,26.1004,1,21845,NA,NA,NA,NA,NA
"31854","MN",7,26.1102,14,21845,NA,NA,NA,NA,NA
"31855","MN",7,26.1103,9,21845,NA,NA,NA,NA,NA
"31856","MN",7,26.1301,3,21845,NA,NA,NA,NA,NA
"31857","MN",7,26.1309,31,21845,NA,NA,NA,NA,NA
"31858","MN",7,26.1501,0,21845,NA,NA,NA,NA,NA
"31859","MN",7,26.1599,0,21845,NA,NA,NA,NA,NA
"31860","MN",7,26.9999,22,21845,NA,NA,NA,NA,NA
"31861","MN",7,27.0101,35,21845,NA,NA,NA,NA,NA
"31862","MN",7,27.0301,59,21845,NA,NA,NA,NA,NA
"31863","MN",7,27.0501,12,21845,NA,NA,NA,NA,NA
"31864","MN",7,30.0801,0,21845,NA,NA,NA,NA,NA
"31865","MN",7,30.1101,35,21845,NA,NA,NA,NA,NA
"31866","MN",7,30.1202,1,21845,NA,NA,NA,NA,NA
"31867","MN",7,30.1501,3,21845,NA,NA,NA,NA,NA
"31868","MN",7,30.1901,10,21845,NA,NA,NA,NA,NA
"31869","MN",7,30.9999,35,21845,NA,NA,NA,NA,NA
"31870","MN",7,31.0101,4,21845,NA,NA,NA,NA,NA
"31871","MN",7,31.0501,23,21845,NA,NA,NA,NA,NA
"31872","MN",7,31.0504,34,21845,NA,NA,NA,NA,NA
"31873","MN",7,31.0505,14,21845,NA,NA,NA,NA,NA
"31874","MN",7,31.0601,24,21845,NA,NA,NA,NA,NA
"31875","MN",7,38.0101,4,21845,NA,NA,NA,NA,NA
"31876","MN",7,38.0201,20,21845,NA,NA,NA,NA,NA
"31877","MN",7,38.0203,13,21845,NA,NA,NA,NA,NA
"31878","MN",7,39.0301,12,21845,NA,NA,NA,NA,NA
"31879","MN",7,39.0401,23,21845,NA,NA,NA,NA,NA
"31880","MN",7,39.0601,105,21845,NA,NA,NA,NA,NA
"31881","MN",7,39.0602,141,21845,NA,NA,NA,NA,NA
"31882","MN",7,39.0699,11,21845,NA,NA,NA,NA,NA
"31883","MN",7,39.0701,13,21845,NA,NA,NA,NA,NA
"31884","MN",7,39.0702,0,21845,NA,NA,NA,NA,NA
"31885","MN",7,39.0703,12,21845,NA,NA,NA,NA,NA
"31886","MN",7,39.0705,3,21845,NA,NA,NA,NA,NA
"31887","MN",7,39.9999,9,21845,NA,NA,NA,NA,NA
"31888","MN",7,40.0202,2,21845,NA,NA,NA,NA,NA
"31889","MN",7,40.0501,42,21845,NA,NA,NA,NA,NA
"31890","MN",7,40.0601,11,21845,NA,NA,NA,NA,NA
"31891","MN",7,40.0603,0,21845,NA,NA,NA,NA,NA
"31892","MN",7,40.0801,16,21845,NA,NA,NA,NA,NA
"31893","MN",7,40.0802,4,21845,NA,NA,NA,NA,NA
"31894","MN",7,41.9999,5,21845,NA,NA,NA,NA,NA
"31895","MN",7,42.0101,666,21845,NA,NA,NA,NA,NA
"31896","MN",7,42.2703,45,21845,NA,NA,NA,NA,NA
"31897","MN",7,42.2708,13,21845,NA,NA,NA,NA,NA
"31898","MN",7,42.2801,46,21845,NA,NA,NA,NA,NA
"31899","MN",7,42.2802,14,21845,NA,NA,NA,NA,NA
"31900","MN",7,42.2803,243,21845,NA,NA,NA,NA,NA
"31901","MN",7,42.2804,118,21845,NA,NA,NA,NA,NA
"31902","MN",7,42.2805,34,21845,NA,NA,NA,NA,NA
"31903","MN",7,42.2806,105,21845,NA,NA,NA,NA,NA
"31904","MN",7,42.2812,63,21845,NA,NA,NA,NA,NA
"31905","MN",7,42.2813,9,21845,NA,NA,NA,NA,NA
"31906","MN",7,42.2814,22,21845,NA,NA,NA,NA,NA
"31907","MN",7,42.2899,24,21845,NA,NA,NA,NA,NA
"31908","MN",7,42.9999,118,21845,NA,NA,NA,NA,NA
"31909","MN",7,43.0102,2,21845,NA,NA,NA,NA,NA
"31910","MN",7,43.0103,59,21845,NA,NA,NA,NA,NA
"31911","MN",7,43.0104,126,21845,NA,NA,NA,NA,NA
"31912","MN",7,43.0302,27,21845,NA,NA,NA,NA,NA
"31913","MN",7,43.9999,16,21845,NA,NA,NA,NA,NA
"31914","MN",7,44,178,21845,NA,NA,NA,NA,NA
"31915","MN",7,44.0401,426,21845,NA,NA,NA,NA,NA
"31916","MN",7,44.0501,109,21845,NA,NA,NA,NA,NA
"31917","MN",7,44.0701,506,21845,NA,NA,NA,NA,NA
"31918","MN",7,44.0799,53,21845,NA,NA,NA,NA,NA
"31919","MN",7,44.9999,411,21845,NA,NA,NA,NA,NA
"31920","MN",7,45.0201,9,21845,NA,NA,NA,NA,NA
"31921","MN",7,45.0301,0,21845,NA,NA,NA,NA,NA
"31922","MN",7,45.0401,8,21845,NA,NA,NA,NA,NA
"31923","MN",7,45.0601,10,21845,NA,NA,NA,NA,NA
"31924","MN",7,45.0602,15,21845,NA,NA,NA,NA,NA
"31925","MN",7,45.0701,37,21845,NA,NA,NA,NA,NA
"31926","MN",7,45.0702,12,21845,NA,NA,NA,NA,NA
"31927","MN",7,45.1001,7,21845,NA,NA,NA,NA,NA
"31928","MN",7,45.1099,9,21845,NA,NA,NA,NA,NA
"31929","MN",7,45.1101,9,21845,NA,NA,NA,NA,NA
"31930","MN",7,45.1201,4,21845,NA,NA,NA,NA,NA
"31931","MN",7,45.1301,8,21845,NA,NA,NA,NA,NA
"31932","MN",7,50.0501,11,21845,NA,NA,NA,NA,NA
"31933","MN",7,50.0701,16,21845,NA,NA,NA,NA,NA
"31934","MN",7,50.0702,12,21845,NA,NA,NA,NA,NA
"31935","MN",7,50.0703,9,21845,NA,NA,NA,NA,NA
"31936","MN",7,50.0901,58,21845,NA,NA,NA,NA,NA
"31937","MN",7,50.0905,5,21845,NA,NA,NA,NA,NA
"31938","MN",7,50.0906,1,21845,NA,NA,NA,NA,NA
"31939","MN",7,50.1001,6,21845,NA,NA,NA,NA,NA
"31940","MN",7,51.0201,73,21845,NA,NA,NA,NA,NA
"31941","MN",7,51.0203,19,21845,NA,NA,NA,NA,NA
"31942","MN",7,51.0501,9,21845,NA,NA,NA,NA,NA
"31943","MN",7,51.0504,7,21845,NA,NA,NA,NA,NA
"31944","MN",7,51.0602,4,21845,NA,NA,NA,NA,NA
"31945","MN",7,51.0701,407,21845,NA,NA,NA,NA,NA
"31946","MN",7,51.0706,28,21845,NA,NA,NA,NA,NA
"31947","MN",7,51.0799,9,21845,NA,NA,NA,NA,NA
"31948","MN",7,51.0912,30,21845,NA,NA,NA,NA,NA
"31949","MN",7,51.0913,4,21845,NA,NA,NA,NA,NA
"31950","MN",7,51.1401,16,21845,NA,NA,NA,NA,NA
"31951","MN",7,51.1501,90,21845,NA,NA,NA,NA,NA
"31952","MN",7,51.1505,180,21845,NA,NA,NA,NA,NA
"31953","MN",7,51.1508,405,21845,NA,NA,NA,NA,NA
"31954","MN",7,51.2002,13,21845,NA,NA,NA,NA,NA
"31955","MN",7,51.2004,2,21845,NA,NA,NA,NA,NA
"31956","MN",7,51.2099,2,21845,NA,NA,NA,NA,NA
"31957","MN",7,51.2201,324,21845,NA,NA,NA,NA,NA
"31958","MN",7,51.2202,26,21845,NA,NA,NA,NA,NA
"31959","MN",7,51.2207,23,21845,NA,NA,NA,NA,NA
"31960","MN",7,51.2208,16,21845,NA,NA,NA,NA,NA
"31961","MN",7,51.2211,18,21845,NA,NA,NA,NA,NA
"31962","MN",7,51.2299,62,21845,NA,NA,NA,NA,NA
"31963","MN",7,51.2305,0,21845,NA,NA,NA,NA,NA
"31964","MN",7,51.2306,126,21845,NA,NA,NA,NA,NA
"31965","MN",7,51.2308,0,21845,NA,NA,NA,NA,NA
"31966","MN",7,51.231,11,21845,NA,NA,NA,NA,NA
"31967","MN",7,51.2399,1,21845,NA,NA,NA,NA,NA
"31968","MN",7,51.2501,11,21845,NA,NA,NA,NA,NA
"31969","MN",7,51.3301,29,21845,NA,NA,NA,NA,NA
"31970","MN",7,51.3302,21,21845,NA,NA,NA,NA,NA
"31971","MN",7,51.3399,25,21845,NA,NA,NA,NA,NA
"31972","MN",7,51.3801,1164,21845,NA,NA,NA,NA,NA
"31973","MN",7,51.3802,26,21845,NA,NA,NA,NA,NA
"31974","MN",7,51.3803,25,21845,NA,NA,NA,NA,NA
"31975","MN",7,51.3804,85,21845,NA,NA,NA,NA,NA
"31976","MN",7,51.3805,19,21845,NA,NA,NA,NA,NA
"31977","MN",7,51.3806,18,21845,NA,NA,NA,NA,NA
"31978","MN",7,51.3808,115,21845,NA,NA,NA,NA,NA
"31979","MN",7,51.3809,5,21845,NA,NA,NA,NA,NA
"31980","MN",7,51.381,6,21845,NA,NA,NA,NA,NA
"31981","MN",7,51.3811,9,21845,NA,NA,NA,NA,NA
"31982","MN",7,51.3813,1,21845,NA,NA,NA,NA,NA
