,STEM,STABBR,AWLEVEL,year,share
770,1,CO,8,2010,0.097826087
771,0,CT,8,2010,0.786982249
772,1,CT,8,2010,0.213017751
773,0,DC,8,2010,0.946308725
774,1,DC,8,2010,0.053691275
775,0,FL,8,2010,0.877104377
776,1,FL,8,2010,0.122895623
777,0,GA,8,2010,0.627325581
778,1,GA,8,2010,0.372674419
779,0,HI,8,2010,1
780,1,HI,8,2010,0
781,0,IA,8,2010,0.579710145
782,1,IA,8,2010,0.420289855
783,0,ID,8,2010,0.905660377
784,1,ID,8,2010,0.094339623
785,0,IL,8,2010,0.848547718
786,1,IL,8,2010,0.151452282
787,0,IN,8,2010,0.598557692
788,1,IN,8,2010,0.401442308
789,0,KS,8,2010,0.964912281
790,1,KS,8,2010,0.035087719
791,0,KY,8,2010,0.244897959
792,1,KY,8,2010,0.755102041
793,0,LA,8,2010,0.820895522
794,1,LA,8,2010,0.179104478
795,0,MA,8,2010,0.810508183
796,1,MA,8,2010,0.189491817
797,0,MD,8,2010,0.518518519
798,1,MD,8,2010,0.481481481
799,0,ME,8,2010,0.461538462
800,1,ME,8,2010,0.538461538
801,0,MI,8,2010,0.875834446
802,1,MI,8,2010,0.124165554
803,0,MN,8,2010,0.88172043
804,1,MN,8,2010,0.11827957
805,0,MO,8,2010,0.844553244
806,1,MO,8,2010,0.155446756
807,0,MS,8,2010,0.848101266
808,1,MS,8,2010,0.151898734
809,0,MT,8,2010,0.62962963
810,1,MT,8,2010,0.37037037
811,0,NC,8,2010,0.922222222
812,1,NC,8,2010,0.077777778
813,0,ND,8,2010,1
814,0,NE,8,2010,0.743801653
815,1,NE,8,2010,0.256198347
816,0,NH,8,2010,0.901960784
817,1,NH,8,2010,0.098039216
818,0,NJ,8,2010,0.912317328
819,1,NJ,8,2010,0.087682672
820,0,NM,8,2010,0.609756098
821,1,NM,8,2010,0.390243902
822,0,NV,8,2010,0.90625
823,1,NV,8,2010,0.09375
824,0,NY,8,2010,0.784319357
825,1,NY,8,2010,0.215680643
826,0,OH,8,2010,0.576642336
827,1,OH,8,2010,0.423357664
828,0,OK,8,2010,0.535714286
829,1,OK,8,2010,0.464285714
830,0,OR,8,2010,0.892405063
831,1,OR,8,2010,0.107594937
832,0,PA,8,2010,0.662068966
833,1,PA,8,2010,0.337931034
834,0,PR,8,2010,0.558823529
835,1,PR,8,2010,0.352941176
836,0,RI,8,2010,0.97826087
837,1,RI,8,2010,0.02173913
838,0,SC,8,2010,0.906832298
839,1,SC,8,2010,0.093167702
840,0,SD,8,2010,0.911764706
841,1,SD,8,2010,0.088235294
842,0,TN,8,2010,0.286718201
843,1,TN,8,2010,0.713281799
844,0,TX,8,2010,0.319391635
845,1,TX,8,2010,0.680608365
846,0,UT,8,2010,0.464285714
847,1,UT,8,2010,0.535714286
848,0,VA,8,2010,0.8718802
849,1,VA,8,2010,0.1281198
850,0,VI,8,2010,1
851,0,VT,8,2010,1
852,0,WA,8,2010,0.977272727
853,1,WA,8,2010,0.022727273
854,0,WI,8,2010,0.648148148
855,1,WI,8,2010,0.351851852
856,0,WV,8,2010,0.973333333
857,1,WV,8,2010,0.026666667
858,0,WY,8,2010,0
859,0,AK,17,2010,0.266666667
860,1,AK,17,2010,0.733333333
861,0,AL,17,2010,0.418524871
862,1,AL,17,2010,0.581475129
863,0,AR,17,2010,0.417857143
864,1,AR,17,2010,0.582142857
865,0,AZ,17,2010,0.5472273
866,1,AZ,17,2010,0.4527727
867,0,CA,17,2010,0.467441193
868,1,CA,17,2010,0.532558807
869,0,CO,17,2010,0.405021834
870,1,CO,17,2010,0.594978166
871,0,CT,17,2010,0.38358209
872,1,CT,17,2010,0.61641791
873,0,DC,17,2010,0.652509653
874,1,DC,17,2010,0.347490347
875,0,DE,17,2010,0.479820628
876,1,DE,17,2010,0.520179372
877,0,FL,17,2010,0.533378516
878,1,FL,17,2010,0.466621484
879,0,GA,17,2010,0.403371463
880,1,GA,17,2010,0.596628537
881,0,HI,17,2010,0.454545455
882,1,HI,17,2010,0.545454545
883,0,IA,17,2010,0.346368715
884,1,IA,17,2010,0.653631285
885,0,ID,17,2010,0.456140351
886,1,ID,17,2010,0.543859649
887,0,IL,17,2010,0.46983262
888,1,IL,17,2010,0.53016738
889,0,IN,17,2010,0.459050241
890,1,IN,17,2010,0.540949759
891,0,KS,17,2010,0.47628866
892,1,KS,17,2010,0.52371134
893,0,KY,17,2010,0.477031802
894,1,KY,17,2010,0.522968198
895,0,LA,17,2010,0.415458937
896,1,LA,17,2010,0.584541063
897,0,MA,17,2010,0.358128834
898,1,MA,17,2010,0.641871166
899,0,MD,17,2010,0.383423703
900,1,MD,17,2010,0.616576297
901,0,ME,17,2010,0.403846154
902,1,ME,17,2010,0.596153846
903,0,MI,17,2010,0.40704607
904,1,MI,17,2010,0.59295393
905,0,MN,17,2010,0.703515264
906,1,MN,17,2010,0.296484736
907,0,MO,17,2010,0.519214347
908,1,MO,17,2010,0.480785653
909,0,MS,17,2010,0.596194503
910,1,MS,17,2010,0.403805497
911,0,MT,17,2010,0.279569892
912,1,MT,17,2010,0.720430108
913,0,NC,17,2010,0.34812936
914,1,NC,17,2010,0.65187064
915,0,ND,17,2010,0.602941176
916,1,ND,17,2010,0.397058824
917,0,NE,17,2010,0.435967302
918,1,NE,17,2010,0.564032698
919,0,NH,17,2010,0.198717949
920,1,NH,17,2010,0.801282051
921,0,NJ,17,2010,0.427803379
922,1,NJ,17,2010,0.572196621
923,0,NM,17,2010,0.370242215
924,1,NM,17,2010,0.629757785
925,0,NV,17,2010,0.395744681
926,1,NV,17,2010,0.604255319
927,0,NY,17,2010,0.507113355
928,1,NY,17,2010,0.492886645
929,0,OH,17,2010,0.449269132
930,1,OH,17,2010,0.550730868
931,0,OK,17,2010,0.518672199
932,1,OK,17,2010,0.481327801
933,0,OR,17,2010,0.381165919
934,1,OR,17,2010,0.618834081
935,0,PA,17,2010,0.430241327
936,1,PA,17,2010,0.569758673
937,0,PR,17,2010,0.586614173
938,1,PR,17,2010,0.413385827
939,0,RI,17,2010,0.398671096
940,1,RI,17,2010,0.601328904
941,0,SC,17,2010,0.382352941
942,1,SC,17,2010,0.617647059
943,0,SD,17,2010,0.525252525
944,1,SD,17,2010,0.474747475
945,0,TN,17,2010,0.375992063
946,1,TN,17,2010,0.624007937
947,0,TX,17,2010,0.428847748
948,1,TX,17,2010,0.570875933
949,0,UT,17,2010,0.340961098
950,1,UT,17,2010,0.659038902
951,0,VA,17,2010,0.50981379
952,1,VA,17,2010,0.49018621
953,0,VT,17,2010,0.38961039
954,1,VT,17,2010,0.61038961
955,0,WA,17,2010,0.407867495
956,1,WA,17,2010,0.592132505
957,0,WI,17,2010,0.4
958,1,WI,17,2010,0.6
959,0,WV,17,2010,0.32278481
960,1,WV,17,2010,0.67721519
961,0,WY,17,2010,0.463768116
962,1,WY,17,2010,0.536231884
963,0,AL,18,2010,0.549798116
964,1,AL,18,2010,0.450201884
965,0,AR,18,2010,0.797709924
966,1,AR,18,2010,0.202290076
967,0,AZ,18,2010,0.533077661
968,1,AZ,18,2010,0.466922339
969,0,CA,18,2010,0.697904352
970,1,CA,18,2010,0.302095648
971,0,CO,18,2010,0.541299118
972,1,CO,18,2010,0.458700882
973,0,CT,18,2010,0.711340206
974,1,CT,18,2010,0.288659794
975,0,DC,18,2010,0.941320293
976,1,DC,18,2010,0.058679707
977,0,DE,18,2010,0.90228013
978,1,DE,18,2010,0.09771987
979,0,FL,18,2010,0.60746293
980,1,FL,18,2010,0.39253707
981,0,GA,18,2010,0.643075579
982,1,GA,18,2010,0.356924421
983,0,HI,18,2010,0.860824742
984,1,HI,18,2010,0.139175258
985,0,IA,18,2010,0.321730482
986,1,IA,18,2010,0.678269518
987,0,ID,18,2010,0.494791667
988,1,ID,18,2010,0.505208333
989,0,IL,18,2010,0.719759278
990,1,IL,18,2010,0.280240722
991,0,IN,18,2010,0.653061224
992,1,IN,18,2010,0.346938776
993,0,KS,18,2010,0.523809524
994,1,KS,18,2010,0.476190476
995,0,KY,18,2010,0.604927007
996,1,KY,18,2010,0.395072993
997,0,LA,18,2010,0.73344463
998,1,LA,18,2010,0.26655537
999,0,MA,18,2010,0.684165232
1000,1,MA,18,2010,0.315834768
1001,0,MD,18,2010,0.743813683
1002,1,MD,18,2010,0.256186317
1003,0,ME,18,2010,0.303135889
1004,1,ME,18,2010,0.696864111
1005,0,MI,18,2010,0.7100863
1006,1,MI,18,2010,0.2899137
1007,0,MN,18,2010,0.644128114
1008,1,MN,18,2010,0.355871886
1009,0,MO,18,2010,0.429238401
1010,1,MO,18,2010,0.570761599
1011,0,MS,18,2010,0.660792952
1012,1,MS,18,2010,0.339207048
1013,0,MT,18,2010,0.361111111
1014,1,MT,18,2010,0.638888889
1015,0,NC,18,2010,0.750854701
1016,1,NC,18,2010,0.249145299
1017,0,ND,18,2010,0.434083601
1018,1,ND,18,2010,0.565916399
1019,0,NE,18,2010,0.542439024
1020,1,NE,18,2010,0.457560976
1021,0,NH,18,2010,0.841726619
1022,1,NH,18,2010,0.158273381
1023,0,NJ,18,2010,0.709186659
1024,1,NJ,18,2010,0.290813341
1025,0,NM,18,2010,0.669039146
1026,1,NM,18,2010,0.330960854
1027,0,NV,18,2010,0.342857143
1028,1,NV,18,2010,0.657142857
1029,0,NY,18,2010,0.688269073
1030,1,NY,18,2010,0.311730927
1031,0,OH,18,2010,0.69280677
1032,1,OH,18,2010,0.30719323
1033,0,OK,18,2010,0.574275362
1034,1,OK,18,2010,0.425724638
1035,0,OR,18,2010,0.527598566
1036,1,OR,18,2010,0.472401434
1037,0,PA,18,2010,0.506596306
1038,1,PA,18,2010,0.493403694
1039,0,PR,18,2010,0.920035149
1040,1,PR,18,2010,0.079964851
1041,0,RI,18,2010,0.69250646
1042,1,RI,18,2010,0.30749354
1043,0,SC,18,2010,0.660130719
1044,1,SC,18,2010,0.339869281
1045,0,SD,18,2010,0.524038462
1046,1,SD,18,2010,0.475961538
1047,0,TN,18,2010,0.580368098
1048,1,TN,18,2010,0.419631902
1049,0,TX,18,2010,0.656653119
1050,1,TX,18,2010,0.343346881
1051,0,UT,18,2010,0.721442886
1052,1,UT,18,2010,0.278557114
1053,0,VA,18,2010,0.692840647
1054,1,VA,18,2010,0.307159353
1055,0,VT,18,2010,0.906976744
1056,1,VT,18,2010,0.093023256
1057,0,WA,18,2010,0.638888889
1058,1,WA,18,2010,0.361111111
1059,0,WI,18,2010,0.632967033
1060,1,WI,18,2010,0.367032967
1061,0,WV,18,2010,0.450955414
1062,1,WV,18,2010,0.549044586
1063,0,WY,18,2010,0.6
1064,1,WY,18,2010,0.4
1065,0,AL,19,2010,1
1066,0,AZ,19,2010,0
1067,0,CA,19,2010,0.852678571
1068,1,CA,19,2010,0.147321429
1069,0,CO,19,2010,0.533333333
1070,1,CO,19,2010,0.466666667
1071,0,DC,19,2010,0.071428571
1072,1,DC,19,2010,0.928571429
1073,0,FL,19,2010,1
1074,1,FL,19,2010,0
1075,0,GA,19,2010,1
1076,0,IA,19,2010,0.55
1077,1,IA,19,2010,0.45
1078,0,IL,19,2010,0.945945946
1079,1,IL,19,2010,0.054054054
1080,0,IN,19,2010,0.65
1081,1,IN,19,2010,0.35
1082,0,KY,19,2010,1
1083,0,MA,19,2010,0.56768559
1084,1,MA,19,2010,0.43231441
1085,0,MD,19,2010,0
1086,0,ME,19,2010,1
1087,1,MI,19,2010,1
1088,0,MN,19,2010,0.111111111
1089,1,MN,19,2010,0.888888889
1090,0,MO,19,2010,1
1091,0,NC,19,2010,1
1092,0,NH,19,2010,1
1093,0,NY,19,2010,0.571428571
1094,1,NY,19,2010,0.428571429
1095,0,OH,19,2010,0
1096,1,OR,19,2010,1
1097,0,PA,19,2010,0.144208038
1098,1,PA,19,2010,0.855791962
1099,0,PR,19,2010,1
1100,0,RI,19,2010,1
1101,0,SC,19,2010,1
1102,0,TN,19,2010,1
1103,0,TX,19,2010,0.209302326
1104,1,TX,19,2010,0.790697674
1105,0,VA,19,2010,0.973913043
1106,1,VA,19,2010,0.026086957
1107,0,VT,19,2010,1
1108,0,WA,19,2010,0
1109,1,WA,19,2010,1
1110,0,WI,19,2010,0
1111,0,WV,19,2010,0
1112,0,AK,1,2011,0.897996357
1113,1,AK,1,2011,0.102003643
1114,0,AL,1,2011,0.698539177
1115,1,AL,1,2011,0.301460823
1116,0,AR,1,2011,0.725727305
1117,1,AR,1,2011,0.274272695
1118,0,AZ,1,2011,0.807885906
1119,1,AZ,1,2011,0.192114094
1120,0,CA,1,2011,0.846650221
1121,1,CA,1,2011,0.153349779
1122,0,CO,1,2011,0.702868165
1123,1,CO,1,2011,0.297131835
1124,0,CT,1,2011,0.852069179
1125,1,CT,1,2011,0.147930821
1126,0,DC,1,2011,0.765281174
1127,1,DC,1,2011,0.234718826
1128,0,DE,1,2011,0.959498554
1129,1,DE,1,2011,0.040501446
1130,0,FL,1,2011,0.750316484
1131,1,FL,1,2011,0.249683516
1132,0,GA,1,2011,0.80919588
1133,1,GA,1,2011,0.19080412
1134,0,HI,1,2011,0.763888889
1135,1,HI,1,2011,0.236111111
1136,0,IA,1,2011,0.867636364
1137,1,IA,1,2011,0.132363636
1138,0,ID,1,2011,0.868831169
1139,1,ID,1,2011,0.131168831
1140,0,IL,1,2011,0.867823725
1141,1,IL,1,2011,0.132176275
1142,0,IN,1,2011,0.765739769
1143,1,IN,1,2011,0.234260231
1144,0,KS,1,2011,0.942547079
1145,1,KS,1,2011,0.057452921
1146,0,KY,1,2011,0.559301426
1147,1,KY,1,2011,0.440698574
1148,0,LA,1,2011,0.84355577
1149,1,LA,1,2011,0.15644423
1150,0,MA,1,2011,0.765543592
1151,1,MA,1,2011,0.234456408
1152,0,MD,1,2011,0.924572499
1153,1,MD,1,2011,0.075427501
1154,0,ME,1,2011,0.713498623
1155,1,ME,1,2011,0.286501377
1156,0,MI,1,2011,0.878337117
1157,1,MI,1,2011,0.121662883
1158,0,MN,1,2011,0.895819054
1159,1,MN,1,2011,0.104180946
1160,0,MO,1,2011,0.763251854
1161,1,MO,1,2011,0.236748146
1162,0,MP,1,2011,0
1163,1,MP,1,2011,0
1164,0,MS,1,2011,0.903391572
1165,1,MS,1,2011,0.096608428
1166,0,MT,1,2011,0.967914439
1167,1,MT,1,2011,0.032085561
1168,0,NC,1,2011,0.746415829
1169,1,NC,1,2011,0.253584171
1170,0,ND,1,2011,0.85326087
1171,1,ND,1,2011,0.14673913
1172,0,NE,1,2011,0.729818781
1173,1,NE,1,2011,0.270181219
1174,0,NH,1,2011,0.939364774
1175,1,NH,1,2011,0.060635226
1176,0,NJ,1,2011,0.838466008
1177,1,NJ,1,2011,0.161533992
1178,0,NM,1,2011,0.763699715
1179,1,NM,1,2011,0.236300285
1180,0,NV,1,2011,0.889347647
1181,1,NV,1,2011,0.110652353
1182,0,NY,1,2011,0.934414012
1183,1,NY,1,2011,0.065585988
1184,0,OH,1,2011,0.739559042
1185,1,OH,1,2011,0.260440958
1186,0,OK,1,2011,0.804932735
1187,1,OK,1,2011,0.195067265
1188,0,OR,1,2011,0.803980473
1189,1,OR,1,2011,0.196019527
1190,0,PA,1,2011,0.90334391
1191,1,PA,1,2011,0.09665609
1192,0,PR,1,2011,0.937252312
1193,1,PR,1,2011,0.062747688
1194,0,RI,1,2011,0.981927711
1195,1,RI,1,2011,0.018072289
1196,0,SC,1,2011,0.670258357
1197,1,SC,1,2011,0.329374311
1198,0,SD,1,2011,0.3075
1199,1,SD,1,2011,0.6925
1200,0,TN,1,2011,0.760945587
1201,1,TN,1,2011,0.239054413
1202,0,TX,1,2011,0.773432818
1203,1,TX,1,2011,0.226567182
1204,0,UT,1,2011,0.93869798
1205,1,UT,1,2011,0.06130202
1206,0,VA,1,2011,0.742828457
1207,1,VA,1,2011,0.257171543
1208,0,VT,1,2011,0.722222222
1209,1,VT,1,2011,0.277777778
1210,0,WA,1,2011,0.833942857
1211,1,WA,1,2011,0.166057143
1212,0,WI,1,2011,0.816294409
1213,1,WI,1,2011,0.183705591
1214,0,WV,1,2011,0.825218477
1215,1,WV,1,2011,0.174781523
1216,0,WY,1,2011,0.743842365
1217,1,WY,1,2011,0.256157635
1218,0,AK,2,2011,0.781365314
1219,1,AK,2,2011,0.218634686
1220,0,AL,2,2011,0.70216643
1221,1,AL,2,2011,0.29783357
1222,0,AR,2,2011,0.67835703
1223,1,AR,2,2011,0.32164297
1224,0,AS,2,2011,0.909090909
1225,1,AS,2,2011,0.090909091
1226,0,AZ,2,2011,0.807844672
1227,1,AZ,2,2011,0.192155328
1228,0,CA,2,2011,0.84047746
1229,1,CA,2,2011,0.15952254
1230,0,CO,2,2011,0.819628647
1231,1,CO,2,2011,0.180371353
1232,0,CT,2,2011,0.769901582
1233,1,CT,2,2011,0.230098418
1234,0,DC,2,2011,0.551724138
1235,1,DC,2,2011,0.448275862
1236,0,DE,2,2011,0.814451383
1237,1,DE,2,2011,0.185548617
1238,0,FL,2,2011,0.764011534
1239,1,FL,2,2011,0.235988466
1240,0,FM,2,2011,0.81372549
1241,1,FM,2,2011,0.18627451
1242,0,GA,2,2011,0.890637854
1243,1,GA,2,2011,0.109362146
1244,0,GU,2,2011,0.412844037
1245,1,GU,2,2011,0.587155963
1246,0,HI,2,2011,0.770072993
1247,1,HI,2,2011,0.229927007
1248,0,IA,2,2011,0.521886282
1249,1,IA,2,2011,0.478113718
1250,0,ID,2,2011,0.671794872
1251,1,ID,2,2011,0.328205128
1252,0,IL,2,2011,0.779680303
1253,1,IL,2,2011,0.220319697
1254,0,IN,2,2011,0.716340193
1255,1,IN,2,2011,0.283659807
1256,0,KS,2,2011,0.639273623
1257,1,KS,2,2011,0.360726377
1258,0,KY,2,2011,0.586982017
1259,1,KY,2,2011,0.413017983
1260,0,LA,2,2011,0.700035094
1261,1,LA,2,2011,0.299964906
1262,0,MA,2,2011,0.848332736
1263,1,MA,2,2011,0.151667264
1264,0,MD,2,2011,0.742800513
1265,1,MD,2,2011,0.257199487
1266,0,ME,2,2011,0.887658228
1267,1,ME,2,2011,0.112341772
1268,0,MH,2,2011,1
1269,0,MI,2,2011,0.758651287
1270,1,MI,2,2011,0.241348713
1271,0,MN,2,2011,0.714488435
1272,1,MN,2,2011,0.285511565
1273,0,MO,2,2011,0.74963517
1274,1,MO,2,2011,0.25036483
1275,0,MP,2,2011,0
1276,1,MP,2,2011,0
1277,0,MS,2,2011,0.696472317
1278,1,MS,2,2011,0.303527683
1279,0,MT,2,2011,0.802150538
1280,1,MT,2,2011,0.197849462
1281,0,NC,2,2011,0.785834405
1282,1,NC,2,2011,0.214165595
1283,0,ND,2,2011,0.441087613
1284,1,ND,2,2011,0.558912387
1285,0,NE,2,2011,0.569110967
1286,1,NE,2,2011,0.430889033
1287,0,NH,2,2011,0.8974122
1288,1,NH,2,2011,0.1025878
1289,0,NJ,2,2011,0.721840155
1290,1,NJ,2,2011,0.278159845
1291,0,NM,2,2011,0.825356307
1292,1,NM,2,2011,0.174643693
1293,0,NV,2,2011,0.888520971
1294,1,NV,2,2011,0.111479029
1295,0,NY,2,2011,0.725906566
1296,1,NY,2,2011,0.274093434
1297,0,OH,2,2011,0.612534713
1298,1,OH,2,2011,0.387465287
1299,0,OK,2,2011,0.712862584
1300,1,OK,2,2011,0.286258424
1301,0,OR,2,2011,0.816933638
1302,1,OR,2,2011,0.183066362
1303,0,PA,2,2011,0.765992617
1304,1,PA,2,2011,0.234007383
1305,0,PR,2,2011,0.744879858
1306,1,PR,2,2011,0.255120142
1307,0,RI,2,2011,0.909418116
1308,1,RI,2,2011,0.090581884
1309,0,SC,2,2011,0.738485804
1310,1,SC,2,2011,0.261514196
1311,0,SD,2,2011,0.565149137
1312,1,SD,2,2011,0.434850863
1313,0,TN,2,2011,0.719129163
1314,1,TN,2,2011,0.280870837
1315,0,TX,2,2011,0.741883217
1316,1,TX,2,2011,0.258116783
1317,0,UT,2,2011,0.78021978
1318,1,UT,2,2011,0.21978022
1319,0,VA,2,2011,0.804172971
1320,1,VA,2,2011,0.195827029
1321,0,VT,2,2011,0.56127451
1322,1,VT,2,2011,0.43872549
1323,0,WA,2,2011,0.750045914
1324,1,WA,2,2011,0.249954086
1325,0,WI,2,2011,0.711148391
1326,1,WI,2,2011,0.288851609
1327,0,WV,2,2011,0.70824434
1328,1,WV,2,2011,0.29175566
1329,0,WY,2,2011,0.644729504
1330,1,WY,2,2011,0.355270496
1331,0,AK,3,2011,0.676953381
1332,1,AK,3,2011,0.323046619
1333,0,AL,3,2011,0.694880319
1334,1,AL,3,2011,0.284242021
1335,0,AR,3,2011,0.822455589
1336,1,AR,3,2011,0.177544411
1337,0,AS,3,2011,0.963709677
1338,1,AS,3,2011,0.036290323
1339,0,AZ,3,2011,0.781267479
1340,1,AZ,3,2011,0.217478262
1341,0,CA,3,2011,0.818061212
1342,1,CA,3,2011,0.181938788
1343,0,CO,3,2011,0.828801487
1344,1,CO,3,2011,0.171198513
1345,0,CT,3,2011,0.774304984
1346,1,CT,3,2011,0.225695016
1347,0,DC,3,2011,0.515315315
1348,1,DC,3,2011,0.484684685
1349,0,DE,3,2011,0.628775398
1350,1,DE,3,2011,0.371224602
1351,0,FL,3,2011,0.849067392
1352,1,FL,3,2011,0.150932608
1353,0,FM,3,2011,0.857677903
1354,1,FM,3,2011,0.142322097
1355,0,GA,3,2011,0.761276006
1356,1,GA,3,2011,0.238723994
1357,0,GU,3,2011,0.823529412
1358,1,GU,3,2011,0.176470588
1359,0,HI,3,2011,0.813595327
1360,1,HI,3,2011,0.186404673
1361,0,IA,3,2011,0.787062413
1362,1,IA,3,2011,0.212937587
1363,0,ID,3,2011,0.729052823
1364,1,ID,3,2011,0.270947177
1365,0,IL,3,2011,0.812276164
1366,1,IL,3,2011,0.187723836
1367,0,IN,3,2011,0.661812731
1368,1,IN,3,2011,0.338187269
1369,0,KS,3,2011,0.729655753
1370,1,KS,3,2011,0.270344247
1371,0,KY,3,2011,0.717502872
1372,1,KY,3,2011,0.282497128
1373,0,LA,3,2011,0.585090258
1374,1,LA,3,2011,0.414909742
1375,0,MA,3,2011,0.705464101
1376,1,MA,3,2011,0.294535899
1377,0,MD,3,2011,0.756978654
1378,1,MD,3,2011,0.243021346
1379,0,ME,3,2011,0.682706767
1380,1,ME,3,2011,0.317293233
1381,0,MH,3,2011,0.75
1382,1,MH,3,2011,0.25
1383,0,MI,3,2011,0.716280577
1384,1,MI,3,2011,0.283719423
1385,0,MN,3,2011,0.675888374
1386,1,MN,3,2011,0.324111626
1387,0,MO,3,2011,0.751641727
1388,1,MO,3,2011,0.248358273
1389,0,MP,3,2011,0.847619048
1390,1,MP,3,2011,0.152380952
1391,0,MS,3,2011,0.745756811
1392,1,MS,3,2011,0.254243189
1393,0,MT,3,2011,0.616127475
1394,1,MT,3,2011,0.383872525
1395,0,NC,3,2011,0.72080473
1396,1,NC,3,2011,0.27919527
1397,0,ND,3,2011,0.637539185
1398,1,ND,3,2011,0.362460815
1399,0,NE,3,2011,0.701662619
1400,1,NE,3,2011,0.298337381
1401,0,NH,3,2011,0.682482938
1402,1,NH,3,2011,0.317517062
1403,0,NJ,3,2011,0.816930065
1404,1,NJ,3,2011,0.183069935
1405,0,NM,3,2011,0.725205981
1406,1,NM,3,2011,0.274794019
1407,0,NV,3,2011,0.748248949
1408,1,NV,3,2011,0.251751051
1409,0,NY,3,2011,0.780346214
1410,1,NY,3,2011,0.219653786
1411,0,OH,3,2011,0.638722911
1412,1,OH,3,2011,0.361277089
1413,0,OK,3,2011,0.68927547
1414,1,OK,3,2011,0.31072453
1415,0,OR,3,2011,0.784045272
1416,1,OR,3,2011,0.215954728
1417,0,PA,3,2011,0.683657096
1418,1,PA,3,2011,0.316342904
1419,0,PR,3,2011,0.36810446
1420,1,PR,3,2011,0.63189554
1421,0,PW,3,2011,0.769230769
1422,1,PW,3,2011,0.230769231
1423,0,RI,3,2011,0.709910431
1424,1,RI,3,2011,0.290089569
1425,0,SC,3,2011,0.71001632
1426,1,SC,3,2011,0.28998368
1427,0,SD,3,2011,0.542418426
1428,1,SD,3,2011,0.457581574
1429,0,TN,3,2011,0.691667999
1430,1,TN,3,2011,0.308332001
1431,0,TX,3,2011,0.715771349
1432,1,TX,3,2011,0.284228651
1433,0,UT,3,2011,0.798259047
1434,1,UT,3,2011,0.201740953
1435,0,VA,3,2011,0.749084776
1436,1,VA,3,2011,0.250915224
1437,0,VI,3,2011,0.546666667
1438,1,VI,3,2011,0.453333333
1439,0,VT,3,2011,0.663980661
1440,1,VT,3,2011,0.336019339
1441,0,WA,3,2011,0.805213533
1442,1,WA,3,2011,0.194786467
1443,0,WI,3,2011,0.634175062
1444,1,WI,3,2011,0.365824938
1445,0,WV,3,2011,0.701353638
1446,1,WV,3,2011,0.298646362
1447,0,WY,3,2011,0.684488654
1448,1,WY,3,2011,0.315511346
1449,0,AK,4,2011,1
1450,0,AL,4,2011,0.966958212
1451,1,AL,4,2011,0.033041788
1452,0,AR,4,2011,0.091803279
1453,1,AR,4,2011,0.908196721
1454,0,AZ,4,2011,0.107344633
1455,1,AZ,4,2011,0.892655367
1456,0,CA,4,2011,0.503194351
1457,1,CA,4,2011,0.496805649
1458,0,CO,4,2011,0.97689769
1459,1,CO,4,2011,0.02310231
1460,0,CT,4,2011,0.481012658
1461,1,CT,4,2011,0.518987342
1462,0,DC,4,2011,0.666666667
1463,1,DC,4,2011,0.333333333
1464,1,DE,4,2011,1
1465,0,FL,4,2011,0.654353562
1466,1,FL,4,2011,0.345646438
1467,0,FM,4,2011,1
1468,0,GA,4,2011,0.388358779
1469,1,GA,4,2011,0.611641221
1470,0,GU,4,2011,0
1471,0,HI,4,2011,0.918918919
1472,1,HI,4,2011,0.081081081
1473,0,IA,4,2011,0.957894737
1474,1,IA,4,2011,0.042105263
1475,0,ID,4,2011,0.864728192
1476,1,ID,4,2011,0.135271808
1477,0,IL,4,2011,0.812834225
1478,1,IL,4,2011,0.187165775
1479,0,IN,4,2011,0.677536232
1480,1,IN,4,2011,0.322463768
1481,0,KS,4,2011,0.653846154
1482,1,KS,4,2011,0.346153846
1483,0,KY,4,2011,0.995836803
1484,1,KY,4,2011,0.004163197
1485,0,LA,4,2011,0.514563107
1486,1,LA,4,2011,0.485436893
1487,0,MA,4,2011,0.766848816
1488,1,MA,4,2011,0.233151184
1489,0,MD,4,2011,0.72204126
1490,1,MD,4,2011,0.27795874
1491,0,ME,4,2011,0.4
1492,1,ME,4,2011,0.6
1493,0,MI,4,2011,0.684684685
1494,1,MI,4,2011,0.315315315
1495,0,MN,4,2011,0.628007403
1496,1,MN,4,2011,0.371992597
1497,0,MO,4,2011,0.570731707
1498,1,MO,4,2011,0.429268293
1499,0,MS,4,2011,0.807692308
1500,1,MS,4,2011,0.192307692
1501,0,MT,4,2011,0.845132743
1502,1,MT,4,2011,0.154867257
1503,0,NC,4,2011,0.853423337
1504,1,NC,4,2011,0.146576663
1505,0,ND,4,2011,1
1506,1,ND,4,2011,0
1507,0,NE,4,2011,0.994071146
1508,1,NE,4,2011,0.005928854
1509,0,NJ,4,2011,0.330836454
1510,1,NJ,4,2011,0.669163546
1511,0,NM,4,2011,0.833333333
1512,1,NM,4,2011,0.166666667
1513,0,NV,4,2011,0.940042827
1514,1,NV,4,2011,0.059957173
1515,0,NY,4,2011,0.72331048
1516,1,NY,4,2011,0.27668952
1517,0,OH,4,2011,0.768459435
1518,1,OH,4,2011,0.231540565
1519,0,OK,4,2011,0.579418345
1520,1,OK,4,2011,0.420581655
1521,0,OR,4,2011,0.919786096
1522,1,OR,4,2011,0.080213904
1523,0,PA,4,2011,0.446659671
1524,1,PA,4,2011,0.553340329
1525,0,PR,4,2011,0.717391304
