"","CBSA","degType","year","Cbsatotal","stem_high_any","totalawards","share"
"3718",18340,"Bachelor's",2011,296,0,247,0.834459459459459
"3719",18340,"Master's and Higher",2010,247,0,200,0.809716599190283
"3720",18340,"Master's and Higher",2010,247,1,47,0.190283400809717
"3721",18340,"Master's and Higher",2011,480,1,112,0.233333333333333
"3722",18340,"Master's and Higher",2011,480,0,368,0.766666666666667
"3723",18420,"Associate's and below",2010,34,0,34,1
"3724",18420,"Associate's and below",2011,37,0,37,1
"3725",18420,"Associate's and below",2012,50,0,50,1
"3726",18420,"Associate's and below",2013,58,0,58,1
"3727",18420,"Associate's and below",2014,56,0,56,1
"3728",18460,"Associate's and below",2010,1024,1,356,0.34765625
"3729",18460,"Associate's and below",2010,1024,0,668,0.65234375
"3730",18460,"Associate's and below",2011,1182,1,374,0.316412859560068
"3731",18460,"Associate's and below",2011,1182,0,808,0.683587140439932
"3732",18460,"Associate's and below",2012,843,1,227,0.269276393831554
"3733",18460,"Associate's and below",2012,843,0,616,0.730723606168446
"3734",18460,"Associate's and below",2013,809,1,233,0.288009888751545
"3735",18460,"Associate's and below",2013,809,0,576,0.711990111248455
"3736",18460,"Associate's and below",2014,850,1,262,0.308235294117647
"3737",18460,"Associate's and below",2014,850,0,588,0.691764705882353
"3738",18460,"Bachelor's",2010,273,1,28,0.102564102564103
"3739",18460,"Bachelor's",2010,273,0,245,0.897435897435897
"3740",18460,"Bachelor's",2011,318,0,282,0.886792452830189
"3741",18460,"Bachelor's",2011,318,1,36,0.113207547169811
"3742",18460,"Bachelor's",2012,267,0,219,0.820224719101124
"3743",18460,"Bachelor's",2012,267,1,48,0.179775280898876
"3744",18460,"Bachelor's",2013,263,1,52,0.197718631178707
"3745",18460,"Bachelor's",2013,263,0,211,0.802281368821293
"3746",18460,"Bachelor's",2014,331,0,260,0.785498489425982
"3747",18460,"Bachelor's",2014,331,1,71,0.214501510574018
"3748",18460,"Master's and Higher",2010,893,0,398,0.44568868980963
"3749",18460,"Master's and Higher",2010,893,1,495,0.554311310190369
"3750",18460,"Master's and Higher",2011,968,1,482,0.497933884297521
"3751",18460,"Master's and Higher",2011,968,0,486,0.502066115702479
"3752",18460,"Master's and Higher",2012,911,0,450,0.493962678375412
"3753",18460,"Master's and Higher",2012,911,1,461,0.506037321624588
"3754",18460,"Master's and Higher",2013,846,1,457,0.540189125295508
"3755",18460,"Master's and Higher",2013,846,0,389,0.459810874704492
"3756",18460,"Master's and Higher",2014,662,0,307,0.463746223564955
"3757",18460,"Master's and Higher",2014,662,1,355,0.536253776435045
"3758",18500,"Associate's and below",2010,755,0,557,0.737748344370861
"3759",18500,"Associate's and below",2010,755,1,198,0.262251655629139
"3760",18500,"Associate's and below",2011,800,1,202,0.2525
"3761",18500,"Associate's and below",2011,800,0,598,0.7475
"3762",18500,"Associate's and below",2012,800,0,574,0.7175
"3763",18500,"Associate's and below",2012,800,1,226,0.2825
"3764",18500,"Associate's and below",2013,690,0,513,0.743478260869565
"3765",18500,"Associate's and below",2013,690,1,177,0.256521739130435
"3766",18500,"Associate's and below",2014,827,1,245,0.296251511487303
"3767",18500,"Associate's and below",2014,827,0,582,0.703748488512696
"3768",18580,"Associate's and below",2010,3116,0,2432,0.780487804878049
"3769",18580,"Associate's and below",2010,3116,1,684,0.219512195121951
"3770",18580,"Associate's and below",2011,3311,0,2413,0.728782845061915
"3771",18580,"Associate's and below",2011,3311,1,898,0.271217154938085
"3772",18580,"Associate's and below",2012,2810,0,2077,0.73914590747331
"3773",18580,"Associate's and below",2012,2810,1,733,0.26085409252669
"3774",18580,"Associate's and below",2013,2346,1,715,0.304774083546462
"3775",18580,"Associate's and below",2013,2346,0,1631,0.695225916453538
"3776",18580,"Associate's and below",2014,2184,0,1589,0.727564102564103
"3777",18580,"Associate's and below",2014,2184,1,595,0.272435897435897
"3778",18580,"Bachelor's",2010,1335,0,930,0.696629213483146
"3779",18580,"Bachelor's",2010,1335,1,405,0.303370786516854
"3780",18580,"Bachelor's",2011,1308,0,818,0.625382262996942
"3781",18580,"Bachelor's",2011,1308,1,490,0.374617737003058
"3782",18580,"Bachelor's",2012,1453,0,852,0.586373021335169
"3783",18580,"Bachelor's",2012,1453,1,601,0.413626978664831
"3784",18580,"Bachelor's",2013,1464,1,576,0.39344262295082
"3785",18580,"Bachelor's",2013,1464,0,888,0.60655737704918
"3786",18580,"Bachelor's",2014,1484,1,652,0.439353099730458
"3787",18580,"Bachelor's",2014,1484,0,832,0.560646900269542
"3788",18580,"Master's and Higher",2010,466,1,139,0.298283261802575
"3789",18580,"Master's and Higher",2010,466,0,327,0.701716738197425
"3790",18580,"Master's and Higher",2011,549,1,180,0.327868852459016
"3791",18580,"Master's and Higher",2011,549,0,369,0.672131147540984
"3792",18580,"Master's and Higher",2012,580,0,379,0.653448275862069
"3793",18580,"Master's and Higher",2012,580,1,201,0.346551724137931
"3794",18580,"Master's and Higher",2013,475,1,157,0.330526315789474
"3795",18580,"Master's and Higher",2013,475,0,318,0.669473684210526
"3796",18580,"Master's and Higher",2014,514,0,325,0.632295719844358
"3797",18580,"Master's and Higher",2014,514,1,189,0.367704280155642
"3798",18620,"Associate's and below",2010,1205,0,761,0.631535269709544
"3799",18620,"Associate's and below",2010,1205,1,444,0.368464730290456
"3800",18620,"Associate's and below",2011,1127,0,691,0.613132209405501
"3801",18620,"Associate's and below",2011,1127,1,436,0.386867790594499
"3802",18620,"Associate's and below",2012,1305,0,834,0.639080459770115
"3803",18620,"Associate's and below",2012,1305,1,471,0.360919540229885
"3804",18620,"Associate's and below",2013,1603,1,537,0.334996880848409
"3805",18620,"Associate's and below",2013,1603,0,1066,0.665003119151591
"3806",18620,"Associate's and below",2014,2086,1,716,0.343240651965484
"3807",18620,"Associate's and below",2014,2086,0,1370,0.656759348034516
"3808",18660,"Bachelor's",2010,1478,0,1237,0.836941813261164
"3809",18660,"Bachelor's",2010,1478,1,241,0.163058186738836
"3810",18660,"Bachelor's",2011,1392,1,268,0.192528735632184
"3811",18660,"Bachelor's",2011,1392,0,1124,0.807471264367816
"3812",18660,"Bachelor's",2012,1470,1,314,0.213605442176871
"3813",18660,"Bachelor's",2012,1470,0,1156,0.786394557823129
"3814",18660,"Bachelor's",2013,1584,1,304,0.191919191919192
"3815",18660,"Bachelor's",2013,1584,0,1280,0.808080808080808
"3816",18660,"Bachelor's",2014,1675,1,392,0.234029850746269
"3817",18660,"Bachelor's",2014,1675,0,1283,0.765970149253731
"3818",18660,"Master's and Higher",2010,457,0,452,0.989059080962801
"3819",18660,"Master's and Higher",2010,457,1,5,0.0109409190371991
"3820",18660,"Master's and Higher",2011,434,1,5,0.0115207373271889
"3821",18660,"Master's and Higher",2011,434,0,429,0.988479262672811
"3822",18660,"Master's and Higher",2012,471,1,14,0.029723991507431
"3823",18660,"Master's and Higher",2012,471,0,457,0.970276008492569
"3824",18660,"Master's and Higher",2013,422,1,40,0.0947867298578199
"3825",18660,"Master's and Higher",2013,422,0,382,0.90521327014218
"3826",18660,"Master's and Higher",2014,348,1,12,0.0344827586206897
"3827",18660,"Master's and Higher",2014,348,0,336,0.96551724137931
"3828",18700,"Associate's and below",2010,42,0,42,1
"3829",18700,"Associate's and below",2011,46,0,46,1
"3830",18700,"Associate's and below",2012,32,0,32,1
"3831",18700,"Associate's and below",2013,32,0,32,1
"3832",18700,"Associate's and below",2014,31,0,31,1
"3833",18700,"Bachelor's",2010,3747,1,1606,0.428609554310115
"3834",18700,"Bachelor's",2010,3747,0,2141,0.571390445689885
"3835",18700,"Bachelor's",2011,3756,1,1708,0.454739084132055
"3836",18700,"Bachelor's",2011,3756,0,2048,0.545260915867945
"3837",18700,"Bachelor's",2012,4307,0,2373,0.550963547713025
"3838",18700,"Bachelor's",2012,4307,1,1934,0.449036452286975
"3839",18700,"Bachelor's",2013,4475,0,2350,0.525139664804469
"3840",18700,"Bachelor's",2013,4475,1,2125,0.474860335195531
"3841",18700,"Bachelor's",2014,5148,0,2571,0.499417249417249
"3842",18700,"Bachelor's",2014,5148,1,2577,0.500582750582751
"3843",18700,"Master's and Higher",2010,1042,0,387,0.371401151631478
"3844",18700,"Master's and Higher",2010,1042,1,655,0.628598848368522
"3845",18700,"Master's and Higher",2011,1066,1,683,0.640712945590994
"3846",18700,"Master's and Higher",2011,1066,0,383,0.359287054409006
"3847",18700,"Master's and Higher",2012,1128,1,754,0.668439716312057
"3848",18700,"Master's and Higher",2012,1128,0,374,0.331560283687943
"3849",18700,"Master's and Higher",2013,1105,0,375,0.339366515837104
"3850",18700,"Master's and Higher",2013,1105,1,730,0.660633484162896
"3851",18700,"Master's and Higher",2014,1203,0,394,0.327514546965919
"3852",18700,"Master's and Higher",2014,1203,1,809,0.672485453034081
"3853",18820,"Bachelor's",2010,221,1,85,0.384615384615385
"3854",18820,"Bachelor's",2010,221,0,136,0.615384615384615
"3855",18820,"Bachelor's",2011,185,0,124,0.67027027027027
"3856",18820,"Bachelor's",2011,185,1,61,0.32972972972973
"3857",18820,"Bachelor's",2012,203,0,128,0.630541871921182
"3858",18820,"Bachelor's",2012,203,1,75,0.369458128078818
"3859",18820,"Bachelor's",2013,213,1,74,0.347417840375587
"3860",18820,"Bachelor's",2013,213,0,139,0.652582159624413
"3861",18820,"Bachelor's",2014,184,0,114,0.619565217391304
"3862",18820,"Bachelor's",2014,184,1,70,0.380434782608696
"3863",18880,"Associate's and below",2010,1976,1,431,0.218117408906883
"3864",18880,"Associate's and below",2010,1976,0,1545,0.781882591093117
"3865",18880,"Associate's and below",2011,1723,1,323,0.187463726059199
"3866",18880,"Associate's and below",2011,1723,0,1400,0.812536273940801
"3867",18880,"Associate's and below",2012,1782,1,340,0.190796857463524
"3868",18880,"Associate's and below",2012,1782,0,1442,0.809203142536476
"3869",18880,"Associate's and below",2013,1888,0,1450,0.768008474576271
"3870",18880,"Associate's and below",2013,1888,1,438,0.231991525423729
"3871",18880,"Associate's and below",2014,1695,0,1301,0.767551622418879
"3872",18880,"Associate's and below",2014,1695,1,394,0.232448377581121
"3873",18880,"Bachelor's",2010,106,1,14,0.132075471698113
"3874",18880,"Bachelor's",2010,106,0,92,0.867924528301887
"3875",18880,"Bachelor's",2011,127,0,98,0.771653543307087
"3876",18880,"Bachelor's",2011,127,1,29,0.228346456692913
"3877",18880,"Bachelor's",2012,173,0,144,0.832369942196532
"3878",18880,"Bachelor's",2012,173,1,29,0.167630057803468
"3879",18880,"Bachelor's",2013,183,1,28,0.153005464480874
"3880",18880,"Bachelor's",2013,183,0,155,0.846994535519126
"3881",18880,"Bachelor's",2014,193,1,26,0.134715025906736
"3882",18880,"Bachelor's",2014,193,0,167,0.865284974093264
"3883",18900,"Associate's and below",2010,293,0,170,0.580204778156997
"3884",18900,"Associate's and below",2010,293,1,123,0.419795221843003
"3885",18900,"Associate's and below",2011,225,1,135,0.6
"3886",18900,"Associate's and below",2011,225,0,90,0.4
"3887",18900,"Associate's and below",2012,209,0,108,0.516746411483254
"3888",18900,"Associate's and below",2012,209,1,101,0.483253588516746
"3889",18900,"Associate's and below",2013,205,0,103,0.502439024390244
"3890",18900,"Associate's and below",2013,205,1,102,0.497560975609756
"3891",18900,"Associate's and below",2014,245,0,121,0.493877551020408
"3892",18900,"Associate's and below",2014,245,1,124,0.506122448979592
"3893",18940,"Associate's and below",2010,277,0,121,0.436823104693141
"3894",18940,"Associate's and below",2010,277,1,156,0.563176895306859
"3895",18940,"Associate's and below",2011,289,1,134,0.463667820069204
"3896",18940,"Associate's and below",2011,289,0,155,0.536332179930796
"3897",18980,"Associate's and below",2010,997,0,534,0.535606820461384
"3898",18980,"Associate's and below",2010,997,1,463,0.464393179538616
"3899",18980,"Associate's and below",2011,1107,1,535,0.483288166214995
"3900",18980,"Associate's and below",2011,1107,0,572,0.516711833785005
"3901",18980,"Associate's and below",2012,1037,0,609,0.587270973963356
"3902",18980,"Associate's and below",2012,1037,1,428,0.412729026036644
"3903",18980,"Associate's and below",2013,925,0,583,0.63027027027027
"3904",18980,"Associate's and below",2013,925,1,342,0.36972972972973
"3905",18980,"Associate's and below",2014,878,1,366,0.416856492027335
"3906",18980,"Associate's and below",2014,878,0,512,0.583143507972665
"3907",19000,"Associate's and below",2012,491,0,341,0.694501018329939
"3908",19000,"Associate's and below",2012,491,1,150,0.305498981670061
"3909",19000,"Associate's and below",2013,555,0,433,0.78018018018018
"3910",19000,"Associate's and below",2013,555,1,122,0.21981981981982
"3911",19000,"Associate's and below",2014,553,0,430,0.777576853526221
"3912",19000,"Associate's and below",2014,553,1,123,0.222423146473779
"3913",19000,"Bachelor's",2012,1783,0,1300,0.729108244531688
"3914",19000,"Bachelor's",2012,1783,1,483,0.270891755468312
"3915",19000,"Bachelor's",2013,1774,1,472,0.266065388951522
"3916",19000,"Bachelor's",2013,1774,0,1302,0.733934611048478
"3917",19000,"Bachelor's",2014,1901,1,562,0.295633876906891
"3918",19000,"Bachelor's",2014,1901,0,1339,0.704366123093109
"3919",19000,"Master's and Higher",2012,598,0,481,0.804347826086957
"3920",19000,"Master's and Higher",2012,598,1,117,0.195652173913043
"3921",19000,"Master's and Higher",2013,593,1,102,0.172006745362563
"3922",19000,"Master's and Higher",2013,593,0,491,0.827993254637437
"3923",19000,"Master's and Higher",2014,590,0,483,0.81864406779661
"3924",19000,"Master's and Higher",2014,590,1,107,0.18135593220339
"3925",19020,"Associate's and below",2010,12,0,12,1
"3926",19020,"Associate's and below",2011,10,0,10,1
"3927",19060,"Associate's and below",2010,1173,1,398,0.339300937766411
"3928",19060,"Associate's and below",2010,1173,0,775,0.660699062233589
"3929",19060,"Associate's and below",2011,1187,0,775,0.65290648694187
"3930",19060,"Associate's and below",2011,1187,1,412,0.34709351305813
"3931",19060,"Associate's and below",2012,1183,0,836,0.706677937447168
"3932",19060,"Associate's and below",2012,1183,1,347,0.293322062552832
"3933",19060,"Associate's and below",2013,1248,0,876,0.701923076923077
"3934",19060,"Associate's and below",2013,1248,1,372,0.298076923076923
"3935",19060,"Associate's and below",2014,1218,0,827,0.678981937602627
"3936",19060,"Associate's and below",2014,1218,1,391,0.321018062397373
"3937",19060,"Bachelor's",2010,790,0,678,0.858227848101266
"3938",19060,"Bachelor's",2010,790,1,112,0.141772151898734
"3939",19060,"Bachelor's",2011,880,0,737,0.8375
"3940",19060,"Bachelor's",2011,880,1,143,0.1625
"3941",19060,"Bachelor's",2012,916,0,725,0.791484716157205
"3942",19060,"Bachelor's",2012,916,1,191,0.208515283842795
"3943",19060,"Bachelor's",2013,995,0,774,0.777889447236181
"3944",19060,"Bachelor's",2013,995,1,221,0.222110552763819
"3945",19060,"Bachelor's",2014,1093,0,806,0.737419945105215
"3946",19060,"Bachelor's",2014,1093,1,287,0.262580054894785
"3947",19060,"Master's and Higher",2010,230,0,215,0.934782608695652
"3948",19060,"Master's and Higher",2010,230,1,15,0.0652173913043478
"3949",19060,"Master's and Higher",2011,216,1,10,0.0462962962962963
"3950",19060,"Master's and Higher",2011,216,0,206,0.953703703703704
"3951",19060,"Master's and Higher",2012,175,0,162,0.925714285714286
"3952",19060,"Master's and Higher",2012,175,1,13,0.0742857142857143
"3953",19060,"Master's and Higher",2013,235,1,16,0.0680851063829787
"3954",19060,"Master's and Higher",2013,235,0,219,0.931914893617021
"3955",19060,"Master's and Higher",2014,235,0,221,0.940425531914894
"3956",19060,"Master's and Higher",2014,235,1,14,0.0595744680851064
"3957",19100,"Associate's and below",2010,30731,0,25093,0.816537047281247
"3958",19100,"Associate's and below",2010,30731,1,5638,0.183462952718753
"3959",19100,"Associate's and below",2011,33534,0,27538,0.821196397685931
"3960",19100,"Associate's and below",2011,33534,1,5996,0.178803602314069
"3961",19100,"Associate's and below",2012,30989,1,5294,0.17083481235277
"3962",19100,"Associate's and below",2012,30989,0,25695,0.82916518764723
"3963",19100,"Associate's and below",2013,29897,0,25261,0.844934274341907
"3964",19100,"Associate's and below",2013,29897,1,4636,0.155065725658093
"3965",19100,"Associate's and below",2014,31339,0,26488,0.845208845208845
"3966",19100,"Associate's and below",2014,31339,1,4851,0.154791154791155
"3967",19100,"Bachelor's",2010,23558,1,6247,0.265175311995925
"3968",19100,"Bachelor's",2010,23558,0,17311,0.734824688004075
"3969",19100,"Bachelor's",2011,24908,1,7240,0.290669664364863
"3970",19100,"Bachelor's",2011,24908,0,17668,0.709330335635137
"3971",19100,"Bachelor's",2012,26206,0,17852,0.681218041669847
"3972",19100,"Bachelor's",2012,26206,1,8354,0.318781958330153
"3973",19100,"Bachelor's",2013,26915,1,9029,0.335463496191715
"3974",19100,"Bachelor's",2013,26915,0,17886,0.664536503808285
"3975",19100,"Bachelor's",2014,27991,0,18099,0.646600693079919
"3976",19100,"Bachelor's",2014,27991,1,9892,0.353399306920081
"3977",19100,"Master's and Higher",2010,14819,1,4211,0.284162224171672
"3978",19100,"Master's and Higher",2010,14819,0,10608,0.715837775828329
"3979",19100,"Master's and Higher",2011,15878,1,4634,0.291850358987278
"3980",19100,"Master's and Higher",2011,15878,0,11244,0.708149641012722
"3981",19100,"Master's and Higher",2012,18094,1,5449,0.301149552337792
"3982",19100,"Master's and Higher",2012,18094,0,12645,0.698850447662208
"3983",19100,"Master's and Higher",2013,18469,1,5853,0.31690941577779
"3984",19100,"Master's and Higher",2013,18469,0,12616,0.68309058422221
"3985",19100,"Master's and Higher",2014,18101,0,12244,0.67642671675598
"3986",19100,"Master's and Higher",2014,18101,1,5857,0.32357328324402
"3987",19140,"Associate's and below",2010,483,0,339,0.701863354037267
"3988",19140,"Associate's and below",2010,483,1,144,0.298136645962733
"3989",19140,"Associate's and below",2011,477,1,157,0.329140461215933
"3990",19140,"Associate's and below",2011,477,0,320,0.670859538784067
"3991",19140,"Associate's and below",2012,513,1,175,0.341130604288499
"3992",19140,"Associate's and below",2012,513,0,338,0.658869395711501
"3993",19140,"Associate's and below",2013,459,0,291,0.633986928104575
"3994",19140,"Associate's and below",2013,459,1,168,0.366013071895425
"3995",19140,"Associate's and below",2014,439,0,271,0.617312072892939
"3996",19140,"Associate's and below",2014,439,1,168,0.382687927107062
"3997",19140,"Bachelor's",2010,178,1,20,0.112359550561798
"3998",19140,"Bachelor's",2010,178,0,158,0.887640449438202
"3999",19140,"Bachelor's",2011,225,1,37,0.164444444444444
"4000",19140,"Bachelor's",2011,225,0,188,0.835555555555556
"4001",19140,"Bachelor's",2012,210,0,169,0.804761904761905
"4002",19140,"Bachelor's",2012,210,1,41,0.195238095238095
"4003",19140,"Bachelor's",2013,284,1,66,0.232394366197183
"4004",19140,"Bachelor's",2013,284,0,218,0.767605633802817
"4005",19140,"Bachelor's",2014,286,0,218,0.762237762237762
"4006",19140,"Bachelor's",2014,286,1,68,0.237762237762238
"4007",19180,"Associate's and below",2010,682,1,156,0.228739002932551
"4008",19180,"Associate's and below",2010,682,0,526,0.771260997067449
"4009",19180,"Associate's and below",2011,801,0,632,0.789013732833958
"4010",19180,"Associate's and below",2011,801,1,169,0.210986267166042
"4011",19180,"Associate's and below",2012,778,1,172,0.22107969151671
"4012",19180,"Associate's and below",2012,778,0,606,0.778920308483291
"4013",19180,"Associate's and below",2013,704,0,531,0.754261363636364
"4014",19180,"Associate's and below",2013,704,1,173,0.245738636363636
"4015",19180,"Associate's and below",2014,717,0,547,0.762900976290098
"4016",19180,"Associate's and below",2014,717,1,170,0.237099023709902
"4017",19180,"Bachelor's",2010,129,1,129,1
"4018",19180,"Bachelor's",2011,116,1,116,1
"4019",19180,"Bachelor's",2012,138,1,138,1
"4020",19180,"Bachelor's",2013,132,1,132,1
"4021",19180,"Bachelor's",2014,139,1,139,1
"4022",19220,"Bachelor's",2010,358,1,110,0.307262569832402
"4023",19220,"Bachelor's",2010,358,0,248,0.692737430167598
"4024",19220,"Bachelor's",2011,329,0,230,0.699088145896657
"4025",19220,"Bachelor's",2011,329,1,99,0.300911854103343
"4026",19220,"Bachelor's",2012,350,0,226,0.645714285714286
"4027",19220,"Bachelor's",2012,350,1,124,0.354285714285714
"4028",19220,"Bachelor's",2013,342,1,133,0.388888888888889
"4029",19220,"Bachelor's",2013,342,0,209,0.611111111111111
"4030",19220,"Bachelor's",2014,405,1,128,0.316049382716049
"4031",19220,"Bachelor's",2014,405,0,277,0.683950617283951
"4032",19260,"Associate's and below",2010,665,1,127,0.190977443609023
"4033",19260,"Associate's and below",2010,665,0,538,0.809022556390977
"4034",19260,"Associate's and below",2011,759,0,403,0.530961791831357
"4035",19260,"Associate's and below",2011,759,1,356,0.469038208168643
"4036",19260,"Associate's and below",2012,938,0,536,0.571428571428571
"4037",19260,"Associate's and below",2012,938,1,402,0.428571428571429
"4038",19260,"Associate's and below",2013,874,0,511,0.58466819221968
"4039",19260,"Associate's and below",2013,874,1,363,0.41533180778032
"4040",19260,"Associate's and below",2014,908,0,558,0.614537444933921
"4041",19260,"Associate's and below",2014,908,1,350,0.385462555066079
"4042",19260,"Bachelor's",2010,363,1,46,0.126721763085399
"4043",19260,"Bachelor's",2010,363,0,317,0.873278236914601
"4044",19260,"Bachelor's",2011,383,0,351,0.91644908616188
"4045",19260,"Bachelor's",2011,383,1,32,0.0835509138381201
"4046",19260,"Bachelor's",2012,421,1,36,0.0855106888361045
"4047",19260,"Bachelor's",2012,421,0,385,0.914489311163896
"4048",19260,"Bachelor's",2013,464,0,442,0.952586206896552
"4049",19260,"Bachelor's",2013,464,1,22,0.0474137931034483
"4050",19260,"Bachelor's",2014,478,0,430,0.899581589958159
"4051",19260,"Bachelor's",2014,478,1,48,0.100418410041841
"4052",19260,"Master's and Higher",2010,294,0,174,0.591836734693878
"4053",19260,"Master's and Higher",2010,294,1,120,0.408163265306122
"4054",19260,"Master's and Higher",2011,298,1,117,0.39261744966443
"4055",19260,"Master's and Higher",2011,298,0,181,0.60738255033557
"4056",19260,"Master's and Higher",2012,322,1,138,0.428571428571429
"4057",19260,"Master's and Higher",2012,322,0,184,0.571428571428571
"4058",19260,"Master's and Higher",2013,272,1,93,0.341911764705882
"4059",19260,"Master's and Higher",2013,272,0,179,0.658088235294118
"4060",19260,"Master's and Higher",2014,210,0,163,0.776190476190476
"4061",19260,"Master's and Higher",2014,210,1,47,0.223809523809524
"4062",19300,"Associate's and below",2010,936,1,308,0.329059829059829
"4063",19300,"Associate's and below",2010,936,0,628,0.670940170940171
"4064",19300,"Associate's and below",2011,1150,0,714,0.620869565217391
"4065",19300,"Associate's and below",2011,1150,1,436,0.379130434782609
"4066",19300,"Associate's and below",2012,2467,1,852,0.34535873530604
"4067",19300,"Associate's and below",2012,2467,0,1615,0.65464126469396
"4068",19300,"Associate's and below",2013,2653,1,1057,0.398416886543536
"4069",19300,"Associate's and below",2013,2653,0,1596,0.601583113456464
"4070",19300,"Associate's and below",2014,2703,0,1648,0.609692933777285
"4071",19300,"Associate's and below",2014,2703,1,1055,0.390307066222715
"4072",19300,"Bachelor's",2010,1336,1,615,0.460329341317365
"4073",19300,"Bachelor's",2010,1336,0,721,0.539670658682635
"4074",19300,"Bachelor's",2011,1818,1,871,0.479097909790979
"4075",19300,"Bachelor's",2011,1818,0,947,0.520902090209021
"4076",19300,"Bachelor's",2012,2898,1,1156,0.398895790200138
"4077",19300,"Bachelor's",2012,2898,0,1742,0.601104209799862
"4078",19300,"Bachelor's",2013,3306,1,1359,0.411070780399274
"4079",19300,"Bachelor's",2013,3306,0,1947,0.588929219600726
"4080",19300,"Bachelor's",2014,3204,0,1871,0.583957553058677
"4081",19300,"Bachelor's",2014,3204,1,1333,0.416042446941323
"4082",19300,"Master's and Higher",2010,1305,0,1115,0.854406130268199
"4083",19300,"Master's and Higher",2010,1305,1,190,0.145593869731801
"4084",19300,"Master's and Higher",2011,1395,0,1160,0.831541218637993
"4085",19300,"Master's and Higher",2011,1395,1,235,0.168458781362007
"4086",19300,"Master's and Higher",2012,1564,1,298,0.190537084398977
"4087",19300,"Master's and Higher",2012,1564,0,1266,0.809462915601023
"4088",19300,"Master's and Higher",2013,1740,1,353,0.202873563218391
"4089",19300,"Master's and Higher",2013,1740,0,1387,0.797126436781609
"4090",19300,"Master's and Higher",2014,1791,0,1458,0.814070351758794
"4091",19300,"Master's and Higher",2014,1791,1,333,0.185929648241206
"4092",19340,"Associate's and below",2010,5927,1,948,0.159946009785726
"4093",19340,"Associate's and below",2010,5927,0,4979,0.840053990214274
"4094",19340,"Associate's and below",2011,7741,1,1072,0.138483400077509
"4095",19340,"Associate's and below",2011,7741,0,6669,0.861516599922491
"4096",19340,"Associate's and below",2012,7580,1,1137,0.15
"4097",19340,"Associate's and below",2012,7580,0,6443,0.85
"4098",19340,"Associate's and below",2013,6264,0,5198,0.829821200510856
"4099",19340,"Associate's and below",2013,6264,1,1066,0.170178799489144
"4100",19340,"Associate's and below",2014,6459,0,5426,0.84006812200031
"4101",19340,"Associate's and below",2014,6459,1,1033,0.15993187799969
"4102",19340,"Bachelor's",2010,4983,1,912,0.183022275737508
"4103",19340,"Bachelor's",2010,4983,0,4071,0.816977724262492
"4104",19340,"Bachelor's",2011,7201,0,5655,0.785307596167199
"4105",19340,"Bachelor's",2011,7201,1,1546,0.214692403832801
"4106",19340,"Bachelor's",2012,8063,1,1589,0.19707304973335
"4107",19340,"Bachelor's",2012,8063,0,6474,0.80292695026665
"4108",19340,"Bachelor's",2013,7380,0,5492,0.744173441734417
"4109",19340,"Bachelor's",2013,7380,1,1888,0.255826558265583
"4110",19340,"Bachelor's",2014,6657,0,4808,0.722247258524861
"4111",19340,"Bachelor's",2014,6657,1,1849,0.277752741475139
"4112",19340,"Master's and Higher",2010,2009,0,1363,0.678446988551518
"4113",19340,"Master's and Higher",2010,2009,1,646,0.321553011448482
"4114",19340,"Master's and Higher",2011,3309,1,902,0.272589906316108
"4115",19340,"Master's and Higher",2011,3309,0,2407,0.727410093683892
"4116",19340,"Master's and Higher",2012,3875,1,969,0.250064516129032
"4117",19340,"Master's and Higher",2012,3875,0,2906,0.749935483870968
"4118",19340,"Master's and Higher",2013,3722,1,1031,0.27700161203654
"4119",19340,"Master's and Higher",2013,3722,0,2691,0.72299838796346
"4120",19340,"Master's and Higher",2014,3919,0,2825,0.720847154886451
"4121",19340,"Master's and Higher",2014,3919,1,1094,0.279152845113549
"4122",19380,"Associate's and below",2010,9601,0,6726,0.700552025830643
"4123",19380,"Associate's and below",2010,9601,1,2875,0.299447974169357
"4124",19380,"Associate's and below",2011,9827,0,7095,0.721990434517147
"4125",19380,"Associate's and below",2011,9827,1,2732,0.278009565482853
"4126",19380,"Associate's and below",2012,9490,1,2419,0.254899894625922
"4127",19380,"Associate's and below",2012,9490,0,7071,0.745100105374078
"4128",19380,"Associate's and below",2013,7996,0,5984,0.748374187093547
"4129",19380,"Associate's and below",2013,7996,1,2012,0.251625812906453
"4130",19380,"Associate's and below",2014,8028,0,6130,0.763577478824116
"4131",19380,"Associate's and below",2014,8028,1,1898,0.236422521175884
"4132",19380,"Bachelor's",2010,5191,1,1633,0.314582931997688
"4133",19380,"Bachelor's",2010,5191,0,3558,0.685417068002312
"4134",19380,"Bachelor's",2011,5088,0,3424,0.672955974842767
"4135",19380,"Bachelor's",2011,5088,1,1664,0.327044025157233
"4136",19380,"Bachelor's",2012,5641,0,3781,0.670271228505584
"4137",19380,"Bachelor's",2012,5641,1,1860,0.329728771494416
"4138",19380,"Bachelor's",2013,5418,0,3501,0.646179401993355
"4139",19380,"Bachelor's",2013,5418,1,1917,0.353820598006645
"4140",19380,"Bachelor's",2014,5689,1,2088,0.367024081560907
"4141",19380,"Bachelor's",2014,5689,0,3601,0.632975918439093
"4142",19380,"Master's and Higher",2010,2977,1,845,0.283842794759825
"4143",19380,"Master's and Higher",2010,2977,0,2132,0.716157205240175
