"","CBSA","degType","year","Cbsatotal","stem_high_any","totalawards","share"
"9831",32340,"Bachelor's",2012,1194,0,940,0.787269681742044
"9832",32340,"Bachelor's",2012,1194,1,254,0.212730318257956
"9833",32340,"Bachelor's",2013,1229,1,273,0.22213181448332
"9834",32340,"Bachelor's",2013,1229,0,956,0.77786818551668
"9835",32340,"Bachelor's",2014,1215,1,313,0.25761316872428
"9836",32340,"Bachelor's",2014,1215,0,902,0.74238683127572
"9837",32340,"Master's and Higher",2010,327,0,272,0.831804281345566
"9838",32340,"Master's and Higher",2010,327,1,55,0.168195718654434
"9839",32340,"Master's and Higher",2011,317,1,62,0.195583596214511
"9840",32340,"Master's and Higher",2011,317,0,255,0.804416403785489
"9841",32340,"Master's and Higher",2012,349,0,264,0.756446991404012
"9842",32340,"Master's and Higher",2012,349,1,85,0.243553008595989
"9843",32340,"Master's and Higher",2013,298,1,58,0.194630872483221
"9844",32340,"Master's and Higher",2013,298,0,240,0.805369127516778
"9845",32340,"Master's and Higher",2014,294,0,220,0.748299319727891
"9846",32340,"Master's and Higher",2014,294,1,74,0.251700680272109
"9847",32380,"Associate's and below",2010,1175,1,165,0.140425531914894
"9848",32380,"Associate's and below",2010,1175,0,1010,0.859574468085106
"9849",32380,"Associate's and below",2011,1255,0,1073,0.854980079681275
"9850",32380,"Associate's and below",2011,1255,1,182,0.145019920318725
"9851",32380,"Associate's and below",2012,1170,0,979,0.836752136752137
"9852",32380,"Associate's and below",2012,1170,1,191,0.163247863247863
"9853",32380,"Associate's and below",2013,1087,0,876,0.80588776448942
"9854",32380,"Associate's and below",2013,1087,1,211,0.19411223551058
"9855",32380,"Associate's and below",2014,1060,1,224,0.211320754716981
"9856",32380,"Associate's and below",2014,1060,0,836,0.788679245283019
"9857",32380,"Bachelor's",2010,37,0,37,1
"9858",32380,"Bachelor's",2011,29,0,29,1
"9859",32380,"Bachelor's",2011,29,1,0,0
"9860",32380,"Bachelor's",2012,43,0,43,1
"9861",32380,"Bachelor's",2012,43,1,0,0
"9862",32380,"Bachelor's",2013,35,1,3,0.0857142857142857
"9863",32380,"Bachelor's",2013,35,0,32,0.914285714285714
"9864",32380,"Bachelor's",2014,32,0,30,0.9375
"9865",32380,"Bachelor's",2014,32,1,2,0.0625
"9866",32380,"Master's and Higher",2011,0,0,0,NA
"9867",32380,"Master's and Higher",2012,2,1,0,0
"9868",32380,"Master's and Higher",2012,2,0,2,1
"9869",32380,"Master's and Higher",2013,6,1,0,0
"9870",32380,"Master's and Higher",2013,6,0,6,1
"9871",32380,"Master's and Higher",2014,8,0,8,1
"9872",32380,"Master's and Higher",2014,8,1,0,0
"9873",32420,"Associate's and below",2010,324,1,55,0.169753086419753
"9874",32420,"Associate's and below",2010,324,0,269,0.830246913580247
"9875",32420,"Associate's and below",2011,493,0,455,0.922920892494929
"9876",32420,"Associate's and below",2011,493,1,38,0.077079107505071
"9877",32420,"Associate's and below",2012,505,0,462,0.914851485148515
"9878",32420,"Associate's and below",2012,505,1,43,0.0851485148514852
"9879",32420,"Associate's and below",2013,410,0,385,0.939024390243902
"9880",32420,"Associate's and below",2013,410,1,25,0.0609756097560976
"9881",32420,"Associate's and below",2014,433,1,79,0.182448036951501
"9882",32420,"Associate's and below",2014,433,0,354,0.817551963048499
"9883",32420,"Bachelor's",2010,1824,1,1225,0.671600877192982
"9884",32420,"Bachelor's",2010,1824,0,599,0.328399122807018
"9885",32420,"Bachelor's",2011,1633,0,548,0.335578689528475
"9886",32420,"Bachelor's",2011,1633,1,1085,0.664421310471525
"9887",32420,"Bachelor's",2012,2050,1,1417,0.691219512195122
"9888",32420,"Bachelor's",2012,2050,0,633,0.308780487804878
"9889",32420,"Bachelor's",2013,1995,0,685,0.343358395989975
"9890",32420,"Bachelor's",2013,1995,1,1310,0.656641604010025
"9891",32420,"Bachelor's",2014,2019,0,720,0.356612184249629
"9892",32420,"Bachelor's",2014,2019,1,1299,0.643387815750372
"9893",32420,"Master's and Higher",2010,385,1,233,0.605194805194805
"9894",32420,"Master's and Higher",2010,385,0,152,0.394805194805195
"9895",32420,"Master's and Higher",2011,232,1,141,0.607758620689655
"9896",32420,"Master's and Higher",2011,232,0,91,0.392241379310345
"9897",32420,"Master's and Higher",2012,250,1,165,0.66
"9898",32420,"Master's and Higher",2012,250,0,85,0.34
"9899",32420,"Master's and Higher",2013,258,1,199,0.771317829457364
"9900",32420,"Master's and Higher",2013,258,0,59,0.228682170542636
"9901",32420,"Master's and Higher",2014,230,1,176,0.765217391304348
"9902",32420,"Master's and Higher",2014,230,0,54,0.234782608695652
"9903",32460,"Associate's and below",2010,177,0,177,1
"9904",32460,"Associate's and below",2011,216,0,216,1
"9905",32460,"Associate's and below",2012,268,0,268,1
"9906",32460,"Associate's and below",2013,293,0,293,1
"9907",32460,"Bachelor's",2010,338,0,338,1
"9908",32460,"Bachelor's",2010,338,1,0,0
"9909",32460,"Bachelor's",2011,419,0,418,0.997613365155131
"9910",32460,"Bachelor's",2011,419,1,1,0.00238663484486874
"9911",32460,"Bachelor's",2012,378,1,4,0.0105820105820106
"9912",32460,"Bachelor's",2012,378,0,374,0.989417989417989
"9913",32460,"Bachelor's",2013,324,0,324,1
"9914",32460,"Bachelor's",2013,324,1,0,0
"9915",32460,"Master's and Higher",2012,31,0,31,1
"9916",32460,"Master's and Higher",2013,37,0,37,1
"9917",32500,"Associate's and below",2010,1472,0,986,0.669836956521739
"9918",32500,"Associate's and below",2010,1472,1,486,0.330163043478261
"9919",32500,"Associate's and below",2011,1660,0,1030,0.620481927710843
"9920",32500,"Associate's and below",2011,1660,1,630,0.379518072289157
"9921",32500,"Associate's and below",2012,1652,1,580,0.351089588377724
"9922",32500,"Associate's and below",2012,1652,0,1072,0.648910411622276
"9923",32500,"Associate's and below",2013,1729,1,491,0.283979178716021
"9924",32500,"Associate's and below",2013,1729,0,1238,0.716020821283979
"9925",32500,"Associate's and below",2014,1806,1,611,0.338316722037652
"9926",32500,"Associate's and below",2014,1806,0,1195,0.661683277962348
"9927",32540,"Associate's and below",2010,149,1,61,0.409395973154362
"9928",32540,"Associate's and below",2010,149,0,88,0.590604026845638
"9929",32540,"Associate's and below",2011,124,0,87,0.701612903225806
"9930",32540,"Associate's and below",2011,124,1,37,0.298387096774194
"9931",32540,"Associate's and below",2012,97,1,61,0.628865979381443
"9932",32540,"Associate's and below",2012,97,0,36,0.371134020618557
"9933",32540,"Associate's and below",2013,219,1,113,0.515981735159817
"9934",32540,"Associate's and below",2013,219,0,106,0.484018264840183
"9935",32540,"Associate's and below",2014,163,1,47,0.288343558282209
"9936",32540,"Associate's and below",2014,163,0,116,0.711656441717791
"9937",32580,"Associate's and below",2010,7353,0,5155,0.701074391404869
"9938",32580,"Associate's and below",2010,7353,1,2198,0.298925608595131
"9939",32580,"Associate's and below",2011,6942,0,5292,0.762316335350043
"9940",32580,"Associate's and below",2011,6942,1,1650,0.237683664649957
"9941",32580,"Associate's and below",2012,6533,1,1603,0.245369661717435
"9942",32580,"Associate's and below",2012,6533,0,4930,0.754630338282565
"9943",32580,"Associate's and below",2013,5979,1,1506,0.251881585549423
"9944",32580,"Associate's and below",2013,5979,0,4473,0.748118414450577
"9945",32580,"Associate's and below",2014,6930,1,1679,0.242279942279942
"9946",32580,"Associate's and below",2014,6930,0,5251,0.757720057720058
"9947",32580,"Bachelor's",2010,2830,1,731,0.258303886925795
"9948",32580,"Bachelor's",2010,2830,0,2099,0.741696113074205
"9949",32580,"Bachelor's",2011,2903,0,2101,0.723734068205305
"9950",32580,"Bachelor's",2011,2903,1,802,0.276265931794695
"9951",32580,"Bachelor's",2012,2718,0,1953,0.718543046357616
"9952",32580,"Bachelor's",2012,2718,1,765,0.281456953642384
"9953",32580,"Bachelor's",2013,2995,1,838,0.279799666110184
"9954",32580,"Bachelor's",2013,2995,0,2157,0.720200333889816
"9955",32580,"Bachelor's",2014,2921,0,2118,0.725094145840466
"9956",32580,"Bachelor's",2014,2921,1,803,0.274905854159534
"9957",32580,"Master's and Higher",2010,661,0,529,0.800302571860817
"9958",32580,"Master's and Higher",2010,661,1,132,0.199697428139183
"9959",32580,"Master's and Higher",2011,780,1,203,0.26025641025641
"9960",32580,"Master's and Higher",2011,780,0,577,0.73974358974359
"9961",32580,"Master's and Higher",2012,750,1,161,0.214666666666667
"9962",32580,"Master's and Higher",2012,750,0,589,0.785333333333333
"9963",32580,"Master's and Higher",2013,769,0,590,0.767230169050715
"9964",32580,"Master's and Higher",2013,769,1,179,0.232769830949285
"9965",32580,"Master's and Higher",2014,735,1,172,0.234013605442177
"9966",32580,"Master's and Higher",2014,735,0,563,0.765986394557823
"9967",32620,"Associate's and below",2010,425,0,264,0.621176470588235
"9968",32620,"Associate's and below",2010,425,1,161,0.378823529411765
"9969",32620,"Associate's and below",2011,487,1,183,0.375770020533881
"9970",32620,"Associate's and below",2011,487,0,304,0.624229979466119
"9971",32620,"Associate's and below",2012,463,0,309,0.667386609071274
"9972",32620,"Associate's and below",2012,463,1,154,0.332613390928726
"9973",32620,"Associate's and below",2013,457,0,303,0.663019693654267
"9974",32620,"Associate's and below",2013,457,1,154,0.336980306345733
"9975",32620,"Associate's and below",2014,462,1,139,0.300865800865801
"9976",32620,"Associate's and below",2014,462,0,323,0.699134199134199
"9977",32660,"Associate's and below",2010,193,0,100,0.518134715025907
"9978",32660,"Associate's and below",2010,193,1,93,0.481865284974093
"9979",32660,"Associate's and below",2011,193,1,73,0.378238341968912
"9980",32660,"Associate's and below",2011,193,0,120,0.621761658031088
"9981",32660,"Associate's and below",2012,144,1,56,0.388888888888889
"9982",32660,"Associate's and below",2012,144,0,88,0.611111111111111
"9983",32660,"Associate's and below",2013,163,0,104,0.638036809815951
"9984",32660,"Associate's and below",2013,163,1,59,0.361963190184049
"9985",32660,"Associate's and below",2014,135,1,47,0.348148148148148
"9986",32660,"Associate's and below",2014,135,0,88,0.651851851851852
"9987",32700,"Associate's and below",2010,9,0,9,1
"9988",32700,"Associate's and below",2011,16,0,16,1
"9989",32700,"Associate's and below",2012,10,0,10,1
"9990",32700,"Associate's and below",2013,15,0,15,1
"9991",32700,"Associate's and below",2014,13,0,13,1
"9992",32700,"Bachelor's",2010,277,1,82,0.296028880866426
"9993",32700,"Bachelor's",2010,277,0,195,0.703971119133574
"9994",32700,"Bachelor's",2011,326,0,253,0.776073619631902
"9995",32700,"Bachelor's",2011,326,1,73,0.223926380368098
"9996",32700,"Bachelor's",2012,306,0,233,0.761437908496732
"9997",32700,"Bachelor's",2012,306,1,73,0.238562091503268
"9998",32700,"Bachelor's",2013,344,1,95,0.276162790697674
"9999",32700,"Bachelor's",2013,344,0,249,0.723837209302326
"10000",32700,"Bachelor's",2014,377,0,292,0.774535809018568
"10001",32700,"Bachelor's",2014,377,1,85,0.225464190981432
"10002",32700,"Master's and Higher",2014,0,0,0,NA
"10003",32740,"Associate's and below",2010,128,0,62,0.484375
"10004",32740,"Associate's and below",2010,128,1,66,0.515625
"10005",32740,"Associate's and below",2011,117,1,52,0.444444444444444
"10006",32740,"Associate's and below",2011,117,0,65,0.555555555555556
"10007",32740,"Associate's and below",2012,117,1,56,0.478632478632479
"10008",32740,"Associate's and below",2012,117,0,61,0.521367521367521
"10009",32740,"Associate's and below",2013,104,1,62,0.596153846153846
"10010",32740,"Associate's and below",2013,104,0,42,0.403846153846154
"10011",32740,"Associate's and below",2014,165,1,68,0.412121212121212
"10012",32740,"Associate's and below",2014,165,0,97,0.587878787878788
"10013",32740,"Bachelor's",2010,541,1,256,0.473197781885397
"10014",32740,"Bachelor's",2010,541,0,285,0.526802218114603
"10015",32740,"Bachelor's",2011,589,0,298,0.505942275042445
"10016",32740,"Bachelor's",2011,589,1,291,0.494057724957555
"10017",32740,"Bachelor's",2012,529,1,252,0.476370510396975
"10018",32740,"Bachelor's",2012,529,0,277,0.523629489603025
"10019",32740,"Bachelor's",2013,523,0,269,0.51434034416826
"10020",32740,"Bachelor's",2013,523,1,254,0.48565965583174
"10021",32740,"Bachelor's",2014,563,0,312,0.55417406749556
"10022",32740,"Bachelor's",2014,563,1,251,0.44582593250444
"10023",32780,"Associate's and below",2010,131,0,131,1
"10024",32780,"Associate's and below",2011,163,0,163,1
"10025",32780,"Associate's and below",2012,109,0,109,1
"10026",32780,"Associate's and below",2013,129,0,129,1
"10027",32780,"Associate's and below",2014,119,0,119,1
"10028",32780,"Bachelor's",2010,960,1,148,0.154166666666667
"10029",32780,"Bachelor's",2010,960,0,812,0.845833333333333
"10030",32780,"Bachelor's",2011,936,0,819,0.875
"10031",32780,"Bachelor's",2011,936,1,117,0.125
"10032",32780,"Bachelor's",2012,1056,1,157,0.148674242424242
"10033",32780,"Bachelor's",2012,1056,0,899,0.851325757575758
"10034",32780,"Bachelor's",2013,1054,0,919,0.871916508538899
"10035",32780,"Bachelor's",2013,1054,1,135,0.128083491461101
"10036",32780,"Bachelor's",2014,1077,0,900,0.835654596100279
"10037",32780,"Bachelor's",2014,1077,1,177,0.164345403899721
"10038",32780,"Master's and Higher",2010,280,0,274,0.978571428571429
"10039",32780,"Master's and Higher",2010,280,1,6,0.0214285714285714
"10040",32780,"Master's and Higher",2011,249,0,242,0.971887550200803
"10041",32780,"Master's and Higher",2011,249,1,7,0.0281124497991968
"10042",32780,"Master's and Higher",2012,232,1,16,0.0689655172413793
"10043",32780,"Master's and Higher",2012,232,0,216,0.931034482758621
"10044",32780,"Master's and Higher",2013,215,1,12,0.0558139534883721
"10045",32780,"Master's and Higher",2013,215,0,203,0.944186046511628
"10046",32780,"Master's and Higher",2014,201,0,194,0.965174129353234
"10047",32780,"Master's and Higher",2014,201,1,7,0.0348258706467662
"10048",32820,"Associate's and below",2010,6802,0,5024,0.73860629226698
"10049",32820,"Associate's and below",2010,6802,1,1778,0.26139370773302
"10050",32820,"Associate's and below",2011,7394,0,5467,0.739383283743576
"10051",32820,"Associate's and below",2011,7394,1,1927,0.260616716256424
"10052",32820,"Associate's and below",2012,7547,1,2046,0.271101099774745
"10053",32820,"Associate's and below",2012,7547,0,5501,0.728898900225255
"10054",32820,"Associate's and below",2013,7560,1,1870,0.247354497354497
"10055",32820,"Associate's and below",2013,7560,0,5690,0.752645502645503
"10056",32820,"Associate's and below",2014,7169,1,1831,0.255405216906124
"10057",32820,"Associate's and below",2014,7169,0,5338,0.744594783093876
"10058",32820,"Bachelor's",2010,4251,1,1254,0.294989414255469
"10059",32820,"Bachelor's",2010,4251,0,2997,0.705010585744531
"10060",32820,"Bachelor's",2011,4479,0,3242,0.723822281759321
"10061",32820,"Bachelor's",2011,4479,1,1237,0.276177718240679
"10062",32820,"Bachelor's",2012,4598,0,3217,0.69965202261853
"10063",32820,"Bachelor's",2012,4598,1,1381,0.30034797738147
"10064",32820,"Bachelor's",2013,4699,0,3264,0.694615875718238
"10065",32820,"Bachelor's",2013,4699,1,1435,0.305384124281762
"10066",32820,"Bachelor's",2014,4575,0,3178,0.694644808743169
"10067",32820,"Bachelor's",2014,4575,1,1397,0.305355191256831
"10068",32820,"Master's and Higher",2010,1746,0,1185,0.678694158075601
"10069",32820,"Master's and Higher",2010,1746,1,561,0.321305841924399
"10070",32820,"Master's and Higher",2011,2028,1,686,0.338264299802761
"10071",32820,"Master's and Higher",2011,2028,0,1342,0.661735700197239
"10072",32820,"Master's and Higher",2012,1935,1,691,0.357105943152455
"10073",32820,"Master's and Higher",2012,1935,0,1244,0.642894056847545
"10074",32820,"Master's and Higher",2013,1989,1,684,0.343891402714932
"10075",32820,"Master's and Higher",2013,1989,0,1305,0.656108597285068
"10076",32820,"Master's and Higher",2014,1944,1,691,0.355452674897119
"10077",32820,"Master's and Higher",2014,1944,0,1253,0.644547325102881
"10078",32860,"Bachelor's",2010,1424,1,408,0.286516853932584
"10079",32860,"Bachelor's",2010,1424,0,1016,0.713483146067416
"10080",32860,"Bachelor's",2011,1562,1,466,0.298335467349552
"10081",32860,"Bachelor's",2011,1562,0,1096,0.701664532650448
"10082",32860,"Bachelor's",2012,1570,0,1080,0.687898089171974
"10083",32860,"Bachelor's",2012,1570,1,490,0.312101910828025
"10084",32860,"Bachelor's",2013,1653,1,510,0.308529945553539
"10085",32860,"Bachelor's",2013,1653,0,1143,0.691470054446461
"10086",32860,"Bachelor's",2014,1643,0,1076,0.654899573950091
"10087",32860,"Bachelor's",2014,1643,1,567,0.345100426049909
"10088",32860,"Master's and Higher",2010,283,1,45,0.159010600706714
"10089",32860,"Master's and Higher",2010,283,0,238,0.840989399293286
"10090",32860,"Master's and Higher",2011,297,1,85,0.286195286195286
"10091",32860,"Master's and Higher",2011,297,0,212,0.713804713804714
"10092",32860,"Master's and Higher",2012,307,1,85,0.276872964169381
"10093",32860,"Master's and Higher",2012,307,0,222,0.723127035830619
"10094",32860,"Master's and Higher",2013,334,1,75,0.224550898203593
"10095",32860,"Master's and Higher",2013,334,0,259,0.775449101796407
"10096",32860,"Master's and Higher",2014,289,0,208,0.719723183391003
"10097",32860,"Master's and Higher",2014,289,1,81,0.280276816608997
"10098",32900,"Associate's and below",2010,786,0,607,0.772264631043257
"10099",32900,"Associate's and below",2010,786,1,179,0.227735368956743
"10100",32900,"Associate's and below",2011,870,0,638,0.733333333333333
"10101",32900,"Associate's and below",2011,870,1,232,0.266666666666667
"10102",32900,"Associate's and below",2012,926,0,759,0.819654427645788
"10103",32900,"Associate's and below",2012,926,1,167,0.180345572354212
"10104",32900,"Associate's and below",2013,1031,0,794,0.770126091173618
"10105",32900,"Associate's and below",2013,1031,1,237,0.229873908826382
"10106",32900,"Associate's and below",2014,1152,1,241,0.209201388888889
"10107",32900,"Associate's and below",2014,1152,0,911,0.790798611111111
"10108",32900,"Bachelor's",2010,351,1,217,0.618233618233618
"10109",32900,"Bachelor's",2010,351,0,134,0.381766381766382
"10110",32900,"Bachelor's",2011,421,0,192,0.456057007125891
"10111",32900,"Bachelor's",2011,421,1,229,0.543942992874109
"10112",32900,"Bachelor's",2012,666,1,313,0.46996996996997
"10113",32900,"Bachelor's",2012,666,0,353,0.53003003003003
"10114",32900,"Bachelor's",2013,883,0,489,0.553793884484711
"10115",32900,"Bachelor's",2013,883,1,394,0.446206115515289
"10116",32900,"Bachelor's",2014,1085,0,581,0.535483870967742
"10117",32900,"Bachelor's",2014,1085,1,504,0.464516129032258
"10118",32900,"Master's and Higher",2010,35,1,30,0.857142857142857
"10119",32900,"Master's and Higher",2010,35,0,5,0.142857142857143
"10120",32900,"Master's and Higher",2011,27,1,22,0.814814814814815
"10121",32900,"Master's and Higher",2011,27,0,5,0.185185185185185
"10122",32900,"Master's and Higher",2012,42,1,36,0.857142857142857
"10123",32900,"Master's and Higher",2012,42,0,6,0.142857142857143
"10124",32900,"Master's and Higher",2013,36,1,33,0.916666666666667
"10125",32900,"Master's and Higher",2013,36,0,3,0.0833333333333333
"10126",32900,"Master's and Higher",2014,56,0,14,0.25
"10127",32900,"Master's and Higher",2014,56,1,42,0.75
"10128",32940,"Associate's and below",2010,1335,1,416,0.311610486891386
"10129",32940,"Associate's and below",2010,1335,0,919,0.688389513108614
"10130",32940,"Associate's and below",2011,1674,0,1226,0.732377538829152
"10131",32940,"Associate's and below",2011,1674,1,448,0.267622461170848
"10132",32940,"Associate's and below",2012,1870,1,569,0.30427807486631
"10133",32940,"Associate's and below",2012,1870,0,1301,0.69572192513369
"10134",32940,"Associate's and below",2013,1674,1,542,0.323775388291517
"10135",32940,"Associate's and below",2013,1674,0,1132,0.676224611708483
"10136",32940,"Associate's and below",2014,1772,1,574,0.32392776523702
"10137",32940,"Associate's and below",2014,1772,0,1198,0.67607223476298
"10138",32940,"Bachelor's",2010,76,1,5,0.0657894736842105
"10139",32940,"Bachelor's",2010,76,0,71,0.934210526315789
"10140",33060,"Associate's and below",2010,621,1,210,0.338164251207729
"10141",33060,"Associate's and below",2010,621,0,411,0.661835748792271
"10142",33060,"Associate's and below",2011,613,1,198,0.32300163132137
"10143",33060,"Associate's and below",2011,613,0,415,0.67699836867863
"10144",33060,"Associate's and below",2012,617,1,210,0.340356564019449
"10145",33060,"Associate's and below",2012,617,0,407,0.659643435980551
"10146",33060,"Associate's and below",2013,681,1,228,0.334801762114537
"10147",33060,"Associate's and below",2013,681,0,453,0.665198237885463
"10148",33060,"Associate's and below",2014,641,0,402,0.627145085803432
"10149",33060,"Associate's and below",2014,641,1,239,0.372854914196568
"10150",33100,"Associate's and below",2010,54583,0,44007,0.806240038107103
"10151",33100,"Associate's and below",2010,54583,1,10576,0.193759961892897
"10152",33100,"Associate's and below",2011,58855,0,47260,0.802990400135927
"10153",33100,"Associate's and below",2011,58855,1,11595,0.197009599864073
"10154",33100,"Associate's and below",2012,61169,1,12386,0.202488188461476
"10155",33100,"Associate's and below",2012,61169,0,48783,0.797511811538524
"10156",33100,"Associate's and below",2013,58470,1,11310,0.193432529502309
"10157",33100,"Associate's and below",2013,58470,0,47160,0.806567470497691
"10158",33100,"Associate's and below",2014,54927,1,11017,0.200575309046553
"10159",33100,"Associate's and below",2014,54927,0,43910,0.799424690953447
"10160",33100,"Bachelor's",2010,23275,0,17343,0.745134264232009
"10161",33100,"Bachelor's",2010,23275,1,5932,0.254865735767991
"10162",33100,"Bachelor's",2011,23919,0,17611,0.736276600192316
"10163",33100,"Bachelor's",2011,23919,1,6308,0.263723399807684
"10164",33100,"Bachelor's",2012,25437,1,6919,0.272005346542438
"10165",33100,"Bachelor's",2012,25437,0,18518,0.727994653457562
"10166",33100,"Bachelor's",2013,26537,0,19065,0.71843087010589
"10167",33100,"Bachelor's",2013,26537,1,7472,0.28156912989411
"10168",33100,"Bachelor's",2014,26904,0,18892,0.702200416294975
"10169",33100,"Bachelor's",2014,26904,1,8012,0.297799583705025
"10170",33100,"Master's and Higher",2010,15959,0,12387,0.776176452158657
"10171",33100,"Master's and Higher",2010,15959,1,3572,0.223823547841343
"10172",33100,"Master's and Higher",2011,15784,0,12385,0.784655347187025
"10173",33100,"Master's and Higher",2011,15784,1,3399,0.215344652812975
"10174",33100,"Master's and Higher",2012,17172,0,13373,0.778767761472164
"10175",33100,"Master's and Higher",2012,17172,1,3799,0.221232238527836
"10176",33100,"Master's and Higher",2013,16513,1,4059,0.245806334403197
"10177",33100,"Master's and Higher",2013,16513,0,12454,0.754193665596803
"10178",33100,"Master's and Higher",2014,16946,0,12597,0.743361265195326
"10179",33100,"Master's and Higher",2014,16946,1,4349,0.256638734804674
"10180",33140,"Associate's and below",2010,448,0,138,0.308035714285714
"10181",33140,"Associate's and below",2010,448,1,310,0.691964285714286
"10182",33140,"Associate's and below",2011,426,0,158,0.370892018779343
"10183",33140,"Associate's and below",2011,426,1,268,0.629107981220657
"10184",33140,"Associate's and below",2012,361,0,185,0.512465373961219
"10185",33140,"Associate's and below",2012,361,1,176,0.487534626038781
"10186",33140,"Associate's and below",2013,240,0,117,0.4875
"10187",33140,"Associate's and below",2013,240,1,123,0.5125
"10188",33140,"Associate's and below",2014,184,1,70,0.380434782608696
"10189",33140,"Associate's and below",2014,184,0,114,0.619565217391304
"10190",33140,"Bachelor's",2010,326,1,98,0.300613496932515
"10191",33140,"Bachelor's",2010,326,0,228,0.699386503067485
"10192",33140,"Bachelor's",2011,397,0,261,0.657430730478589
"10193",33140,"Bachelor's",2011,397,1,136,0.342569269521411
"10194",33140,"Bachelor's",2012,423,0,259,0.612293144208038
"10195",33140,"Bachelor's",2012,423,1,164,0.387706855791962
"10196",33140,"Bachelor's",2013,449,0,246,0.547884187082405
"10197",33140,"Bachelor's",2013,449,1,203,0.452115812917595
"10198",33140,"Bachelor's",2014,506,0,295,0.58300395256917
"10199",33140,"Bachelor's",2014,506,1,211,0.41699604743083
"10200",33140,"Master's and Higher",2010,33,0,33,1
"10201",33140,"Master's and Higher",2011,31,0,31,1
"10202",33140,"Master's and Higher",2012,26,0,26,1
"10203",33140,"Master's and Higher",2013,26,0,26,1
"10204",33140,"Master's and Higher",2014,40,0,40,1
"10205",33180,"Associate's and below",2010,34,0,34,1
"10206",33180,"Associate's and below",2011,26,0,26,1
"10207",33180,"Associate's and below",2012,15,0,15,1
"10208",33180,"Associate's and below",2013,24,0,24,1
"10209",33180,"Associate's and below",2014,15,0,15,1
"10210",33180,"Bachelor's",2010,29,0,29,1
"10211",33180,"Bachelor's",2011,26,0,26,1
"10212",33180,"Bachelor's",2012,21,0,21,1
"10213",33180,"Bachelor's",2013,22,0,22,1
"10214",33180,"Bachelor's",2014,16,0,16,1
"10215",33220,"Associate's and below",2010,322,0,307,0.953416149068323
"10216",33220,"Associate's and below",2010,322,1,15,0.046583850931677
"10217",33220,"Associate's and below",2011,76,1,4,0.0526315789473684
"10218",33220,"Associate's and below",2011,76,0,72,0.947368421052632
"10219",33220,"Associate's and below",2012,25,0,25,1
"10220",33220,"Associate's and below",2012,25,1,0,0
"10221",33220,"Associate's and below",2013,41,1,2,0.0487804878048781
"10222",33220,"Associate's and below",2013,41,0,39,0.951219512195122
"10223",33220,"Associate's and below",2014,33,1,0,0
"10224",33220,"Associate's and below",2014,33,0,33,1
"10225",33220,"Bachelor's",2010,1832,0,1766,0.963973799126638
"10226",33220,"Bachelor's",2010,1832,1,66,0.0360262008733624
"10227",33220,"Bachelor's",2011,1470,1,77,0.0523809523809524
"10228",33220,"Bachelor's",2011,1470,0,1393,0.947619047619048
"10229",33220,"Bachelor's",2012,1368,0,1298,0.948830409356725
"10230",33220,"Bachelor's",2012,1368,1,70,0.0511695906432749
"10231",33220,"Bachelor's",2013,1204,1,65,0.0539867109634551
"10232",33220,"Bachelor's",2013,1204,0,1139,0.946013289036545
"10233",33220,"Bachelor's",2014,973,1,85,0.0873586844809866
"10234",33220,"Bachelor's",2014,973,0,888,0.912641315519013
"10235",33220,"Master's and Higher",2010,167,0,167,1
"10236",33220,"Master's and Higher",2011,174,0,174,1
"10237",33220,"Master's and Higher",2012,165,0,165,1
"10238",33220,"Master's and Higher",2013,132,0,132,1
"10239",33220,"Master's and Higher",2014,110,0,110,1
"10240",33260,"Associate's and below",2010,1037,1,301,0.290260366441659
"10241",33260,"Associate's and below",2010,1037,0,736,0.709739633558341
"10242",33260,"Associate's and below",2011,951,1,303,0.318611987381703
"10243",33260,"Associate's and below",2011,951,0,648,0.681388012618297
"10244",33260,"Associate's and below",2012,849,0,560,0.659599528857479
"10245",33260,"Associate's and below",2012,849,1,289,0.340400471142521
"10246",33260,"Associate's and below",2013,685,1,287,0.418978102189781
"10247",33260,"Associate's and below",2013,685,0,398,0.581021897810219
"10248",33260,"Associate's and below",2014,542,0,360,0.664206642066421
"10249",33260,"Associate's and below",2014,542,1,182,0.335793357933579
"10250",33260,"Bachelor's",2010,11,0,11,1
"10251",33260,"Bachelor's",2011,13,0,13,1
"10252",33260,"Bachelor's",2012,11,0,11,1
"10253",33260,"Bachelor's",2013,21,0,21,1
"10254",33260,"Bachelor's",2014,21,0,21,1
"10255",33300,"Associate's and below",2010,242,0,242,1
"10256",33300,"Associate's and below",2010,242,1,0,0
"10257",33300,"Associate's and below",2011,377,0,377,1
"10258",33300,"Associate's and below",2011,377,1,0,0
"10259",33300,"Associate's and below",2012,1181,0,1154,0.977138018628281
"10260",33300,"Associate's and below",2012,1181,1,27,0.0228619813717189
"10261",33300,"Associate's and below",2013,1514,0,1456,0.961690885072655
"10262",33300,"Associate's and below",2013,1514,1,58,0.0383091149273448
"10263",33300,"Associate's and below",2014,1475,1,87,0.0589830508474576
"10264",33300,"Associate's and below",2014,1475,0,1388,0.941016949152542
"10265",33300,"Bachelor's",2010,1022,1,234,0.228962818003914
"10266",33300,"Bachelor's",2010,1022,0,788,0.771037181996086
"10267",33300,"Bachelor's",2011,1139,0,865,0.759438103599649
